,제목,회사명,refine_기술스택,스크랩수,조회수,최소경력,최대경력,주소(시도),주소(시군구),취업축하금,데이터수집일,URL,카테고리,기술스택
33422,컴퓨터 비전 / 로봇 개발자 모집,아고스비전,"['C++', 'C', 'linux', 'ROS', 'embedded']",5,588,0,10,서울,성북구,70,2024-06-02 20:34:06.514387,https://www.jumpit.co.kr/position/15437,devops/시스템 엔지니어,linux
33982,시스템 개발자,피닉스다트,"['c++', 'c', 'sw', 'linux']",0,56,5,10,서울,구로구,70,2024-06-02 20:33:49.072694,https://www.jumpit.co.kr/position/24253,SW/솔루션,linux
34271,기업부설연구소 Linux & Yocto 개발,에스디티,"['sw', 'linux']",0,221,3,10,서울,강남구,70,2024-06-02 20:34:58.876814,https://www.jumpit.co.kr/position/14492,SW/솔루션,linux
34350,컴퓨터 비전 / 로봇 개발자 모집,아고스비전,"['C++', 'C', 'linux', 'ROS', 'embedded']",5,588,0,10,서울,성북구,70,2024-06-02 20:34:06.514387,https://www.jumpit.co.kr/position/15437,블록체인,linux
34371,[스패로우] 웹 취약점 분석 컨설턴트,파수,"['html5', 'jsp', 'linux', 'windows', 'javascript', 'css 3']",4,359,3,10,서울,마포구,70,2024-06-02 20:33:11.228925,https://www.jumpit.co.kr/position/15191,기술지원,linux
34405,컴퓨터 비전 / 로봇 개발자 모집,아고스비전,"['C++', 'C', 'linux', 'ROS', 'embedded']",5,588,0,10,서울,성북구,70,2024-06-02 20:34:06.514387,https://www.jumpit.co.kr/position/15437,기술지원,linux
34508,[병역특례] 백엔드개발(Node.js) 산업기능요원 모집,넛지헬스케어,"['postgresql', 'elasticsearch', 'amazon dynamodb', 'Node.js', 'mysql', 'aws']",78,4342,0,3,서울,강남구,70,2024-06-02 20:32:53.909580,https://www.jumpit.co.kr/position/11999,서버/백엔드 개발자,mysql
34514,백엔드 개발자 (경력 3년~5년),테이텀,"['node.js', 'NoSql', 'PostgreSQL', 'MySQL', 'Ansible', 'Go', 'mysql', 'Ruby', 'rabbitmq', 'redis', 'Python']",6,244,3,5,서울,강남구,70,2024-06-02 20:32:54.986196,https://www.jumpit.co.kr/position/24222,서버/백엔드 개발자,mysql
34620,백엔드 개발자 담당,인피니티익스체인지코리아,"['spring boot', 'spring data jpa', 'rest api', 'mysql', 'aws', 'Spring Data JPA', 'redis', 'Mybatis']",10,202,3,7,서울,강남구,70,2024-06-02 20:33:15.558810,https://www.jumpit.co.kr/position/25482,서버/백엔드 개발자,mysql
35180,웹 풀스택 개발자 경력사원 모집,호들,"['node.js', 'next.js', 'html5', 'react', 'mysql', 'typescript', 'graphql', 'aws', 'css 3']",15,1652,3,8,서울,강남구,70,2024-06-02 20:32:57.136247,https://www.jumpit.co.kr/position/15198,웹 풀스택 개발자,mysql
35183,PHP 개발자,휴먼이즈,"['html5', 'php', 'mysql', 'jquery', 'css 3']",55,2104,0,5,서울,용산구,70,2024-06-02 20:32:58.225423,https://www.jumpit.co.kr/position/15530,웹 풀스택 개발자,mysql
37376,프론트엔드 웹개발자 경력직 채용,캐럿글로벌,"['html5', 'vue.js', 'angularjs', 'javascript', 'css 3']",256,9112,1,8,서울,서초구,70,2024-06-02 20:32:48.499489,https://www.jumpit.co.kr/position/15124,프론트엔드 개발자,javascript
37401,[쉬운 지원] 프론트엔드 개발자,르네상스랩스,"['react', 'typescript', 'javascript', 'solidity']",73,1584,3,10,서울,성동구,70,2024-06-02 20:32:54.986196,https://www.jumpit.co.kr/position/15410,프론트엔드 개발자,javascript
37576,React 프론트엔드 개발자 모집,이원커뮤니케이션,"['mariadb', 'react', 'gitlab', 'javascript', 'docker']",6,435,4,8,서울,금천구,70,2024-06-02 20:34:10.809242,https://www.jumpit.co.kr/position/15188,프론트엔드 개발자,javascript
37625,[병역특례] 풀스택개발 산업기능요원 모집,넛지헬스케어,"['REST API', 'python', 'Git', 'rest api', 'Redux', 'Node.js', 'aws', 'AWS', 'React', 'javascript']",60,2565,0,2,서울,강남구,70,2024-06-02 20:32:49.578508,https://www.jumpit.co.kr/position/12720,웹 풀스택 개발자,javascript
37639,개발자(JAVA/Spring),쥬비스다이어트,"['java', 'Spring', 'javascript']",22,1531,3,8,서울,강남구,70,2024-06-02 20:32:57.136247,https://www.jumpit.co.kr/position/19731,웹 풀스택 개발자,javascript
39293,[스패로우] 웹 취약점 분석 컨설턴트,파수,"['html5', 'jsp', 'linux', 'windows', 'javascript', 'css 3']",4,359,3,10,서울,마포구,70,2024-06-02 20:33:11.228925,https://www.jumpit.co.kr/position/15191,기술지원,javascript
39837,프론트엔드 웹개발자 경력직 채용,캐럿글로벌,"['html5', 'vue.js', 'angularjs', 'javascript', 'css 3']",256,9112,1,8,서울,서초구,70,2024-06-02 20:32:48.499489,https://www.jumpit.co.kr/position/15124,프론트엔드 개발자,html5
40102,웹 풀스택 개발자 경력사원 모집,호들,"['node.js', 'next.js', 'html5', 'react', 'mysql', 'typescript', 'graphql', 'aws', 'css 3']",15,1652,3,8,서울,강남구,70,2024-06-02 20:32:57.136247,https://www.jumpit.co.kr/position/15198,웹 풀스택 개발자,html5
40103,통합 보안 솔루션 개발자 채용,SGA솔루션즈,"['spring', 'spring boot', 'java', 'html5', 'apache tomcat', 'css 3']",7,246,0,10,서울,송파구,70,2024-06-02 20:32:57.136247,https://www.jumpit.co.kr/position/25864,웹 풀스택 개발자,html5
40105,PHP 개발자,휴먼이즈,"['html5', 'php', 'mysql', 'jquery', 'css 3']",55,2104,0,5,서울,용산구,70,2024-06-02 20:32:58.225423,https://www.jumpit.co.kr/position/15530,웹 풀스택 개발자,html5
41268,통합 보안 솔루션 개발자 채용,SGA솔루션즈,"['spring', 'spring boot', 'java', 'html5', 'apache tomcat', 'css 3']",7,246,0,10,서울,송파구,70,2024-06-02 20:32:57.136247,https://www.jumpit.co.kr/position/25864,SW/솔루션,html5
41754,[스패로우] 웹 취약점 분석 컨설턴트,파수,"['html5', 'jsp', 'linux', 'windows', 'javascript', 'css 3']",4,359,3,10,서울,마포구,70,2024-06-02 20:33:11.228925,https://www.jumpit.co.kr/position/15191,기술지원,html5
41891,[병역특례] 백엔드개발(Node.js) 산업기능요원 모집,넛지헬스케어,"['postgresql', 'elasticsearch', 'amazon dynamodb', 'Node.js', 'mysql', 'aws']",78,4342,0,3,서울,강남구,70,2024-06-02 20:32:53.909580,https://www.jumpit.co.kr/position/11999,서버/백엔드 개발자,aws
42003,백엔드 개발자 담당,인피니티익스체인지코리아,"['spring boot', 'spring data jpa', 'rest api', 'mysql', 'aws', 'Spring Data JPA', 'redis', 'Mybatis']",10,202,3,7,서울,강남구,70,2024-06-02 20:33:15.558810,https://www.jumpit.co.kr/position/25482,서버/백엔드 개발자,aws
42465,Frontend Developer(7년 이상),바비톡,"['TypeScript', 'JavaScript', 'react', 'aws']",3,83,7,10,서울,강남구,70,2024-06-02 20:33:53.449295,https://www.jumpit.co.kr/position/24437,프론트엔드 개발자,aws
42547,[병역특례] 풀스택개발 산업기능요원 모집,넛지헬스케어,"['REST API', 'python', 'Git', 'rest api', 'Redux', 'Node.js', 'aws', 'AWS', 'React', 'javascript']",60,2565,0,2,서울,강남구,70,2024-06-02 20:32:49.578508,https://www.jumpit.co.kr/position/12720,웹 풀스택 개발자,aws
42563,웹 풀스택 개발자 경력사원 모집,호들,"['node.js', 'next.js', 'html5', 'react', 'mysql', 'typescript', 'graphql', 'aws', 'css 3']",15,1652,3,8,서울,강남구,70,2024-06-02 20:32:57.136247,https://www.jumpit.co.kr/position/15198,웹 풀스택 개발자,aws
43491,개발팀 리드,오엔제이,"['spring', 'java', 'MySQL', 'Redis', 'react', 'typescript', 'aws', 'Spring Data JPA']",15,1337,10,20,서울,강남구,70,2024-06-02 20:33:46.894216,https://www.jumpit.co.kr/position/15716,개발 PM,aws
45008,[병역특례] 풀스택개발 산업기능요원 모집,넛지헬스케어,"['REST API', 'python', 'Git', 'rest api', 'Redux', 'Node.js', 'aws', 'AWS', 'React', 'javascript']",60,2565,0,2,서울,강남구,70,2024-06-02 20:32:49.578508,https://www.jumpit.co.kr/position/12720,웹 풀스택 개발자,python
45483,양자컴퓨팅 연구원(신입 및 경력),노르마,"['python', 'C++', 'C', 'ai/인공지능', 'linux', 'pytorch', 'machinelearning']",19,1057,0,10,서울,성동구,70,2024-06-02 20:33:05.836896,https://www.jumpit.co.kr/position/18164,인공지능/머신러닝,python
52154,프론트엔드 개발자 (3년 이상),테이텀,"['JavaScript', 'HTML5', 'vue.js', 'typescript', 'angularjs', 'React']",4,240,3,5,서울,강남구,70,2024-06-02 20:32:51.752515,https://www.jumpit.co.kr/position/24221,프론트엔드 개발자,typescript
52167,[쉬운 지원] 프론트엔드 개발자,르네상스랩스,"['react', 'typescript', 'javascript', 'solidity']",73,1584,3,10,서울,성동구,70,2024-06-02 20:32:54.986196,https://www.jumpit.co.kr/position/15410,프론트엔드 개발자,typescript
52332,[Bodyall] React Native 프론트엔드 개발자,미디어캔,"['next.js', 'Adobe XD', 'react query', 'React Native', 'typescript', 'mobx']",12,542,3,7,서울,강서구,70,2024-06-02 20:34:05.411465,https://www.jumpit.co.kr/position/15616,프론트엔드 개발자,typescript
52407,웹 풀스택 개발자 경력사원 모집,호들,"['node.js', 'next.js', 'html5', 'react', 'mysql', 'typescript', 'graphql', 'aws', 'css 3']",15,1652,3,8,서울,강남구,70,2024-06-02 20:32:57.136247,https://www.jumpit.co.kr/position/15198,웹 풀스택 개발자,typescript
53335,개발팀 리드,오엔제이,"['spring', 'java', 'MySQL', 'Redis', 'react', 'typescript', 'aws', 'Spring Data JPA']",15,1337,10,20,서울,강남구,70,2024-06-02 20:33:46.894216,https://www.jumpit.co.kr/position/15716,개발 PM,typescript
54628,[쉬운 지원] 프론트엔드 개발자,르네상스랩스,"['react', 'typescript', 'javascript', 'solidity']",73,1584,3,10,서울,성동구,70,2024-06-02 20:32:54.986196,https://www.jumpit.co.kr/position/15410,프론트엔드 개발자,react
54770,Frontend Developer(7년 이상),바비톡,"['TypeScript', 'JavaScript', 'react', 'aws']",3,83,7,10,서울,강남구,70,2024-06-02 20:33:53.449295,https://www.jumpit.co.kr/position/24437,프론트엔드 개발자,react
54803,React 프론트엔드 개발자 모집,이원커뮤니케이션,"['mariadb', 'react', 'gitlab', 'javascript', 'docker']",6,435,4,8,서울,금천구,70,2024-06-02 20:34:10.809242,https://www.jumpit.co.kr/position/15188,프론트엔드 개발자,react
54867,"여행 IT 개발(JAVA, Spring)자 채용",틱스잇,"['java', 'Git', 'Linux', 'Spring Framework', 'react', 'vue.js', 'Spring', 'Jira', 'AWS']",41,5343,2,10,서울,성동구,70,2024-06-02 20:32:57.136247,https://www.jumpit.co.kr/position/9448,웹 풀스택 개발자,react
54868,웹 풀스택 개발자 경력사원 모집,호들,"['node.js', 'next.js', 'html5', 'react', 'mysql', 'typescript', 'graphql', 'aws', 'css 3']",15,1652,3,8,서울,강남구,70,2024-06-02 20:32:57.136247,https://www.jumpit.co.kr/position/15198,웹 풀스택 개발자,react
54933,웹 풀스택 개발자,스마트러닝코리아,"['jQuery', 'JavaScript', 'Spring Framework', 'MariaDB', 'Spring Boot', 'react', 'Spring Security']",3,551,5,10,서울,강남구,70,2024-06-02 20:33:28.531560,https://www.jumpit.co.kr/position/14338,웹 풀스택 개발자,react
55796,개발팀 리드,오엔제이,"['spring', 'java', 'MySQL', 'Redis', 'react', 'typescript', 'aws', 'Spring Data JPA']",15,1337,10,20,서울,강남구,70,2024-06-02 20:33:46.894216,https://www.jumpit.co.kr/position/15716,개발 PM,react
59124,백엔드 개발자 (경력 3년~5년),테이텀,"['node.js', 'NoSql', 'PostgreSQL', 'MySQL', 'Ansible', 'Go', 'mysql', 'Ruby', 'rabbitmq', 'redis', 'Python']",6,244,3,5,서울,강남구,70,2024-06-02 20:32:54.986196,https://www.jumpit.co.kr/position/24222,서버/백엔드 개발자,node.js
59790,웹 풀스택 개발자 경력사원 모집,호들,"['node.js', 'next.js', 'html5', 'react', 'mysql', 'typescript', 'graphql', 'aws', 'css 3']",15,1652,3,8,서울,강남구,70,2024-06-02 20:32:57.136247,https://www.jumpit.co.kr/position/15198,웹 풀스택 개발자,node.js
64447,프론트엔드 웹개발자 경력직 채용,캐럿글로벌,"['html5', 'vue.js', 'angularjs', 'javascript', 'css 3']",256,9112,1,8,서울,서초구,70,2024-06-02 20:32:48.499489,https://www.jumpit.co.kr/position/15124,프론트엔드 개발자,vue.js
64459,프론트엔드 개발자 (3년 이상),테이텀,"['JavaScript', 'HTML5', 'vue.js', 'typescript', 'angularjs', 'React']",4,240,3,5,서울,강남구,70,2024-06-02 20:32:51.752515,https://www.jumpit.co.kr/position/24221,프론트엔드 개발자,vue.js
64711,"여행 IT 개발(JAVA, Spring)자 채용",틱스잇,"['java', 'Git', 'Linux', 'Spring Framework', 'react', 'vue.js', 'Spring', 'Jira', 'AWS']",41,5343,2,10,서울,성동구,70,2024-06-02 20:32:57.136247,https://www.jumpit.co.kr/position/9448,웹 풀스택 개발자,vue.js
66908,프론트엔드 웹개발자 경력직 채용,캐럿글로벌,"['html5', 'vue.js', 'angularjs', 'javascript', 'css 3']",256,9112,1,8,서울,서초구,70,2024-06-02 20:32:48.499489,https://www.jumpit.co.kr/position/15124,프론트엔드 개발자,angularjs
66920,프론트엔드 개발자 (3년 이상),테이텀,"['JavaScript', 'HTML5', 'vue.js', 'typescript', 'angularjs', 'React']",4,240,3,5,서울,강남구,70,2024-06-02 20:32:51.752515,https://www.jumpit.co.kr/position/24221,프론트엔드 개발자,angularjs
71818,프론트엔드 신입 및 경력,라온로드,"['WebGL', 'Vue.js', 'CSS 3', 'AngularJS', 'HTML5', 'JavaScript', 'ES6', 'React', 'three.js']",195,6331,0,10,경기,성남시,70,2024-06-02 20:32:46.341489,https://www.jumpit.co.kr/position/21221,프론트엔드 개발자,three.js
71923,유니티 / WebGL / ReactJS 프론트엔드 개발자 채용,일루니,"['WebGL', 'TypeScript', 'Unity', 'React', 'three.js']",2,76,3,10,서울,서초구,70,2024-06-02 20:33:22.069483,https://www.jumpit.co.kr/position/25355,프론트엔드 개발자,three.js
72041,프론트엔드 개발자,데이터메이커,"['Vue.js', 'Rust', 'TailwindCSS', 'GitHub', 'JavaScript', 'ES6', 'Nuxt.js', 'three.js']",0,39,5,20,대전,유성구,70,2024-06-02 20:34:21.934351,https://www.jumpit.co.kr/position/25340,프론트엔드 개발자,three.js
72046,프론트엔드 개발자 채용,에디트콜렉티브,"['TypeScript', 'React Query', 'Redux', 'styled-components', 'React', 'three.js']",0,16,5,20,서울,강남구,70,2024-06-02 20:34:25.160387,https://www.jumpit.co.kr/position/26056,프론트엔드 개발자,three.js
72224,3D front Engineer(threejs),씨메스,"['WebGL', 'Unreal Engine', 'Unity', 'JavaScript', 'OpenGL', 'React', 'three.js']",1,49,3,5,서울,강남구,70,2024-06-02 20:34:25.160387,https://www.jumpit.co.kr/position/25492,웹 풀스택 개발자,three.js
73689,3D front Engineer(threejs),씨메스,"['WebGL', 'Unreal Engine', 'Unity', 'JavaScript', 'OpenGL', 'React', 'three.js']",1,49,3,5,서울,강남구,70,2024-06-02 20:34:25.160387,https://www.jumpit.co.kr/position/25492,VR/AR/3D,three.js
81864,[Bodyall] React Native 프론트엔드 개발자,미디어캔,"['next.js', 'Adobe XD', 'react query', 'React Native', 'typescript', 'mobx']",12,542,3,7,서울,강서구,70,2024-06-02 20:34:05.411465,https://www.jumpit.co.kr/position/15616,프론트엔드 개발자,react query
89247,[Bodyall] React Native 프론트엔드 개발자,미디어캔,"['next.js', 'Adobe XD', 'react query', 'React Native', 'typescript', 'mobx']",12,542,3,7,서울,강서구,70,2024-06-02 20:34:05.411465,https://www.jumpit.co.kr/position/15616,프론트엔드 개발자,next.js
89322,웹 풀스택 개발자 경력사원 모집,호들,"['node.js', 'next.js', 'html5', 'react', 'mysql', 'typescript', 'graphql', 'aws', 'css 3']",15,1652,3,8,서울,강남구,70,2024-06-02 20:32:57.136247,https://www.jumpit.co.kr/position/15198,웹 풀스택 개발자,next.js
96431,Frontend developer (3년 미만),메라키플레이스,"['TypeScript', 'React Query', 'Vercel', 'Zustand', 'Next.js', 'React Native', 'CodePush', 'React', 'fastlane']",529,16379,0,3,서울,서초구,70,2024-06-02 20:32:46.341489,https://www.jumpit.co.kr/position/19755,프론트엔드 개발자,fastlane
96518,Frontend developer (3년 이상),메라키플레이스,"['TypeScript', 'React Query', 'Vercel', 'Zustand', 'Next.js', 'React Native', 'CodePush', 'React', 'fastlane']",14,793,3,9,서울,서초구,70,2024-06-02 20:33:16.636811,https://www.jumpit.co.kr/position/19750,프론트엔드 개발자,fastlane
96671,React Native 프론트 개발자,부엔까미노,"['TypeScript', 'Firebase', 'Redux', 'redux-saga', 'axios', 'React Native', 'CodePush', 'fastlane']",0,29,4,7,서울,종로구,70,2024-06-02 20:34:43.512308,https://www.jumpit.co.kr/position/25785,프론트엔드 개발자,fastlane
96938,[음악플랫폼FLO] iOS 개발자(2년 이상),드림어스컴퍼니,"['GitHub Actions', 'Swift', 'CocoaPods', 'iOS', 'Rxswift', 'Nimble', 'fastlane']",5,102,2,7,서울,서초구,70,2024-06-02 20:33:41.487761,https://www.jumpit.co.kr/position/25558,IOS 개발자,fastlane
