,제목,회사명,refine_기술스택,스크랩수,조회수,최소경력,최대경력,주소(시도),주소(시군구),취업축하금,데이터수집일,URL,카테고리,기술스택
964595,[병역특례_보충역/전직] 백엔드 개발,피어테크,"['RDB', 'NoSql', 'Git', 'Linux', 'Blockchain', 'Redis', 'Node.js', 'Python']",30,1637,1,5,서울,강남구,70,2024-06-02 20:33:23.162481,https://www.jumpit.co.kr/position/13586,블록체인,Linux
964597,블록체인 전송 시스템 운영 담당자,위메이드,"['Linux', 'Blockchain']",10,540,0,3,경기,성남시,70,2024-06-02 20:33:27.457542,https://www.jumpit.co.kr/position/23395,블록체인,Linux
964600,AWS Infra Engineer(인프라 엔지니어),피어테크,"['Jenkins', 'Linux', 'GitHub', 'Ansible', 'AWS CloudFormation', 'Go', 'AWS', 'Kubernetes', 'Python']",15,1361,3,8,서울,강남구,70,2024-06-02 20:33:36.082208,https://www.jumpit.co.kr/position/7984,블록체인,Linux
964601,디지털 자산 운용 퀀트 개발자,피어테크,"['REST API', 'Java', 'Linux', 'Spring Boot', 'AWS', 'Python']",29,1367,3,8,서울,강남구,70,2024-06-02 20:33:40.408751,https://www.jumpit.co.kr/position/7220,블록체인,Linux
964605,개발 리드,피어테크,"['Java', 'C', 'Linux', 'Docker', 'Scala', 'Blockchain', 'Go', 'Node.js', 'Spark', 'Python']",10,1131,3,8,서울,강남구,70,2024-06-02 20:33:55.625304,https://www.jumpit.co.kr/position/7987,블록체인,Linux
964606,[경력] 블록체인 서버 개발자,에스앤피랩,"['Golang', 'Docker', 'Linux', 'Elasticsearch', 'Solidity', 'Blockchain', 'Hyperledger Indy', 'Hyperledger Fabric']",3,197,2,10,서울,서초구,70,2024-06-02 20:34:00.987359,https://www.jumpit.co.kr/position/22433,블록체인,Linux
964607,[병역특례_보충역/전직] 인프라 엔지니어,피어테크,"['Jenkins', 'Linux', 'GitHub', 'Ansible', 'Blockchain', 'Go', 'AWS Elastic Beanstalk', 'AWS', 'Kubernetes', 'Python']",3,430,3,8,서울,강남구,70,2024-06-02 20:34:04.327385,https://www.jumpit.co.kr/position/16969,블록체인,Linux
964621,System Engineer (시스템 엔지니어),메이아이,"['Ubuntu', 'Linux', 'Python']",12,717,1,10,서울,강남구,70,2024-06-02 20:32:56.056216,https://www.jumpit.co.kr/position/22478,기술지원,Linux
964623,시스템 엔지니어(SE),아이페이지온,"['Linux', 'Network', 'TCP/IP', 'Apache Tomcat']",2,815,0,15,서울,강남구,70,2024-06-02 20:33:00.428869,https://www.jumpit.co.kr/position/11115,기술지원,Linux
964626,[기술지원센터] 보안솔루션 기술지원 엔지니어 신입/경력 정규직 채용 (서울),이글루코퍼레이션,"['RDB', 'Linux', 'MariaDB']",0,53,0,1,서울,송파구,70,2024-06-02 20:33:04.740887,https://www.jumpit.co.kr/position/25243,기술지원,Linux
964630,[파수] 보안 솔루션 구축 엔지니어,파수,"['Java', 'C++', 'Linux', 'MariaDB', 'Windows', 'Oracle', 'SQL']",3,580,3,7,서울,마포구,70,2024-06-02 20:33:12.319924,https://www.jumpit.co.kr/position/10973,기술지원,Linux
964632,"devops/시스템엔지니어 (서울, 대전 모두 가능)",시스트란,"['Shell', 'Linux', 'Docker', 'Network', 'AWS', 'Python']",14,1160,1,15,서울,강남구,70,2024-06-02 20:33:17.705821,https://www.jumpit.co.kr/position/18739,기술지원,Linux
964633,아틀라시안 & 데브옵스 솔루션 엔지니어,플래티어,"['Linux', 'Confluence', 'MySQL', 'Windows', 'Oracle', 'MSSQL', 'Jira', 'Bamboo']",6,507,2,15,서울,송파구,70,2024-06-02 20:33:17.705821,https://www.jumpit.co.kr/position/16482,기술지원,Linux
964634,리눅스 서버 구축 및 유지보수 엔지니어,비앤케이원,"['Linux', 'Windows']",9,483,0,5,서울,강남구,70,2024-06-02 20:33:19.917821,https://www.jumpit.co.kr/position/18537,기술지원,Linux
964636,기술지원팀 엔지니어 팀원 채용,스콥정보통신,"['Linux', 'L2', 'L3', 'Network', 'TCP/IP']",0,25,2,8,서울,서초구,70,2024-06-02 20:33:22.069483,https://www.jumpit.co.kr/position/24859,기술지원,Linux
964638,블록체인 전송 시스템 운영 담당자,위메이드,"['Linux', 'Blockchain']",10,540,0,3,경기,성남시,70,2024-06-02 20:33:27.457542,https://www.jumpit.co.kr/position/23395,기술지원,Linux
964639,[마이스터고 우대] 주니어 하드웨어 개발자,이몰디노,"['Linux', 'AWS', 'SQL']",2,158,0,1,서울,중구,70,2024-06-02 20:33:30.696762,https://www.jumpit.co.kr/position/23987,기술지원,Linux
964641,[ESTsoft] IT인프라 엔지니어 (경력),이스트소프트,"['AZURE', 'RDB', 'Linux', 'Terraform', 'GCP', 'Ansible', 'Prometheus', 'Puppet Labs', 'AWS', 'Grafana', 'Zabbix']",9,645,5,10,서울,서초구,70,2024-06-02 20:33:37.167217,https://www.jumpit.co.kr/position/19512,기술지원,Linux
964645,형상관리 솔루션 엔지니어,플래티어,"['Linux', 'Confluence', 'MySQL', 'Windows', 'Oracle', 'MSSQL', 'Jira', 'Bamboo']",3,198,2,15,서울,송파구,70,2024-06-02 20:33:43.671269,https://www.jumpit.co.kr/position/21639,기술지원,Linux
964651,IT Support,프롭티어 주식회사,"['SW', 'Linux', 'Windows', 'HW']",0,95,1,3,서울,서초구,70,2024-06-02 20:33:50.189247,https://www.jumpit.co.kr/position/25493,기술지원,Linux
964652,솔루션 엔지니어(시스템 엔지니어/SE),이파피루스,"['Java', 'Linux', 'Docker', 'Network', 'Windows', 'Python']",17,1029,8,15,경기,성남시,70,2024-06-02 20:33:51.272247,https://www.jumpit.co.kr/position/17344,기술지원,Linux
964654,사내 운영솔루션 개발 및 관리자 채용,세라젬씨앤에스,"['Vue.js', 'Linux', 'JavaScript', 'PHP', 'Node.js', 'SQL']",4,79,2,3,서울,강남구,70,2024-06-02 20:33:53.449295,https://www.jumpit.co.kr/position/25406,기술지원,Linux
964655,Solution Engineer,루닛,"['AZURE', 'Linux', 'Docker', 'GCP', 'AWS', 'Kubernetes']",1,28,5,10,서울,강남구,70,2024-06-02 20:33:55.625304,https://www.jumpit.co.kr/position/24977,기술지원,Linux
964656,Rack Decom Datatech,아마존웹서비시즈코리아,"['Linux', 'Network']",9,722,0,10,서울,강남구,70,2024-06-02 20:33:57.771340,https://www.jumpit.co.kr/position/17793,기술지원,Linux
964657,Field Application Engineer(카메라 SoC),비전넥스트,"['C++', 'C', 'Linux', 'OpenCV', 'Python']",1,77,1,10,경기,성남시,70,2024-06-02 20:33:57.771340,https://www.jumpit.co.kr/position/24456,기술지원,Linux
964660,[상장사/성수동] 통합로그관리 SW 기술지원 엔지니어,브레인즈컴퍼니,"['RDB', 'Linux', 'Docker', 'Elasticsearch', 'K8S', 'Kafka', 'Redis', 'Node.js']",0,16,5,10,서울,성동구,70,2024-06-02 20:34:02.155359,https://www.jumpit.co.kr/position/25066,기술지원,Linux
964665,시스템 엔지니어(인프라) 모집,케이아이티밸리,"['Linux', 'Windows Server']",1,483,2,10,서울,금천구,70,2024-06-02 20:34:11.941767,https://www.jumpit.co.kr/position/18915,기술지원,Linux
964668,[STCLab] 기술지원 엔지니어,에스티씨랩,"['Java', 'Docker', 'Linux', 'JavaScript']",4,346,3,15,서울,강남구,70,2024-06-02 20:34:15.320280,https://www.jumpit.co.kr/position/20835,기술지원,Linux
964677,정적분석 SW 기술지원,케이엠에스테크놀로지,"['Java', 'C++', 'C', 'Linux', 'SW']",3,25,0,15,서울,강남구,70,2024-06-02 20:34:27.309860,https://www.jumpit.co.kr/position/25394,기술지원,Linux
964679,[전략사업부] 해외사업팀 해외기술지원 신입/경력 정규직 채용,이글루코퍼레이션,"['Linux', 'Windows']",0,16,0,5,서울,송파구,70,2024-06-02 20:34:29.469886,https://www.jumpit.co.kr/position/25251,기술지원,Linux
964680,OPENSOURCE SW 솔루션 기술지원,케이엠에스테크놀로지,"['Linux', 'SW']",0,3,2,15,서울,강남구,70,2024-06-02 20:34:29.469886,https://www.jumpit.co.kr/position/25391,기술지원,Linux
964681,IT기술지원[Engineer](경력) 채용,모니터랩,"['AZURE', 'Linux', 'GCP', 'Network', 'AWS']",0,15,1,10,서울,구로구,70,2024-06-02 20:34:31.624911,https://www.jumpit.co.kr/position/25643,기술지원,Linux
964684,[코스닥상장사] 보안솔루션 기술 엔지니어,수산아이앤티,"['Linux', 'VPN', 'Network', 'Apache Tomcat', 'Firewall']",3,29,0,8,서울,강남구,70,2024-06-02 20:34:35.949934,https://www.jumpit.co.kr/position/24875,기술지원,Linux
964690,아틀라시안 엔지니어,오픈소스컨설팅,"['Git', 'Linux', 'Confluence', 'Bitbucket', 'Apache Tomcat', 'Jira']",1,16,0,15,서울,강남구,70,2024-06-02 20:34:42.405307,https://www.jumpit.co.kr/position/25446,기술지원,Linux
964693,[울산] 기술지원 엔지니어,인터엑스,"['Linux', 'Network', 'Infra', 'HW']",0,7,0,10,울산,중구,70,2024-06-02 20:34:44.585826,https://www.jumpit.co.kr/position/25855,기술지원,Linux
964703,네트워크 프로토콜 분석 전문가,케이엠에스테크놀로지,"['ethernet', 'Linux', 'Network', 'TCP/IP']",0,4,1,5,서울,강남구,70,2024-06-02 20:34:55.628553,https://www.jumpit.co.kr/position/25390,기술지원,Linux
964709,기술 지원 (Field Application Engineer),딥인사이트,"['C++', 'C', 'Linux']",0,6,1,3,경기,성남시,70,2024-06-02 20:35:01.048814,https://www.jumpit.co.kr/position/25368,기술지원,Linux
964713,Backend Junior Engineer (Python / PHP),코비그룹,"['CSS 3', 'Git', 'Linux', 'MySQL', 'JavaScript', 'HTML5', 'AWS', 'Python', 'Kotlin', 'SQL']",131,6609,0,5,서울,강남구,70,2024-06-02 20:32:46.341489,https://www.jumpit.co.kr/position/5144,서버/백엔드 개발자,MySQL
964714,"Spring Boot, Node.js 백엔드 개발자",씨케이스택,"['MySQL', 'Spring Boot', 'Node.js', 'AWS', 'Python']",226,12016,0,10,경기,성남시,70,2024-06-02 20:32:46.341489,https://www.jumpit.co.kr/position/1622,서버/백엔드 개발자,MySQL
964719,[MiNER] 서버 개발자,마이너,"['REST API', 'AI/인공지능', 'Django', 'GitHub', 'JavaScript', 'MySQL', 'Node.js', 'Apache HTTP Server', 'Flask', 'ExpressJS']",281,8409,0,5,서울,강남구,70,2024-06-02 20:32:47.418489,https://www.jumpit.co.kr/position/8775,서버/백엔드 개발자,MySQL
964721,광고 플랫폼 개발자 (주니어 ~ 팀 리더),11시11분,"['Java', 'Git', 'JavaScript', 'MySQL', 'HTML5', 'Spring Framework', 'Oracle', 'Spring Batch', 'AWS', 'Spring Security']",96,3097,3,15,서울,강남구,70,2024-06-02 20:32:47.418489,https://www.jumpit.co.kr/position/10176,서버/백엔드 개발자,MySQL
964722,"[광고 추천팀] 서버/백엔드 개발자 (경력 3년 미만, 병역특례가능)",버즈빌(허니스크린),"['Golang', 'REST API', 'Elasticsearch', 'GCP', 'MySQL', 'Redis', 'AWS', 'Python', 'Kubernetes']",15,407,0,3,서울,송파구,70,2024-06-02 20:32:47.418489,https://www.jumpit.co.kr/position/24944,서버/백엔드 개발자,MySQL
964724,JAVA 개발자,코보시스,"['Java', 'REST API', 'Linux', 'JSP', 'MySQL', 'Bootstrap', 'Spring Boot', 'Oracle', 'Mybatis']",219,9856,3,15,서울,송파구,70,2024-06-02 20:32:48.499489,https://www.jumpit.co.kr/position/13094,서버/백엔드 개발자,MySQL
964733,Backend 개발(경력 3년 이상),노르마,"['Java', 'Linux', 'Network', 'MySQL', 'MariaDB', 'Spring Boot', 'Oracle']",14,665,3,10,서울,성동구,70,2024-06-02 20:32:49.578508,https://www.jumpit.co.kr/position/24327,서버/백엔드 개발자,MySQL
964736,[셀키] 백엔드 개발자,셀키,"['Java', 'Git', 'Linux', 'MySQL', 'Spring Boot', 'Spring Data JPA']",58,2393,5,15,서울,서초구,70,2024-06-02 20:32:50.659515,https://www.jumpit.co.kr/position/17481,서버/백엔드 개발자,MySQL
964740,[빗썸] 블록체인 서비스 개발,빗썸코리아,"['Java', 'Blockchain', 'MySQL', 'Kafka', 'Redis', 'Spring', 'AWS']",161,3540,1,10,서울,강남구,70,2024-06-02 20:32:50.659515,https://www.jumpit.co.kr/position/20222,서버/백엔드 개발자,MySQL
964741,Back-end Engineer  ( 경력 2~5년 ),액션파워,"['TypeScript', 'RabbitMQ', 'GCP', 'PostgreSQL', 'MySQL', 'Kafka', 'Redis', 'Node.js', 'NestJS', 'Kubernetes']",28,617,2,5,서울,관악구,70,2024-06-02 20:32:50.659515,https://www.jumpit.co.kr/position/23876,서버/백엔드 개발자,MySQL
964742,[웨이브릿지] Back-end Developer (Java/Kotlin),웨이브릿지,"['Hibernate', 'Git', 'Docker', 'PostgreSQL', 'MySQL', 'Spring Boot', 'Bitbucket', 'Gradle', 'AWS', 'Java 8', 'Kotlin']",39,913,2,8,서울,중구,70,2024-06-02 20:32:50.659515,https://www.jumpit.co.kr/position/24146,서버/백엔드 개발자,MySQL
964744,백엔드 개발자,키다리스튜디오,"['Java', 'Git Flow', 'MySQL', 'Spring', 'AWS', 'Kotlin']",128,3174,3,10,서울,성동구,70,2024-06-02 20:32:50.659515,https://www.jumpit.co.kr/position/18846,서버/백엔드 개발자,MySQL
964745,[삼성계열사 씨브이네트] Back-End 서버 개발 상시 채용,씨브이네트,"['Java', 'MySQL', 'MariaDB', 'TCP/IP', 'Spring Boot', 'Node.js', 'Spring', 'Oracle']",107,5945,5,10,서울,송파구,70,2024-06-02 20:32:50.659515,https://www.jumpit.co.kr/position/8492,서버/백엔드 개발자,MySQL
964746,[디어유] 메세징 서비스 개발자 채용,디어유,"['Java', 'REST API', 'NoSql', 'Django', 'MySQL', 'Spring Boot', 'AWS', 'Python', 'Flask']",56,1366,3,7,서울,강남구,70,2024-06-02 20:32:51.752515,https://www.jumpit.co.kr/position/22649,서버/백엔드 개발자,MySQL
964748,백엔드 개발자 채용 (경력 3년이상),모아이스,"['Java', 'NoSql', 'GCP', 'PostgreSQL', 'MySQL', 'Spring Framework', 'AWS', 'Kotlin']",13,203,3,10,서울,동작구,70,2024-06-02 20:32:51.752515,https://www.jumpit.co.kr/position/24513,서버/백엔드 개발자,MySQL
964749,웹 백엔드/개발자 모집,아정네트웍스,"['Java', 'Linux', 'MySQL', 'Spring Boot', 'Apache Tomcat', 'Oracle', 'Spring', 'MSSQL']",52,2075,3,10,서울,강남구,70,2024-06-02 20:32:51.752515,https://www.jumpit.co.kr/position/16504,서버/백엔드 개발자,MySQL
964751,[이노룰스] Java 기반 솔루션 개발 팀원급 모집,이노룰스,"['RDB', 'Spring MVC', 'JSP', 'PostgreSQL', 'JavaScript', 'MySQL', 'Spring Boot', 'Spring', 'DB']",6,109,3,10,서울,송파구,70,2024-06-02 20:32:51.752515,https://www.jumpit.co.kr/position/25443,서버/백엔드 개발자,MySQL
964752,웹서비스 운영관리 시스템 운영/기획/유지보수,메가스터디교육,"['C#', 'Java', 'NoSql', 'Linux', 'JavaScript', 'MySQL', '.NET', 'WPF', 'MSSQL', 'AWS']",12,542,0,4,서울,서초구,70,2024-06-02 20:32:51.752515,https://www.jumpit.co.kr/position/25180,서버/백엔드 개발자,MySQL
964754,백엔드 개발자,셀렉트스타,"['RDB', 'Spring MVC', 'Git', 'MySQL', 'Spring Boot', 'AWS', 'Kotlin']",22,558,1,5,서울,강남구,70,2024-06-02 20:32:52.826067,https://www.jumpit.co.kr/position/24913,서버/백엔드 개발자,MySQL
964755,서버개발(카드사 구독서비스 운영) 담당 채용,브이피(vp),"['Java', 'MySQL', 'MariaDB', 'Oracle']",10,243,3,8,서울,중구,70,2024-06-02 20:32:52.826067,https://www.jumpit.co.kr/position/24385,서버/백엔드 개발자,MySQL
964761,Backend 개발 및 유지보수,위드네트웍스,"['Vue.js', 'CodeIgniter', 'MySQL', 'PHP', 'Node.js']",47,3407,1,3,서울,강서구,70,2024-06-02 20:32:52.826067,https://www.jumpit.co.kr/position/19754,서버/백엔드 개발자,MySQL
964764,서버 개발 (3년 이상),마카롱팩토리,"['Java', 'Git', 'MySQL', 'GraphQL', 'Redis', 'Spring Framework', 'Spring', 'AWS', 'Kotlin', 'Python']",33,772,3,9,경기,성남시,70,2024-06-02 20:32:53.909580,https://www.jumpit.co.kr/position/23989,서버/백엔드 개발자,MySQL
964769,"백엔드 개발자 (대리, 과장급)",유니메오,"['Java', 'REST API', 'Git', 'Linux', 'MySQL', 'MySQL WorkBench', 'Spring Framework', 'Spring Boot', 'Spring']",11,195,5,12,서울,서초구,70,2024-06-02 20:32:54.986196,https://www.jumpit.co.kr/position/24557,서버/백엔드 개발자,MySQL
964770,PHP 웹개발자 채용,캐럿글로벌,"['REST API', 'Linux', 'CodeIgniter', 'MySQL', 'MariaDB', 'PHP', 'Spring', 'Oracle', 'Laravel']",74,3328,2,15,서울,서초구,70,2024-06-02 20:32:54.986196,https://www.jumpit.co.kr/position/2749,서버/백엔드 개발자,MySQL
964772,백엔드 개발자 (경력 3년~5년),테이텀,"['node.js', 'NoSql', 'PostgreSQL', 'MySQL', 'Ansible', 'Go', 'mysql', 'Ruby', 'rabbitmq', 'redis', 'Python']",6,244,3,5,서울,강남구,70,2024-06-02 20:32:54.986196,https://www.jumpit.co.kr/position/24222,서버/백엔드 개발자,MySQL
964773,대한통운 WCS 구축 및 운영,씨제이올리브네트웍스(CJ올리브네트웍스),"['Jenkins', 'C#', 'Vue.js', 'Java', 'jQuery', 'JavaScript', 'MySQL', 'JENNIFER', '.NET', 'Oracle']",20,807,3,10,서울,용산구,70,2024-06-02 20:32:54.986196,https://www.jumpit.co.kr/position/24117,서버/백엔드 개발자,MySQL
964774,Backend Engineer 경력직 모집,메이크스타,"['Jenkins', 'Java', 'GitHub', 'MySQL', 'Spring Framework', 'Redis', 'Spring Boot', 'MongoDB', 'AWS', 'Kubernetes']",62,1331,3,15,서울,강남구,70,2024-06-02 20:32:56.056216,https://www.jumpit.co.kr/position/20039,서버/백엔드 개발자,MySQL
964777,서버개발(이통사 구독서비스 운영) 담당 채용,브이피(vp),"['Java', 'MySQL', 'MariaDB', 'Oracle']",8,213,3,8,서울,중구,70,2024-06-02 20:32:56.056216,https://www.jumpit.co.kr/position/24382,서버/백엔드 개발자,MySQL
964784,[워트 개발팀] Java 백엔드 개발자 모집,워트인텔리전스,"['Java', 'REST API', 'Linux', 'NGINX', 'MySQL', 'Spring Framework', 'Spring', 'AWS', 'Mybatis', 'SQL']",67,3400,5,15,서울,서초구,70,2024-06-02 20:32:57.136247,https://www.jumpit.co.kr/position/6137,서버/백엔드 개발자,MySQL
964786,Cloud Back-End 개발자(주니어),이우소프트,"['TypeScript', 'CSS 3', 'PostgreSQL', 'MySQL', 'HTML5', 'Node.js', 'Mocha', 'NestJS', 'ExpressJS', 'Jest']",11,415,2,5,경기,화성시,70,2024-06-02 20:32:58.225423,https://www.jumpit.co.kr/position/24756,서버/백엔드 개발자,MySQL
964790,미디어로그(LG그룹) SI 개발,미디어로그,"['Java', 'MySQL', 'Spring Boot', 'Oracle']",4,152,3,10,서울,마포구,70,2024-06-02 20:32:58.225423,https://www.jumpit.co.kr/position/25646,서버/백엔드 개발자,MySQL
964791,[빗썸] Back End - 거래소 서비스 개발 (3년 이상),빗썸코리아,"['Jenkins', 'Java', 'MySQL', 'Kafka', 'Redis', 'Spring Boot', 'MongoDB', 'Gradle', 'Oracle', 'Spring Data JPA']",123,5318,3,7,서울,강남구,70,2024-06-02 20:32:59.344434,https://www.jumpit.co.kr/position/8969,서버/백엔드 개발자,MySQL
964792,[광고 추천팀] 서버/백엔드 개발자 (경력 3년 이상),버즈빌(허니스크린),"['Golang', 'REST API', 'Elasticsearch', 'GCP', 'MySQL', 'Redis', 'AWS', 'Python', 'Kubernetes']",14,293,3,15,서울,송파구,70,2024-06-02 20:32:59.344434,https://www.jumpit.co.kr/position/23961,서버/백엔드 개발자,MySQL
964795,[연구개발본부] 웹어플리케이션 백엔드 개발 경력 정규직 채용 (2년 ↑),이글루코퍼레이션,"['REST API', 'Java', 'Docker', 'MySQL', 'Spring Framework', 'MariaDB', 'Spring Boot', 'Spring Data JPA']",4,100,2,7,서울,송파구,70,2024-06-02 20:32:59.344434,https://www.jumpit.co.kr/position/25605,서버/백엔드 개발자,MySQL
964796,백엔드 개발자(자바/코틀린),헤렌,"['Jenkins', 'Java', 'Slack', 'GitHub', 'MySQL', 'MariaDB', 'Notion', 'Spring Boot', 'DataGrip', 'Mybatis', 'Kotlin']",19,793,5,20,서울,성동구,70,2024-06-02 20:32:59.344434,https://www.jumpit.co.kr/position/24495,서버/백엔드 개발자,MySQL
964798,[본사] PHP 풀스택 웹 개발자,잉글리시에그,"['CodeIgniter', 'JavaScript', 'MySQL', 'PHP', 'Laravel', 'AWS']",4,97,0,5,서울,서초구,70,2024-06-02 20:32:59.344434,https://www.jumpit.co.kr/position/25583,서버/백엔드 개발자,MySQL
964799,"[티마트]백엔드 개발자, 웹 개발자 모집",바틀테이스트,"['Jenkins', 'REST API', 'HTML5', 'JavaScript', 'MySQL', 'Spring Boot', 'Python']",12,554,0,10,경기,성남시,70,2024-06-02 20:33:00.428869,https://www.jumpit.co.kr/position/25063,서버/백엔드 개발자,MySQL
964801,[파주] 백엔드 개발자,날개물류,"['Java', 'Hibernate', 'NoSql', 'EDA', 'QueryDSL', 'MySQL', 'Kafka', 'MSA', 'Spring', 'Spring Data JPA', 'AWS']",52,1503,1,15,경기,파주시,70,2024-06-02 20:33:00.428869,https://www.jumpit.co.kr/position/22171,서버/백엔드 개발자,MySQL
964807,플랫폼 개발자 팀장급 채용,트루라이트코리아,"['Figma', 'Git', 'Git Flow', 'Confluence', 'MySQL', 'Spring Boot', 'Jira']",2,191,10,20,서울,강남구,70,2024-06-02 20:33:01.500880,https://www.jumpit.co.kr/position/24150,서버/백엔드 개발자,MySQL
964812,[코스닥상장사] 백엔드 데이터 수집 개발자 채용(2~5년),엑셈,"['Golang', 'Docker', 'Django', 'PostgreSQL', 'SQLite', 'MySQL', 'Kafka', 'Redis', 'Python', 'Flask', 'Kubernetes']",13,345,2,5,서울,강서구,70,2024-06-02 20:33:02.569879,https://www.jumpit.co.kr/position/24572,서버/백엔드 개발자,MySQL
964813,백엔드 개발자 모집(경력 10년이상),와포,"['Java', 'Git', 'Linux', 'PostgreSQL', 'MySQL', 'Spring Framework', 'MongoDB', 'Node.js', 'Python']",18,1081,10,20,서울,서초구,70,2024-06-02 20:33:02.569879,https://www.jumpit.co.kr/position/8908,서버/백엔드 개발자,MySQL
964820,러셀 웹개발자 채용,메가스터디교육,"['Java', 'MySQL', 'Classic ASP', 'Spring Boot', 'Spring', 'MSSQL']",1,89,4,8,서울,서초구,70,2024-06-02 20:33:04.740887,https://www.jumpit.co.kr/position/24805,서버/백엔드 개발자,MySQL
964821,서버/백엔드  경력 개발자,라온로드,"['REST API', 'Java', 'GitHub Pages', 'Docker', 'PostgreSQL', 'GitHub', 'MySQL', 'Go', 'MariaDB', 'TCP/IP', 'Python']",11,703,2,10,경기,성남시,70,2024-06-02 20:33:04.740887,https://www.jumpit.co.kr/position/22545,서버/백엔드 개발자,MySQL
964828,[SaaS Platform 팀] 서버/ 백엔드 개발자 (3년 이상),버즈빌(허니스크린),"['MySQL', 'Go', 'Amazon DynamoDB', 'Python']",26,750,3,15,서울,송파구,70,2024-06-02 20:33:05.836896,https://www.jumpit.co.kr/position/19637,서버/백엔드 개발자,MySQL
964833,서버 파트 부문,비바이노베이션,"['Git', 'Celery', 'Docker', 'Django', 'MySQL', 'Amazon Aurora', 'FastAPI', 'MongoDB', 'AWS', 'Python']",6,97,1,2,서울,강남구,70,2024-06-02 20:33:06.916895,https://www.jumpit.co.kr/position/25133,서버/백엔드 개발자,MySQL
964838,[자율출근] 출퇴근 FREE 백엔드(API) 경력자,오너클랜,"['TypeScript', 'Elasticsearch', 'GraphQL', 'MySQL', 'Go', 'MariaDB', 'Node.js']",10,764,2,10,서울,서초구,70,2024-06-02 20:33:07.999905,https://www.jumpit.co.kr/position/22564,서버/백엔드 개발자,MySQL
964840,[IT] 백엔드 SW개발 (전자차트),덴티움,"['RDB', 'PostgreSQL', 'GraphQL', 'MySQL', 'Node.js', 'AWS', 'NestJS']",0,157,5,9,경기,수원시,70,2024-06-02 20:33:07.999905,https://www.jumpit.co.kr/position/24179,서버/백엔드 개발자,MySQL
964844,백엔드 개발자 (Go),티엔에이치,"['Golang', 'MySQL', 'Go']",17,516,0,9,경기,성남시,70,2024-06-02 20:33:09.067915,https://www.jumpit.co.kr/position/24790,서버/백엔드 개발자,MySQL
964845,[큐샵] 노코드 웹빌더 커머스 플랫폼 백엔드 엔지니어,스퀘어스,"['TypeScript', 'Java', 'Git', 'JavaScript', 'MySQL', 'Redis', 'Node.js', 'AWS', 'Python']",8,434,3,9,서울,중구,70,2024-06-02 20:33:09.067915,https://www.jumpit.co.kr/position/24463,서버/백엔드 개발자,MySQL
964853,[라온시큐어] 오픈소스 서버개발,라온시큐어,"['Java', 'Git', 'Linux', 'Docker', 'MySQL', 'Blockchain', 'JavaScript', 'Spring Framework', 'Spring Boot', 'Visual Studio', 'Gradle']",15,404,10,15,서울,영등포구,70,2024-06-02 20:33:11.228925,https://www.jumpit.co.kr/position/23926,서버/백엔드 개발자,MySQL
964856,백엔드 개발자 채용,인서트,"['Git', 'MySQL', 'FastAPI', 'Node.js', 'AWS', 'Python']",5,338,3,5,서울,서초구,70,2024-06-02 20:33:11.228925,https://www.jumpit.co.kr/position/23688,서버/백엔드 개발자,MySQL
964858,"[빗썸] 규제대응(AML, FDS 등)시스템 B/E 개발자",빗썸코리아,"['Java', 'QueryDSL', 'ELK', 'MySQL', 'Kafka', 'Redis', 'Spring Boot', 'Gradle', 'Oracle', 'Spring Batch', 'Spring Security']",17,411,3,15,서울,강남구,70,2024-06-02 20:33:11.228925,https://www.jumpit.co.kr/position/23790,서버/백엔드 개발자,MySQL
964863,경력직 개발자 채용,제로더,"['Ubuntu', 'Java', 'JavaScript', 'MySQL', 'MariaDB', 'Spring Boot', 'Java 8']",4,188,3,5,서울,성북구,70,2024-06-02 20:33:12.319924,https://www.jumpit.co.kr/position/24729,서버/백엔드 개발자,MySQL
964864,[그린라이트] php 웹 개발자,즐거움을더하다,"['REST API', 'Git', 'Linux', 'PHPCI', 'MySQL', 'MariaDB', 'PHP', 'Node.js', 'AWS']",24,1484,2,10,서울,성동구,70,2024-06-02 20:33:13.407925,https://www.jumpit.co.kr/position/13304,서버/백엔드 개발자,MySQL
964869,[그루비 SaaS 솔루션] 백엔드 개발자(6년 이상),플래티어,"['Java', 'jQuery', 'GitHub', 'JavaScript', 'MySQL', 'Spring Boot', 'MongoDB', 'Spring', 'AWS']",10,285,6,15,서울,송파구,70,2024-06-02 20:33:14.484926,https://www.jumpit.co.kr/position/24316,서버/백엔드 개발자,MySQL
964876,Back-end 개발자 모집,씨티엔에스,"['RDB', 'REST API', 'NoSql', 'PostgreSQL', 'MySQL', 'Node.js', 'Oracle']",14,369,3,10,서울,강남구,70,2024-06-02 20:33:15.558810,https://www.jumpit.co.kr/position/22868,서버/백엔드 개발자,MySQL
964877,클라우드 플랫폼 개발자,엠넥스,"['REST API', 'NGINX', 'MySQL', 'Redis', 'Node.js', 'Apache HTTP Server']",21,1155,1,15,경기,안양시,70,2024-06-02 20:33:15.558810,https://www.jumpit.co.kr/position/1605,서버/백엔드 개발자,MySQL
964881,Backend Engineer,위펀,"['Java', 'QueryDSL', 'MySQL', 'MariaDB', 'Spring Boot']",6,119,3,10,서울,강남구,70,2024-06-02 20:33:15.558810,https://www.jumpit.co.kr/position/25475,서버/백엔드 개발자,MySQL
