,제목,회사명,refine_기술스택,스크랩수,조회수,최소경력,최대경력,주소(시도),주소(시군구),취업축하금,데이터수집일,URL,카테고리,기술스택
470939,Design Verification Engineer/분당R&D,아이디어스투실리콘,"['TCP/IP', 'ASIC', 'Verilog', 'Perl', 'FPGA', 'ethernet', 'Linux', 'Git', 'C']",,21,5,20,경기,성남시,50,2025-08-13 00:41:02.634939,https://www.jumpit.co.kr/position/51486430,HW/임베디드,ethernet
470987,Design Verification Engineer/대구,아이디어스투실리콘,"['TCP/IP', 'ASIC', 'Verilog', 'Perl', 'FPGA', 'ethernet', 'Linux', 'Git', 'C']",,19,5,20,대구,북구,50,2025-08-13 00:41:16.326943,https://www.jumpit.co.kr/position/51486109,HW/임베디드,ethernet
471162,제어SW 엔지니어,아이브,"['C++', 'Git', 'ethernet', 'TCP/IP', 'PLC', 'MES']",1.0,62,1,5,서울,서초구,50,2025-08-13 00:40:39.858235,https://www.jumpit.co.kr/position/51362839,SW/솔루션,ethernet
471340,자율주행 임베디드 SW 엔지니어,에이스웍스코리아,"['Python', 'MCU', 'C', 'FW', 'Embedded', 'ethernet', 'RTOS']",,12,1,7,서울,강남구,50,2025-08-13 00:41:24.302580,https://www.jumpit.co.kr/position/51524521,SW/솔루션,ethernet
471413,Web3 데이터 애널리스트,팀블랙버드,"['Blockchain', 'Git', 'SQL', 'Python', 'Matplotlib', 'Jupyter', 'ethernet', 'GraphQL', 'Google BigQuery']",,29,3,10,서울,강남구,50,2025-08-13 00:40:47.809317,https://www.jumpit.co.kr/position/51449500,블록체인,ethernet
471473,제어SW 엔지니어,아이브,"['C++', 'Git', 'ethernet', 'TCP/IP', 'PLC', 'MES']",1.0,62,1,5,서울,서초구,50,2025-08-13 00:40:39.858235,https://www.jumpit.co.kr/position/51362839,기술지원,ethernet
498026,AI연구개발 소프트웨어(4~6년),글로벌시스템스,"['yolo', 'Python', 'AI/인공지능', 'PyTorch', 'DeepLearning', 'C', 'C++', 'PyQt']",1.0,37,4,6,대전,유성구,50,2025-08-13 00:40:51.227780,https://www.jumpit.co.kr/position/51391297,인공지능/머신러닝,yolo
498065,AI연구개발 소프트웨어(7~9년),글로벌시스템스,"['yolo', 'Python', 'AI/인공지능', 'PyTorch', 'DeepLearning', 'C', 'C++', 'PyQt']",,42,7,9,대전,유성구,50,2025-08-13 00:41:08.337336,https://www.jumpit.co.kr/position/51391482,인공지능/머신러닝,yolo
498106,AI연구개발 소프트웨어/10년↑,글로벌시스템스,"['yolo', 'Python', 'AI/인공지능', 'PyTorch', 'DeepLearning', 'C', 'C++', 'PyQt']",,44,10,20,대전,유성구,50,2025-08-13 00:41:26.579712,https://www.jumpit.co.kr/position/51391500,인공지능/머신러닝,yolo
498764,AI연구개발 소프트웨어(4~6년),글로벌시스템스,"['yolo', 'Python', 'AI/인공지능', 'PyTorch', 'DeepLearning', 'C', 'C++', 'PyQt']",1.0,37,4,6,대전,유성구,50,2025-08-13 00:40:51.227780,https://www.jumpit.co.kr/position/51391297,SW/솔루션,yolo
498827,AI연구개발 소프트웨어(7~9년),글로벌시스템스,"['yolo', 'Python', 'AI/인공지능', 'PyTorch', 'DeepLearning', 'C', 'C++', 'PyQt']",,42,7,9,대전,유성구,50,2025-08-13 00:41:08.337336,https://www.jumpit.co.kr/position/51391482,SW/솔루션,yolo
498909,AI연구개발 소프트웨어/10년↑,글로벌시스템스,"['yolo', 'Python', 'AI/인공지능', 'PyTorch', 'DeepLearning', 'C', 'C++', 'PyQt']",,44,10,20,대전,유성구,50,2025-08-13 00:41:26.579712,https://www.jumpit.co.kr/position/51391500,SW/솔루션,yolo
526087,FW개발 경력(11~15년) 채용,인엘씨테크놀러지,"['HW', 'FW', 'C', 'MCU', 'MATLAB', 'FPGA', 'labview']",,15,11,15,대전,유성구,50,2025-08-13 00:41:11.760360,https://www.jumpit.co.kr/position/51507495,HW/임베디드,labview
526121,FW개발 경력(6~10년) 채용,인엘씨테크놀러지,"['HW', 'FW', 'C', 'MCU', 'MATLAB', 'FPGA', 'labview']",,11,6,10,대전,유성구,50,2025-08-13 00:41:20.893731,https://www.jumpit.co.kr/position/51507481,HW/임베디드,labview
526384,AOP엔지니어링_UE파트 신입연구원 채용,알피니언메디칼시스템,"['SW', 'MATLAB', 'labview', 'Python']",2.0,101,0,0,서울,강서구,50,2025-08-13 00:41:08.337336,https://www.jumpit.co.kr/position/51441110,SW/솔루션,labview
526430,SW개발 경력(Labview) 채용,에이스웍스코리아,"['labview', 'SW']",,27,3,10,서울,강남구,50,2025-08-13 00:41:18.643992,https://www.jumpit.co.kr/position/51448642,SW/솔루션,labview
526462,자동화 소프트웨어 엔지니어 채용,액스비스,"['C', 'C++', 'C#', 'Python', 'labview', 'PLC', '.NET', 'Mfc', 'OpenCV', 'HALCON']",,5,4,15,대전,유성구,50,2025-08-13 00:41:25.460211,https://www.jumpit.co.kr/position/51528618,SW/솔루션,labview
526469,AOP엔지니어링_UE파트 경력연구원 채용,알피니언메디칼시스템,"['SW', 'MATLAB', 'labview', 'Python']",1.0,27,1,10,서울,강서구,50,2025-08-13 00:41:27.694945,https://www.jumpit.co.kr/position/51441116,SW/솔루션,labview
535850,웹 개발자 채용[신입],건강누리,"['Uniform CSS', 'JavaScript', 'HTML5']",7.0,601,0,0,서울,영등포구,50,2025-08-13 00:39:55.263276,https://www.jumpit.co.kr/position/51440614,프론트엔드 개발자,Uniform CSS
535875,웹 개발자 채용[대리],건강누리,"['JavaScript', 'HTML5', 'Uniform CSS']",2.0,114,1,5,서울,영등포구,50,2025-08-13 00:40:02.117816,https://www.jumpit.co.kr/position/51440631,프론트엔드 개발자,Uniform CSS
535942,웹 개발자 채용[과장],건강누리,"['JavaScript', 'HTML5', 'Uniform CSS']",1.0,47,6,12,서울,영등포구,50,2025-08-13 00:40:31.812404,https://www.jumpit.co.kr/position/51440643,프론트엔드 개발자,Uniform CSS
537381,웹 개발자 채용[신입],건강누리,"['Uniform CSS', 'JavaScript', 'HTML5']",7.0,601,0,0,서울,영등포구,50,2025-08-13 00:39:55.263276,https://www.jumpit.co.kr/position/51440614,프론트엔드 개발자,JavaScript
537384,프론트엔드 개발자,헬스커넥트,"['React', 'Next.js', 'JavaScript', 'TypeScript']",10.0,352,1,5,서울,강서구,50,2025-08-13 00:39:55.263276,https://www.jumpit.co.kr/position/51432159,프론트엔드 개발자,JavaScript
537385,프론트엔드(React 기반 Cloud 서비스),메디트,"['HTML5', 'CSS 3', 'React', 'React D3 Library', 'JavaScript', 'Spark Framework']",10.0,216,3,15,서울,영등포구,50,2025-08-13 00:39:55.263276,https://www.jumpit.co.kr/position/51409893,프론트엔드 개발자,JavaScript
537386,프런트 개발 경력직 채용,인공지능팩토리,"['HTML5', 'CSS 3', 'JavaScript', 'React', 'Next.js']",6.0,349,1,5,서울,중구,50,2025-08-13 00:39:55.263276,https://www.jumpit.co.kr/position/51294231,프론트엔드 개발자,JavaScript
537387,국제 물류시스템 프론트엔드 개발 신입,에이엘로지스틱스,"['JavaScript', 'HTML5', 'CSS 3']",15.0,504,0,0,서울,,50,2025-08-13 00:39:56.417561,https://www.jumpit.co.kr/position/51394756,프론트엔드 개발자,JavaScript
537389,[연구개발실] Vue.js개발 경력직 채용,한국비즈넷,"['Vue.js', 'React', 'JavaScript', 'Spring Boot', 'Nexacro', 'Tibero', 'MSSQL']",5.0,156,2,5,서울,구로구,50,2025-08-13 00:39:56.417561,https://www.jumpit.co.kr/position/51472162,프론트엔드 개발자,JavaScript
537391,웹·앱 개발자 모집,트러스트,"['React', 'Vue.js', 'HTML5', 'CSS 3', 'JavaScript', 'Node.js', 'Java', 'Python', 'Spring', 'Django']",9.0,282,0,0,경기,성남시,50,2025-08-13 00:39:57.547408,https://www.jumpit.co.kr/position/51465131,프론트엔드 개발자,JavaScript
537392,프론트엔드 개발 경력 (2~5년),텐빌리언,"['JavaScript', 'HTML5']",4.0,197,2,5,서울,구로구,50,2025-08-13 00:39:57.547408,https://www.jumpit.co.kr/position/51311934,프론트엔드 개발자,JavaScript
537393,홈페이지 유지보수 신입채용,엘리펀트키즈에듀테인먼트,"['Java', 'JavaScript', 'JSP']",5.0,448,0,0,인천,계양구,50,2025-08-13 00:39:57.547408,https://www.jumpit.co.kr/position/51431652,프론트엔드 개발자,JavaScript
537395,이커머스 플랫폼 개발자 (경력직),플래티어,"['Oracle', 'JavaScript', 'NoSql', 'Java', 'HTML5', 'Spring', 'MySQL', 'jQuery', 'Vue.js', 'JSP']",3.0,212,2,20,서울,송파구,50,2025-08-13 00:39:58.705653,https://www.jumpit.co.kr/position/51429421,프론트엔드 개발자,JavaScript
537398,SW 개발자 채용 (FrontEnd),쓰리아이,"['Git', 'React.js Boilerplate', 'Vue.js', 'JavaScript', 'TypeScript', 'OneSaas']",3.0,138,4,20,서울,강남구,50,2025-08-13 00:39:58.705653,https://www.jumpit.co.kr/position/51304713,프론트엔드 개발자,JavaScript
537402,프론트엔드 엔지니어 채용,한국딥러닝,"['JavaScript', 'React', 'Next.js']",1.0,72,3,6,서울,서초구,50,2025-08-13 00:39:59.848592,https://www.jumpit.co.kr/position/51451961,프론트엔드 개발자,JavaScript
537403,[boundary] 프론트엔드 개발자 모집,인베스티,"['JavaScript', 'TypeScript', 'GitHub', 'Next.js', 'Tailwind CSS', 'Figma']",1.0,83,4,20,서울,성동구,50,2025-08-13 00:40:00.977552,https://www.jumpit.co.kr/position/51428097,프론트엔드 개발자,JavaScript
537406,웹 개발자 채용[대리],건강누리,"['JavaScript', 'HTML5', 'Uniform CSS']",2.0,114,1,5,서울,영등포구,50,2025-08-13 00:40:02.117816,https://www.jumpit.co.kr/position/51440631,프론트엔드 개발자,JavaScript
537407,Frontend Engineer,호패,"['TypeScript', 'JavaScript', 'React', 'Expo', 'Next.js', 'SCSS', 'TailwindCSS', 'REST API', 'Git', 'Google Analytics']",2.0,152,3,10,서울,강남구,50,2025-08-13 00:40:02.117816,https://www.jumpit.co.kr/position/51357947,프론트엔드 개발자,JavaScript
537409,[딜버] 프론트 개발자 채용,더원인터내셔널,"['REST API', 'JavaScript', 'jQuery', 'React', 'Vue.js', 'PHP']",1.0,100,1,3,부산,해운대구,50,2025-08-13 00:40:02.117816,https://www.jumpit.co.kr/position/51466537,프론트엔드 개발자,JavaScript
537410,프론트엔드 개발자 채용,네일톡톡,"['JavaScript', 'TypeScript', 'REST API', 'Git', 'GitHub']",4.0,200,2,20,경기,안양시,50,2025-08-13 00:40:02.117816,https://www.jumpit.co.kr/position/51394415,프론트엔드 개발자,JavaScript
537413,프론트엔드 엔지니어 채용,유니아이,"['Git', 'REST API', 'HTML5', 'React', 'JavaScript', 'TypeScript', 'Next.js', 'Router', 'Webpack', 'Vite']",1.0,164,3,5,대전,유성구,50,2025-08-13 00:40:03.244107,https://www.jumpit.co.kr/position/51345619,프론트엔드 개발자,JavaScript
537416,[boundary] 백엔드 개발자 모집,인베스티,"['JavaScript', 'TypeScript', 'GitHub', 'Next.js', 'Tailwind CSS', 'Figma']",1.0,57,4,20,서울,성동구,50,2025-08-13 00:40:04.378737,https://www.jumpit.co.kr/position/51428310,프론트엔드 개발자,JavaScript
537418,프론트엔드 개발자 (3년~5년),퍼퓸그라피,"['React', 'Node.js', 'HTML5', 'CSS 3', 'JavaScript', 'jQuery', 'TypeScript', 'PHP', 'Shopify', 'Figma']",2.0,94,3,5,서울,종로구,50,2025-08-13 00:40:05.504134,https://www.jumpit.co.kr/position/51431830,프론트엔드 개발자,JavaScript
537419,홈페이지 유지보수 경력(1~3년),엘리펀트키즈에듀테인먼트,"['Java', 'JavaScript', 'JSP']",4.0,127,1,3,인천,계양구,50,2025-08-13 00:40:05.504134,https://www.jumpit.co.kr/position/51431710,프론트엔드 개발자,JavaScript
537420,JavaScript 프론드엔드 개발자 채용,서울거래,"['Java', 'HTML5', 'CSS 3', 'jQuery', 'Django', 'Python', 'AWS', 'REST API', 'JavaScript']",5.0,252,3,20,서울,영등포구,50,2025-08-13 00:40:05.504134,https://www.jumpit.co.kr/position/51371060,프론트엔드 개발자,JavaScript
537422,SW 웹( FrontEnd ) 개발자 (2년~3년),법틀,"['Python', 'Django', 'React', 'Next.js', 'TypeScript', 'JavaScript', 'React Query', 'SW']",2.0,60,2,3,서울,성동구,50,2025-08-13 00:40:06.620952,https://www.jumpit.co.kr/position/51489234,프론트엔드 개발자,JavaScript
537424,데이터 분석 플랫폼 개발자(경력 6~10년),엠로,"['Java', 'Spring Framework', 'JavaScript', 'Python']",1.0,89,6,10,서울,영등포구,50,2025-08-13 00:40:07.754805,https://www.jumpit.co.kr/position/51317113,프론트엔드 개발자,JavaScript
