,제목,회사명,refine_기술스택,스크랩수,조회수,최소경력,최대경력,주소(시도),주소(시군구),취업축하금,데이터수집일,카테고리,기술스택
1871474,[뮤직플랫폼FLO] Frontend 개발자(Core&New Biz),드림어스컴퍼니,"['JavaScript', 'TypeScript', 'React', 'Vue.js', 'Nuxt.js', 'GitHub', 'Jira', 'Confluence', 'Figma']",3,273,5,12,서울,서초구,70,2024-01-02 00:10:49.375296,프론트엔드 개발자,Nuxt.js
1871519,Frontend Engineer 경력직 모집,메이크스타,"['Nuxt.js', 'vuex', 'Webpack', 'Storybook', 'Bootstrap', 'Kubernetes', 'Git', 'React']",4,171,3,15,서울,강남구,70,2024-01-02 00:11:12.381593,프론트엔드 개발자,Nuxt.js
1871564,프론트엔드 개발자,에스디티,"['Vue.js', 'Nuxt.js', 'JavaScript', 'React', 'CSS 3', 'HTML5', 'ES6', 'Git', 'Next.js', 'TypeScript']",1,66,5,8,서울,강남구,70,2024-01-02 00:11:45.348492,프론트엔드 개발자,Nuxt.js
1873405,프론트엔드 개발(NILE 플랫폼),위메이드,"['React', 'JavaScript', 'Nuxt.js', 'Next.js', 'Jest', 'TypeScript', 'HTML5', 'CSS 3', 'Vue.js', 'AngularJS']",8,234,3,10,경기,성남시,70,2024-01-02 00:10:21.064382,블록체인,Nuxt.js
1874217,웹 프론트엔드 (React) 개발자 (광교중앙역 근무),에듀이엔브이,"['React', 'JavaScript', 'TypeScript', 'Redux', 'HTML5', 'CSS 3', 'Emotion', 'Bootstrap', 'WebSocket', 'Webpack', 'Yarn']",6,290,1,5,경기,수원시,70,2024-01-02 00:10:23.396800,프론트엔드 개발자,Yarn
1874302,Sr. Frontend Engineer,에이아이트릭스,"['TypeScript', 'React', 'Next.js', 'React Query', 'Recoil', 'Zustand', 'Webpack', 'Yarn']",2,103,5,10,서울,서초구,70,2024-01-02 00:11:10.064599,프론트엔드 개발자,Yarn
1874364,Frontend Engineer · AI Platform,루닛,"['HTML5', 'CSS 3', 'JavaScript', 'TypeScript', 'Next.js', 'Yarn', 'Webpack', 'Parcel', 'Jest', 'Cypress']",5,182,3,7,서울,강남구,70,2024-01-02 00:11:53.286951,프론트엔드 개발자,Yarn
1874369,Senior Frontend Engineer,타이드스퀘어,"['React', 'TypeScript', 'Emotion', 'React Query', 'Protobuf', 'GraphQL', 'Git', 'Gerrit Code Review', 'Create React App', 'Yarn']",1,171,5,20,서울,중구,70,2024-01-02 00:11:57.853253,프론트엔드 개발자,Yarn
1877008,앱 프론트엔드 (경력 3년 이상 필수) / React native,패니지먼트,"['React', 'Create React Native App', 'TypeScript', 'ES6', 'JavaScript', 'HTML5', 'CSS 3', 'Redux', 'React Native', 'REST API']",15,1017,3,5,서울,영등포구,70,2024-01-02 00:10:24.510406,프론트엔드 개발자,Create React Native App
1877570,"App Engineer (React Native, 차량 구독 서비스)",42dot,"['Create React Native App', 'HTML5', 'CSS 3', 'React Native']",2,148,5,15,서울,강남구,70,2024-01-02 00:11:14.593705,크로스플랫폼 앱개발자,Create React Native App
1879800,[월급쟁이부자들] 리액트 네이티브 엔지니어(RN),월급쟁이부자들,"['React', 'React Native', 'JavaScript', 'TypeScript', 'Redux', 'styled-components', 'Emotion', 'React Query', 'ESLint', 'Prettier']",12,262,2,25,서울,서초구,70,2024-01-02 00:10:26.802624,프론트엔드 개발자,ESLint
1880335,[월급쟁이부자들] 리액트 네이티브 엔지니어(RN),월급쟁이부자들,"['React', 'React Native', 'JavaScript', 'TypeScript', 'Redux', 'styled-components', 'Emotion', 'React Query', 'ESLint', 'Prettier']",12,262,2,25,서울,서초구,70,2024-01-02 00:10:26.802624,크로스플랫폼 앱개발자,ESLint
1882588,[월급쟁이부자들] 리액트 네이티브 엔지니어(RN),월급쟁이부자들,"['React', 'React Native', 'JavaScript', 'TypeScript', 'Redux', 'styled-components', 'Emotion', 'React Query', 'ESLint', 'Prettier']",12,262,2,25,서울,서초구,70,2024-01-02 00:10:26.802624,프론트엔드 개발자,Prettier
1883123,[월급쟁이부자들] 리액트 네이티브 엔지니어(RN),월급쟁이부자들,"['React', 'React Native', 'JavaScript', 'TypeScript', 'Redux', 'styled-components', 'Emotion', 'React Query', 'ESLint', 'Prettier']",12,262,2,25,서울,서초구,70,2024-01-02 00:10:26.802624,크로스플랫폼 앱개발자,Prettier
1885387,디지털트윈 솔루션 Unreal 엔진 프론트엔드 경력 개발자,휴비즈아이씨티,"['C#', 'Unity', 'Unreal Engine', 'SW', 'C++', '.NET', 'Mfc']",2,202,3,20,서울,강남구,70,2024-01-02 00:10:30.220033,프론트엔드 개발자,Unreal Engine
1885948,게임클라이언트,이스트게임즈,"['C++', 'Unity', 'Unreal Engine', 'Swift', 'Objective-C', 'Kotlin', 'Java', 'JavaScript']",48,3839,0,20,서울,서초구,70,2024-01-02 00:09:42.365476,게임 클라이언트 개발자,Unreal Engine
1885950,Unreal 클라이언트 개발자 채용(신입/경력),네비웍스,"['Unreal Engine', 'C++']",7,433,0,10,경기,안양시,70,2024-01-02 00:10:00.589561,게임 클라이언트 개발자,Unreal Engine
1885951,언리얼엔진 클라이언트 개발자,버들,"['C++', 'Unreal Engine', 'Blockchain']",11,990,0,15,서울,강남구,70,2024-01-02 00:10:07.408654,게임 클라이언트 개발자,Unreal Engine
1885953,[곰앤컴퍼니 관계사] 유니티/언리얼 클라이언트 채용(경력),코드스토리,"['C++', 'Unreal Engine', 'AWS', 'Unity', 'C#']",15,1337,2,10,서울,구로구,70,2024-01-02 00:10:24.510406,게임 클라이언트 개발자,Unreal Engine
1885962,언리얼 개발자,소울엑스,"['Unreal Engine', 'C++']",6,659,3,5,서울,강남구,70,2024-01-02 00:11:08.948495,게임 클라이언트 개발자,Unreal Engine
1885964,게임 클라이언트/서버 개발 경력자 채용 (대규모 게임 개발 경력자),리랩,"['Unity', 'Unreal Engine', 'C#', 'C++', 'Python']",1,75,3,10,대전,유성구,70,2024-01-02 00:11:26.019346,게임 클라이언트 개발자,Unreal Engine
1885968,테크니컬 UX 리드,일렉트로닉아츠코리아,"['Python', 'Adobe Photoshop', 'Unity', 'Unreal Engine', 'Perforce']",0,16,7,20,서울,강남구,70,2024-01-02 00:11:51.028020,게임 클라이언트 개발자,Unreal Engine
1885971,[골프존] 클라이언트 개발 (엔진-물리),골프존,['Unreal Engine'],1,58,3,8,서울,강남구,70,2024-01-02 00:11:58.974428,게임 클라이언트 개발자,Unreal Engine
1885972,[골프존] 클라이언트 개발 (엔진-그래픽스),골프존,"['DirectX', 'Vulcan', 'Unreal Engine']",0,37,3,8,서울,강남구,70,2024-01-02 00:12:04.711432,게임 클라이언트 개발자,Unreal Engine
1885980,게임 클라이언트/서버 개발 경력자 채용 (대규모 게임 개발 경력자),리랩,"['Unity', 'Unreal Engine', 'C#', 'C++', 'Python']",1,75,3,10,대전,유성구,70,2024-01-02 00:11:26.019346,게임 서버 개발자,Unreal Engine
1886607,테크니컬 UX 리드,일렉트로닉아츠코리아,"['Python', 'Adobe Photoshop', 'Unity', 'Unreal Engine', 'Perforce']",0,16,7,20,서울,강남구,70,2024-01-02 00:11:51.028020,개발 PM,Unreal Engine
1886608,SW기술연구소 경력사원 채용,애니메디솔루션,"['C', 'C++', 'JavaScript', 'three.js', 'BabylonJS', 'Unity', 'Unreal Engine', 'SW', 'Android OS', 'iOS']",2,75,5,10,서울,송파구,70,2024-01-02 00:11:52.139497,개발 PM,Unreal Engine
1886827,뉴미디어 컨텐츠 개발자,아이엠파인,"['Unity', 'C#', 'Git', 'Unreal Engine', 'C++']",19,1490,0,8,서울,마포구,70,2024-01-02 00:09:54.854179,SW/솔루션,Unreal Engine
1886831,Unreal 클라이언트 개발자 채용(신입/경력),네비웍스,"['Unreal Engine', 'C++']",7,433,0,10,경기,안양시,70,2024-01-02 00:10:00.589561,SW/솔루션,Unreal Engine
1886885,디지털트윈 솔루션 Unreal 엔진 프론트엔드 경력 개발자,휴비즈아이씨티,"['C#', 'Unity', 'Unreal Engine', 'SW', 'C++', '.NET', 'Mfc']",2,202,3,20,서울,강남구,70,2024-01-02 00:10:30.220033,SW/솔루션,Unreal Engine
1886939,디지털 트윈 제작을 위한 Unity 3D 개발자,다임리서치,"['Unity', 'Unreal Engine', 'C#', '.NET', 'C++', 'PostgreSQL', 'Confluence', 'ASP.NET', '3D Rendering', 'Jira']",0,85,2,7,서울,서초구,70,2024-01-02 00:10:55.185900,SW/솔루션,Unreal Engine
1886996,디지털 트윈 제작을 위한 Unity 3D 모델러,다임리서치,"['Unity', 'Unreal Engine', 'C#', '.NET', 'C++', 'PostgreSQL', 'Confluence', 'ASP.NET', '3D Rendering', 'Jira']",0,43,2,7,서울,서초구,70,2024-01-02 00:11:15.713648,SW/솔루션,Unreal Engine
1887129,SW기술연구소 경력사원 채용,애니메디솔루션,"['C', 'C++', 'JavaScript', 'three.js', 'BabylonJS', 'Unity', 'Unreal Engine', 'SW', 'Android OS', 'iOS']",2,75,5,10,서울,송파구,70,2024-01-02 00:11:52.139497,SW/솔루션,Unreal Engine
1887299,소프트웨어 개발 경력직 채용,에프엠,"['C++', 'Python', 'Unity', 'Unreal Engine']",0,18,3,10,충북,청주시,70,2024-01-02 00:12:27.296797,SW/솔루션,Unreal Engine
1887319,"3D 모델러(배경) (Unity, Unreal Engine, 3D MAX, Zbrush)",이에이트,"['3D Rendering', '3D Volume Rendering', 'Unity', 'Unreal Engine', 'GitHub']",2,161,0,3,서울,송파구,70,2024-01-02 00:09:48.022316,VR/AR/3D,Unreal Engine
1887325,unreal 엔진 기반 AR 개발자,몽타미디어,"['Unreal Engine', 'AR', 'VR']",6,639,0,10,서울,마포구,70,2024-01-02 00:10:54.014728,VR/AR/3D,Unreal Engine
1887326,디지털 트윈 제작을 위한 Unity 3D 개발자,다임리서치,"['Unity', 'Unreal Engine', 'C#', '.NET', 'C++', 'PostgreSQL', 'Confluence', 'ASP.NET', '3D Rendering', 'Jira']",0,85,2,7,서울,서초구,70,2024-01-02 00:10:55.185900,VR/AR/3D,Unreal Engine
1887328,언리얼 개발자,소울엑스,"['Unreal Engine', 'C++']",6,659,3,5,서울,강남구,70,2024-01-02 00:11:08.948495,VR/AR/3D,Unreal Engine
1887330,3D 프로그래밍 직원 모집,비솔,"['C++', 'DirectX', 'Unreal Engine', '3D Rendering']",0,313,5,20,서울,금천구,70,2024-01-02 00:11:16.874262,VR/AR/3D,Unreal Engine
1887333,언리얼엔진 개발자,이노시뮬레이션,['Unreal Engine'],0,212,5,15,서울,강서구,70,2024-01-02 00:11:46.507465,VR/AR/3D,Unreal Engine
1887341,언리얼엔진 클라이언트 개발자,버들,"['C++', 'Unreal Engine', 'Blockchain']",11,990,0,15,서울,강남구,70,2024-01-02 00:10:07.408654,블록체인,Unreal Engine
1887440,[위메이드XR - Legend of YMIR] 테크니컬 아티스트(TA),위메이드,['Unreal Engine'],0,24,3,10,경기,성남시,70,2024-01-02 00:11:55.571503,기술지원,Unreal Engine
1888175,디지털트윈 솔루션 Unreal 엔진 프론트엔드 경력 개발자,휴비즈아이씨티,"['C#', 'Unity', 'Unreal Engine', 'SW', 'C++', '.NET', 'Mfc']",2,202,3,20,서울,강남구,70,2024-01-02 00:10:30.220033,프론트엔드 개발자,Mfc
1888755,클라이언트 개발자 모집,지니언스,"['C', 'C++', 'Linux', 'macOS', 'Windows', 'Objective-C', 'Golang', 'Mfc', 'Python']",6,257,3,10,경기,안양시,70,2024-01-02 00:11:47.655894,게임 클라이언트 개발자,Mfc
1888895,연구소 AI / C++ 개발자 채용,다누시스,"['C++', 'Python', 'OpenCV', 'Mfc', 'MariaDB', 'TensorFlow', 'PyTorch']",25,1283,0,10,경기,광명시,70,2024-01-02 00:09:50.251522,인공지능/머신러닝,Mfc
1889012,머신비전 개발자 채용,로드텍,"['C++', 'Mfc', 'OpenCV']",6,260,4,20,경기,안산시,70,2024-01-02 00:11:39.676692,인공지능/머신러닝,Mfc
1889452,임베디드 리눅스SW개발자,카비,"['Embedded Linux', 'Mfc', 'C', 'C#', 'SW', 'Ubuntu', 'Linux']",1,337,5,15,서울,금천구,70,2024-01-02 00:11:06.515459,HW/임베디드,Mfc
1889512,[반도체 부품] 연구소 회로설계 경력직 채용,엠케이피,"['Mfc', 'FW', 'C++', 'C#']",1,167,5,10,경기,화성시,70,2024-01-02 00:11:54.403733,HW/임베디드,Mfc
1889593,임베디드 S/W 개발,오케이포스,"['C', 'C++', 'Mfc', 'Embedded', 'Embedded Linux', 'FW']",1,42,5,10,서울,금천구,70,2024-01-02 00:12:26.130923,HW/임베디드,Mfc
1889625,윈도우 응용 프로그래머(C++),네비웍스,"['C', 'C++', 'C#', 'TCP/IP', 'GUI', 'Mfc']",23,893,0,15,경기,안양시,70,2024-01-02 00:10:06.254319,SW/솔루션,Mfc
1889641,PC 제어(시스템제어팀),쎄크,"['C++', 'Mfc', 'SW', 'Embedded', 'C']",4,643,0,10,경기,수원시,70,2024-01-02 00:10:15.417443,SW/솔루션,Mfc
1889670,윈도우즈  프로그래머,파이,"['C++', 'C#', 'Mfc', 'OpenCV', 'REST API', 'MySQL']",9,1148,0,1,경기,수원시,70,2024-01-02 00:10:30.220033,SW/솔루션,Mfc
1889673,디지털트윈 솔루션 Unreal 엔진 프론트엔드 경력 개발자,휴비즈아이씨티,"['C#', 'Unity', 'Unreal Engine', 'SW', 'C++', '.NET', 'Mfc']",2,202,3,20,서울,강남구,70,2024-01-02 00:10:30.220033,SW/솔루션,Mfc
1889681,제어팀 응용 SW 개발 신입 모집,이엘피,"['SW', 'Visual Studio', 'Mfc', 'C#']",1,45,0,4,경기,화성시,70,2024-01-02 00:10:33.611425,SW/솔루션,Mfc
1889705,"기술연구소 개발자 채용_머신비전,알고리즘 영상처리개발",펨트론,"['C#', 'C++', 'Mfc', 'MachineLearning', 'SW']",8,438,0,10,서울,금천구,70,2024-01-02 00:10:43.765736,SW/솔루션,Mfc
1889719,SW/솔루션 경력 채용,라온솔루션,"['SW', 'Windows', 'C', 'C#', 'C++', 'Java', 'Linux', 'FW', 'Mfc', 'Embedded']",1,318,2,5,경기,성남시,70,2024-01-02 00:10:48.256130,SW/솔루션,Mfc
1889720,머신비전 SW 개발자,신룡,"['Mfc', 'C++', 'OpenCV', 'SW', 'Windows', 'Visual Studio']",8,725,0,10,경기,화성시,70,2024-01-02 00:10:48.256130,SW/솔루션,Mfc
1889734,S/W 설계 경력 채용,알에프메디컬,"['RTOS', 'C', 'C++', 'C#', 'Mfc', 'Windows', 'Android OS', 'SW', 'Visual C++']",1,269,2,15,서울,금천구,70,2024-01-02 00:10:57.449601,SW/솔루션,Mfc
1889743,기술연구소 개발자 채용_Window 응용개발,펨트론,"['.NET', 'OpenGL', 'MySQL', 'MSSQL', 'TCP/IP', 'C', 'C++', 'C#', 'Mfc']",11,711,0,10,서울,금천구,70,2024-01-02 00:11:00.839858,SW/솔루션,Mfc
1889746,Software Engineer,이마고웍스,"['C++', 'TypeScript', 'Qt', 'DICOM', 'Mfc', 'WPF', 'SW', 'JavaScript']",1,58,0,7,서울,강남구,70,2024-01-02 00:11:00.839858,SW/솔루션,Mfc
1889758,임베디드 리눅스SW개발자,카비,"['Embedded Linux', 'Mfc', 'C', 'C#', 'SW', 'Ubuntu', 'Linux']",1,337,5,15,서울,금천구,70,2024-01-02 00:11:06.515459,SW/솔루션,Mfc
1889762,윈도우(Windows) 보안프로그램 개발,파수,"['C', 'C++', 'Windows', 'Mfc']",8,255,2,10,서울,마포구,70,2024-01-02 00:11:08.948495,SW/솔루션,Mfc
1889766,연구소 SW 개발자(연구원) 신입 모집,이엘피,"['SW', 'Visual Studio', 'Mfc', 'C#']",1,32,0,4,경기,화성시,70,2024-01-02 00:11:10.064599,SW/솔루션,Mfc
1889777,SW 개발자,라온시스템즈,"['C++', 'C#', 'Mfc', 'DB', 'WPF', 'SW', 'Network', 'SQL']",9,500,0,5,경기,군포시,70,2024-01-02 00:11:13.491025,SW/솔루션,Mfc
1889788,보안검색장비 소프트웨어 설계 사원 채용,에스에스티랩,"['Visual Studio', 'Visual C++', 'Mfc']",0,43,0,10,경기,성남시,70,2024-01-02 00:11:16.874262,SW/솔루션,Mfc
1889793,공정 자동화 SW 개발자,슈프리마,"['SW', 'C', 'C++', 'Mfc', 'Python']",5,212,3,15,경기,성남시,70,2024-01-02 00:11:18.036389,SW/솔루션,Mfc
1889806,2차전지 검사기 개발자 (광교근무),아이비젼웍스,"['C++', 'Mfc', 'OpenCV', 'SW']",1,158,7,15,경기,용인시,70,2024-01-02 00:11:21.469096,SW/솔루션,Mfc
1889810,연구소 비전 검사 장비 SW 개발자 신입 모집,이엘피,"['HW', 'SW', 'Visual C++', 'Mfc', 'C#', 'Git']",0,23,0,5,경기,화성시,70,2024-01-02 00:11:21.469096,SW/솔루션,Mfc
1889828,POS S/W 개발자 채용(Senior),오케이포스,"['Windows', 'Mfc', 'C#', 'WPF', 'MSSQL', 'PostgreSQL', 'MySQL']",4,260,5,10,서울,강남구,70,2024-01-02 00:11:26.019346,SW/솔루션,Mfc
1889835,기술연구소 개발자 채용_자동화설비 PC모션제어,펨트론,"['C#', 'C++', 'Mfc', '.NET', 'WPF']",3,531,0,10,서울,금천구,70,2024-01-02 00:11:29.455575,SW/솔루션,Mfc
1889851,열화상카메라 운영 SW 설계 및 개발,삼양옵틱스,"['C', 'C++', 'Java', 'Mfc', 'OpenCV', 'MSSQL']",2,130,5,15,서울,영등포구,70,2024-01-02 00:11:33.995486,SW/솔루션,Mfc
1889860,윈도우 응용 프로그램 개발자,체크멀,"['Visual Studio', 'Mfc', 'C', 'C++']",18,1090,6,12,경기,용인시,70,2024-01-02 00:11:36.275422,SW/솔루션,Mfc
1889866,SW 솔루션 경력직원 채용,휴비스,"['Qt', 'C#', 'C', 'C++', 'Mfc']",6,677,4,15,대전,유성구,70,2024-01-02 00:11:37.390563,SW/솔루션,Mfc
1889867,2차전지 검사기 개발자 (천안근무),아이비젼웍스,"['C++', 'Mfc']",2,179,2,10,충남,천안시,70,2024-01-02 00:11:38.499506,SW/솔루션,Mfc
1889874,머신비전 개발자 채용,로드텍,"['C++', 'Mfc', 'OpenCV']",6,260,4,20,경기,안산시,70,2024-01-02 00:11:39.676692,SW/솔루션,Mfc
1889878,[루미르] Embedded Software 개발,루미르,"['C++', 'Embedded', 'C', 'Mfc', 'Java', 'Python', 'C#']",11,1065,0,15,경기,용인시,70,2024-01-02 00:11:41.976717,SW/솔루션,Mfc
1889897,응용 SW 개발,바텍,"['SW', 'Windows', 'Mfc', 'Qt', 'OpenGL']",3,308,0,10,경기,화성시,70,2024-01-02 00:11:45.348492,SW/솔루션,Mfc
1889918,소프트웨어개발팀 응용 프로그램 개발자,제이피아이헬스케어,"['C', 'C++', 'Mfc', 'C#', 'WPF', 'AccessOwl', 'HW', 'DICOM', 'MySQL']",2,89,4,10,서울,구로구,70,2024-01-02 00:11:52.139497,SW/솔루션,Mfc
1889920,소프트웨어 개발자,토페스,"['C#', 'C++', 'Java', 'Mfc', 'Python', 'SW']",3,553,5,7,경기,남양주시,70,2024-01-02 00:11:52.139497,SW/솔루션,Mfc
1889926,제어설계(PC) 분야,태하,"['SW', 'C', 'C#', 'C++', 'Mfc', 'MES', 'SQL', 'Windows', 'Linux']",2,332,5,10,경기,남양주시,70,2024-01-02 00:11:54.403733,SW/솔루션,Mfc
1889936,연구소 영상처리 개발 경력 모집,이엘피,"['Mfc', 'OpenCV', 'Git', 'Visual Studio', 'C++', 'C#']",0,17,5,10,경기,화성시,70,2024-01-02 00:11:56.686459,SW/솔루션,Mfc
1889968,제어팀 응용 SW 개발 경력 모집,이엘피,"['SW', 'Visual Studio', 'Mfc', 'C#']",1,52,5,20,경기,화성시,70,2024-01-02 00:12:03.542260,SW/솔루션,Mfc
1889971,SW/솔루션 개발자 경력 채용,네오아이씨피,"['C', 'C++', 'Mfc', 'Linux', 'GUI']",7,256,2,15,경기,화성시,70,2024-01-02 00:12:03.542260,SW/솔루션,Mfc
1889975,[루미르] PC Application Software 개발,루미르,"['C++', 'C', 'C#', 'Python', 'Mfc']",9,758,3,14,경기,용인시,70,2024-01-02 00:12:04.711432,SW/솔루션,Mfc
1890016,응용 소프트웨어 개발자,엔디에스솔루션,"['C', 'C++', 'Windows', 'Android OS', 'Mfc']",4,768,3,15,경기,용인시,70,2024-01-02 00:12:14.836376,SW/솔루션,Mfc
1890044,Windows 커널 드라이버 개발자,프라이빗테크놀로지,"['Windows', 'Microsoft IIS', 'Network', 'Mfc', 'C', 'C++']",0,77,7,20,서울,마포구,70,2024-01-02 00:12:20.472699,SW/솔루션,Mfc
1890045,MFC 개발자 채용 [KMPlayer],판도라티비,"['Mfc', 'C', 'Delphi', 'SW', 'FFMPEG']",0,80,5,15,경기,성남시,70,2024-01-02 00:12:20.472699,SW/솔루션,Mfc
1890058,LASER 자동화 설비 제어 S/W 개발자,레이저발테크놀러지,"['C#', 'C++', 'Python', 'SW', 'WPF', 'Mfc']",1,70,3,10,경기,화성시,70,2024-01-02 00:12:22.788375,SW/솔루션,Mfc
1890079,App SW 엔지니어 경력사원 채용,디오에프연구소,"['SW', 'C++', 'Qt', 'Mfc', 'OpenGL']",6,283,3,15,서울,성동구,70,2024-01-02 00:12:26.130923,SW/솔루션,Mfc
1890090,[WBCT] CT 촬영용 SW 개발,덴티움,"['c++', 'c#', 'SW', 'Mfc']",0,25,2,8,경기,수원시,70,2024-01-02 00:12:27.296797,SW/솔루션,Mfc
1890969,S/W 개발자 - 시각화,에이펙스이에스씨,"['JavaScript', 'React', 'Next.js', 'WebGL', 'three.js', 'D3.js', 'Chart.js']",17,463,2,7,서울,강남구,70,2024-01-02 00:10:36.967121,프론트엔드 개발자,D3.js
1891081,프론트엔드 웹 개발자(엔드포인트보안연구개발실) 모집,지니언스,"['AngularJS', 'JavaScript', 'HTML5', 'CSS 3', 'Webpack', 'Highcharts', 'D3.js', 'Git', 'TypeScript', 'Elasticsearch']",5,293,3,15,경기,안양시,70,2024-01-02 00:11:48.806308,프론트엔드 개발자,D3.js
