,제목,회사명,refine_기술스택,스크랩수,조회수,최소경력,최대경력,주소(시도),주소(시군구),취업축하금,데이터수집일,URL,카테고리,기술스택
14682,백엔드 개발자 담당,인피니티익스체인지코리아,"['spring boot', 'spring data jpa', 'rest api', 'mysql', 'aws', 'Spring Data JPA', 'redis', 'Mybatis']",30,875,7,10,서울,강남구,70,2024-07-06 19:50:19.725825,https://www.jumpit.co.kr/position/25482,서버/백엔드 개발자,mysql
14775,[병역특례] 백엔드개발(Node.js) 산업기능요원 모집,넛지헬스케어,"['postgresql', 'elasticsearch', 'amazon dynamodb', 'Node.js', 'mysql', 'aws']",3,142,0,3,서울,강남구,70,2024-07-06 19:50:36.811555,https://www.jumpit.co.kr/position/26863,서버/백엔드 개발자,mysql
15375,웹 풀스택 개발자 경력사원 모집,호들,"['node.js', 'next.js', 'html5', 'react', 'mysql', 'typescript', 'graphql', 'aws', 'css 3']",17,1770,3,8,서울,강남구,70,2024-07-06 19:50:20.795155,https://www.jumpit.co.kr/position/15198,웹 풀스택 개발자,mysql
17559,프론트엔드 웹개발자 경력직 채용,캐럿글로벌,"['html5', 'vue.js', 'angularjs', 'javascript', 'css 3']",13,443,1,8,서울,서초구,70,2024-07-06 19:50:15.436586,https://www.jumpit.co.kr/position/26643,프론트엔드 개발자,javascript
17582,[쉬운 지원] 프론트엔드 개발자,르네상스랩스,"['react', 'typescript', 'javascript', 'solidity']",76,1734,3,10,서울,성동구,70,2024-07-06 19:50:20.795155,https://www.jumpit.co.kr/position/15410,프론트엔드 개발자,javascript
17830,[병역특례] 풀스택개발 산업기능요원 모집,넛지헬스케어,"['REST API', 'python', 'Git', 'rest api', 'Redux', 'Node.js', 'aws', 'AWS', 'React', 'javascript']",3,140,0,2,서울,강남구,70,2024-07-06 19:50:28.236961,https://www.jumpit.co.kr/position/26865,웹 풀스택 개발자,javascript
19483,[스패로우] 웹 취약점 분석 컨설턴트,파수,"['html5', 'jsp', 'linux', 'windows', 'javascript', 'css 3']",0,2,3,10,서울,마포구,70,2024-07-06 19:51:47.347787,https://www.jumpit.co.kr/position/28201,기술지원,javascript
20257,웹 풀스택 개발자 경력사원 모집,호들,"['node.js', 'next.js', 'html5', 'react', 'mysql', 'typescript', 'graphql', 'aws', 'css 3']",17,1770,3,8,서울,강남구,70,2024-07-06 19:50:20.795155,https://www.jumpit.co.kr/position/15198,웹 풀스택 개발자,node.js
22307,시니어 백엔드 개발자,오엔제이,"['spring', 'amazon ec2', 'java', 'Git', 'MySQL', 'Redis']",4,410,5,10,서울,강남구,70,2024-07-06 19:51:34.523011,https://www.jumpit.co.kr/position/20678,서버/백엔드 개발자,spring
23607,개발팀 리드,오엔제이,"['spring', 'java', 'MySQL', 'Redis', 'react', 'typescript', 'aws', 'Spring Data JPA']",15,1410,10,20,서울,강남구,70,2024-07-06 19:50:58.210192,https://www.jumpit.co.kr/position/15716,개발 PM,spring
29306,[Java/Spring] 백엔드 개발자(신규 웹소설 플랫폼),미스터블루,"['mariadb', 'spring boot', 'spring data jpa', 'java', 'git', 'aws', 'mongodb', 'redis', 'docker', 'nosql']",14,191,3,8,서울,강서구,70,2024-07-06 19:50:16.508628,https://www.jumpit.co.kr/position/27555,서버/백엔드 개발자,mariadb
31747,[Java/Spring] 백엔드 개발자(신규 웹소설 플랫폼),미스터블루,"['mariadb', 'spring boot', 'spring data jpa', 'java', 'git', 'aws', 'mongodb', 'redis', 'docker', 'nosql']",14,191,3,8,서울,강서구,70,2024-07-06 19:50:16.508628,https://www.jumpit.co.kr/position/27555,서버/백엔드 개발자,spring boot
31769,백엔드 개발자 담당,인피니티익스체인지코리아,"['spring boot', 'spring data jpa', 'rest api', 'mysql', 'aws', 'Spring Data JPA', 'redis', 'Mybatis']",30,875,7,10,서울,강남구,70,2024-07-06 19:50:19.725825,https://www.jumpit.co.kr/position/25482,서버/백엔드 개발자,spring boot
34188,[Java/Spring] 백엔드 개발자(신규 웹소설 플랫폼),미스터블루,"['mariadb', 'spring boot', 'spring data jpa', 'java', 'git', 'aws', 'mongodb', 'redis', 'docker', 'nosql']",14,191,3,8,서울,강서구,70,2024-07-06 19:50:16.508628,https://www.jumpit.co.kr/position/27555,서버/백엔드 개발자,aws
34210,백엔드 개발자 담당,인피니티익스체인지코리아,"['spring boot', 'spring data jpa', 'rest api', 'mysql', 'aws', 'Spring Data JPA', 'redis', 'Mybatis']",30,875,7,10,서울,강남구,70,2024-07-06 19:50:19.725825,https://www.jumpit.co.kr/position/25482,서버/백엔드 개발자,aws
34303,[병역특례] 백엔드개발(Node.js) 산업기능요원 모집,넛지헬스케어,"['postgresql', 'elasticsearch', 'amazon dynamodb', 'Node.js', 'mysql', 'aws']",3,142,0,3,서울,강남구,70,2024-07-06 19:50:36.811555,https://www.jumpit.co.kr/position/26863,서버/백엔드 개발자,aws
34404,Backend Developer (Junior),바비톡,"['python', 'aws', 'nosql']",1,69,5,7,서울,서초구,70,2024-07-06 19:51:04.633356,https://www.jumpit.co.kr/position/27609,서버/백엔드 개발자,aws
34555,Backend Developer (Senior),바비톡,"['python', 'aws', 'nosql']",0,19,8,10,서울,서초구,70,2024-07-06 19:51:49.484681,https://www.jumpit.co.kr/position/27611,서버/백엔드 개발자,aws
34808,Frontend Developer(7년 이상),바비톡,"['TypeScript', 'JavaScript', 'react', 'aws']",0,66,7,10,서울,강남구,70,2024-07-06 19:51:16.380140,https://www.jumpit.co.kr/position/26714,프론트엔드 개발자,aws
34903,웹 풀스택 개발자 경력사원 모집,호들,"['node.js', 'next.js', 'html5', 'react', 'mysql', 'typescript', 'graphql', 'aws', 'css 3']",17,1770,3,8,서울,강남구,70,2024-07-06 19:50:20.795155,https://www.jumpit.co.kr/position/15198,웹 풀스택 개발자,aws
34917,[병역특례] 풀스택개발 산업기능요원 모집,넛지헬스케어,"['REST API', 'python', 'Git', 'rest api', 'Redux', 'Node.js', 'aws', 'AWS', 'React', 'javascript']",3,140,0,2,서울,강남구,70,2024-07-06 19:50:28.236961,https://www.jumpit.co.kr/position/26865,웹 풀스택 개발자,aws
35812,개발팀 리드,오엔제이,"['spring', 'java', 'MySQL', 'Redis', 'react', 'typescript', 'aws', 'Spring Data JPA']",15,1410,10,20,서울,강남구,70,2024-07-06 19:50:58.210192,https://www.jumpit.co.kr/position/15716,개발 PM,aws
36845,Backend Developer (Junior),바비톡,"['python', 'aws', 'nosql']",1,69,5,7,서울,서초구,70,2024-07-06 19:51:04.633356,https://www.jumpit.co.kr/position/27609,서버/백엔드 개발자,python
36996,Backend Developer (Senior),바비톡,"['python', 'aws', 'nosql']",0,19,8,10,서울,서초구,70,2024-07-06 19:51:49.484681,https://www.jumpit.co.kr/position/27611,서버/백엔드 개발자,python
37358,[병역특례] 풀스택개발 산업기능요원 모집,넛지헬스케어,"['REST API', 'python', 'Git', 'rest api', 'Redux', 'Node.js', 'aws', 'AWS', 'React', 'javascript']",3,140,0,2,서울,강남구,70,2024-07-06 19:50:28.236961,https://www.jumpit.co.kr/position/26865,웹 풀스택 개발자,python
39528,프론트엔드 웹개발자 경력직 채용,캐럿글로벌,"['html5', 'vue.js', 'angularjs', 'javascript', 'css 3']",13,443,1,8,서울,서초구,70,2024-07-06 19:50:15.436586,https://www.jumpit.co.kr/position/26643,프론트엔드 개발자,css 3
39785,웹 풀스택 개발자 경력사원 모집,호들,"['node.js', 'next.js', 'html5', 'react', 'mysql', 'typescript', 'graphql', 'aws', 'css 3']",17,1770,3,8,서울,강남구,70,2024-07-06 19:50:20.795155,https://www.jumpit.co.kr/position/15198,웹 풀스택 개발자,css 3
41452,[스패로우] 웹 취약점 분석 컨설턴트,파수,"['html5', 'jsp', 'linux', 'windows', 'javascript', 'css 3']",0,2,3,10,서울,마포구,70,2024-07-06 19:51:47.347787,https://www.jumpit.co.kr/position/28201,기술지원,css 3
44410,프론트엔드 웹개발자 경력직 채용,캐럿글로벌,"['html5', 'vue.js', 'angularjs', 'javascript', 'css 3']",13,443,1,8,서울,서초구,70,2024-07-06 19:50:15.436586,https://www.jumpit.co.kr/position/26643,프론트엔드 개발자,html5
44667,웹 풀스택 개발자 경력사원 모집,호들,"['node.js', 'next.js', 'html5', 'react', 'mysql', 'typescript', 'graphql', 'aws', 'css 3']",17,1770,3,8,서울,강남구,70,2024-07-06 19:50:20.795155,https://www.jumpit.co.kr/position/15198,웹 풀스택 개발자,html5
46334,[스패로우] 웹 취약점 분석 컨설턴트,파수,"['html5', 'jsp', 'linux', 'windows', 'javascript', 'css 3']",0,2,3,10,서울,마포구,70,2024-07-06 19:51:47.347787,https://www.jumpit.co.kr/position/28201,기술지원,html5
46874,[쉬운 지원] 프론트엔드 개발자,르네상스랩스,"['react', 'typescript', 'javascript', 'solidity']",76,1734,3,10,서울,성동구,70,2024-07-06 19:50:20.795155,https://www.jumpit.co.kr/position/15410,프론트엔드 개발자,typescript
47108,웹 풀스택 개발자 경력사원 모집,호들,"['node.js', 'next.js', 'html5', 'react', 'mysql', 'typescript', 'graphql', 'aws', 'css 3']",17,1770,3,8,서울,강남구,70,2024-07-06 19:50:20.795155,https://www.jumpit.co.kr/position/15198,웹 풀스택 개발자,typescript
48017,개발팀 리드,오엔제이,"['spring', 'java', 'MySQL', 'Redis', 'react', 'typescript', 'aws', 'Spring Data JPA']",15,1410,10,20,서울,강남구,70,2024-07-06 19:50:58.210192,https://www.jumpit.co.kr/position/15716,개발 PM,typescript
48834,[Java/Spring] 백엔드 개발자(신규 웹소설 플랫폼),미스터블루,"['mariadb', 'spring boot', 'spring data jpa', 'java', 'git', 'aws', 'mongodb', 'redis', 'docker', 'nosql']",14,191,3,8,서울,강서구,70,2024-07-06 19:50:16.508628,https://www.jumpit.co.kr/position/27555,서버/백엔드 개발자,git
51990,웹 풀스택 개발자 경력사원 모집,호들,"['node.js', 'next.js', 'html5', 'react', 'mysql', 'typescript', 'graphql', 'aws', 'css 3']",17,1770,3,8,서울,강남구,70,2024-07-06 19:50:20.795155,https://www.jumpit.co.kr/position/15198,웹 풀스택 개발자,next.js
54197,[쉬운 지원] 프론트엔드 개발자,르네상스랩스,"['react', 'typescript', 'javascript', 'solidity']",76,1734,3,10,서울,성동구,70,2024-07-06 19:50:20.795155,https://www.jumpit.co.kr/position/15410,프론트엔드 개발자,react
54336,Frontend Developer(7년 이상),바비톡,"['TypeScript', 'JavaScript', 'react', 'aws']",0,66,7,10,서울,강남구,70,2024-07-06 19:51:16.380140,https://www.jumpit.co.kr/position/26714,프론트엔드 개발자,react
54431,웹 풀스택 개발자 경력사원 모집,호들,"['node.js', 'next.js', 'html5', 'react', 'mysql', 'typescript', 'graphql', 'aws', 'css 3']",17,1770,3,8,서울,강남구,70,2024-07-06 19:50:20.795155,https://www.jumpit.co.kr/position/15198,웹 풀스택 개발자,react
54442,"여행 IT 개발(JAVA, Spring)자 채용",틱스잇,"['java', 'Git', 'Linux', 'Spring Framework', 'react', 'vue.js', 'Spring', 'Jira', 'AWS']",47,5732,2,10,서울,성동구,70,2024-07-06 19:50:26.106486,https://www.jumpit.co.kr/position/9448,웹 풀스택 개발자,react
54488,웹 풀스택 개발자,스마트러닝코리아,"['jQuery', 'JavaScript', 'Spring Framework', 'MariaDB', 'Spring Boot', 'react', 'Spring Security']",4,613,5,10,서울,강남구,70,2024-07-06 19:50:52.858725,https://www.jumpit.co.kr/position/14338,웹 풀스택 개발자,react
55340,개발팀 리드,오엔제이,"['spring', 'java', 'MySQL', 'Redis', 'react', 'typescript', 'aws', 'Spring Data JPA']",15,1410,10,20,서울,강남구,70,2024-07-06 19:50:58.210192,https://www.jumpit.co.kr/position/15716,개발 PM,react
60980,[스패로우] 웹 취약점 분석 컨설턴트,파수,"['html5', 'jsp', 'linux', 'windows', 'javascript', 'css 3']",0,2,3,10,서울,마포구,70,2024-07-06 19:51:47.347787,https://www.jumpit.co.kr/position/28201,기술지원,jsp
64205,[IT] 풀스택 개발자 (전자차트/클라우드플랫폼),덴티움,"['c#', 'PostgreSQL', 'GraphQL', 'JavaScript', 'Node.js', 'MSA', 'Next.js', 'React', 'NestJS']",42,2462,1,10,경기,수원시,70,2024-07-06 19:50:26.106486,https://www.jumpit.co.kr/position/3375,웹 풀스택 개발자,c#
65449,머신 비전 S/W 개발자 경력 채용,한국기능공사,"['c#', 'c++', 'sw']",9,829,1,10,충북,음성군,70,2024-07-06 19:51:14.254542,https://www.jumpit.co.kr/position/15516,SW/솔루션,c#
65497,[SW]  (CT 3D Viewer / Digital Guide)  SW개발,덴티움,"['c#', 'c++', 'c', 'qt', 'SW', 'DirectX', 'OpenGL', 'opencv']",10,440,1,6,경기,수원시,70,2024-07-06 19:51:31.318497,https://www.jumpit.co.kr/position/21535,SW/솔루션,c#
65541,윈도우기반 응용프로그래머 개발자 모집,시와소프트,"['c#', 'rpa', '.net', 'wpf']",12,900,2,10,서울,금천구,70,2024-07-06 19:51:43.079979,https://www.jumpit.co.kr/position/15072,SW/솔루션,c#
65560,정형외과용 3D뷰어 SW 개발,덴티움,"['c#', 'c++', 'c', 'qt', 'SW', 'OpenGL']",4,316,2,8,경기,수원시,70,2024-07-06 19:51:49.484681,https://www.jumpit.co.kr/position/21534,SW/솔루션,c#
65579,[WBCT] CT 촬영용 SW 개발,덴티움,"['c#', 'c++', 'SW', 'Mfc']",6,303,2,8,경기,수원시,70,2024-07-06 19:51:52.714487,https://www.jumpit.co.kr/position/21636,SW/솔루션,c#
76143,프론트엔드 웹개발자 경력직 채용,캐럿글로벌,"['html5', 'vue.js', 'angularjs', 'javascript', 'css 3']",13,443,1,8,서울,서초구,70,2024-07-06 19:50:15.436586,https://www.jumpit.co.kr/position/26643,프론트엔드 개발자,vue.js
76411,"여행 IT 개발(JAVA, Spring)자 채용",틱스잇,"['java', 'Git', 'Linux', 'Spring Framework', 'react', 'vue.js', 'Spring', 'Jira', 'AWS']",47,5732,2,10,서울,성동구,70,2024-07-06 19:50:26.106486,https://www.jumpit.co.kr/position/9448,웹 풀스택 개발자,vue.js
87374,[전문연구요원가능] System Software Engineer,모빌린트,"['C++', 'C', 'Linux', 'sw', 'Embedded']",6,810,5,20,서울,강남구,70,2024-07-06 19:50:59.280747,https://www.jumpit.co.kr/position/15166,SW/솔루션,sw
87418,머신 비전 S/W 개발자 경력 채용,한국기능공사,"['c#', 'c++', 'sw']",9,829,1,10,충북,음성군,70,2024-07-06 19:51:14.254542,https://www.jumpit.co.kr/position/15516,SW/솔루션,sw
87469,기업부설연구소 Linux & Yocto 개발,에스디티,"['sw', 'linux']",0,251,3,10,서울,강남구,70,2024-07-06 19:51:32.389372,https://www.jumpit.co.kr/position/14492,SW/솔루션,sw
87508,SW 엔지니어 모집,에이플러스소프트,['sw'],0,12,0,7,서울,영등포구,70,2024-07-06 19:51:43.079979,https://www.jumpit.co.kr/position/27968,SW/솔루션,sw
87827,SW 엔지니어 모집,에이플러스소프트,['sw'],0,12,0,7,서울,영등포구,70,2024-07-06 19:51:43.079979,https://www.jumpit.co.kr/position/27968,기술지원,sw
94114,Research Scientist,메디픽셀,"['PyTorch', 'Linux', 'ai/인공지능', 'Python']",0,7,3,10,서울,강남구,70,2024-07-06 19:52:11.949386,https://www.jumpit.co.kr/position/28122,인공지능/머신러닝,ai/인공지능
95213,[Java/Spring] 백엔드 개발자(신규 웹소설 플랫폼),미스터블루,"['mariadb', 'spring boot', 'spring data jpa', 'java', 'git', 'aws', 'mongodb', 'redis', 'docker', 'nosql']",14,191,3,8,서울,강서구,70,2024-07-06 19:50:16.508628,https://www.jumpit.co.kr/position/27555,서버/백엔드 개발자,docker
95545,Cloud 기반 플랫폼 개발자 모집,씨온드림,"['kubernetes', 'C++', 'C', 'Network', 'golang', 'docker']",3,269,4,15,경기,성남시,70,2024-07-06 19:51:35.583202,https://www.jumpit.co.kr/position/19956,서버/백엔드 개발자,docker
105435,프론트엔드 웹개발자 경력직 채용,캐럿글로벌,"['html5', 'vue.js', 'angularjs', 'javascript', 'css 3']",13,443,1,8,서울,서초구,70,2024-07-06 19:50:15.436586,https://www.jumpit.co.kr/position/26643,프론트엔드 개발자,angularjs
110310,프론트엔드 신입 및 경력,라온로드,"['WebGL', 'Vue.js', 'CSS 3', 'AngularJS', 'JavaScript', 'HTML5', 'ES6', 'React', 'three.js']",20,718,0,10,경기,성남시,70,2024-07-06 19:50:14.377922,https://www.jumpit.co.kr/position/26727,프론트엔드 개발자,three.js
110371,Frontend Developer (프론트엔드 개발자),쓰리아이,"['TypeScript', 'Vue.js', 'Git', 'Confluence', 'WebAssembly', 'Jira', 'React', 'WebRTC', 'three.js']",4,149,5,10,서울,강남구,70,2024-07-06 19:50:31.457431,https://www.jumpit.co.kr/position/26629,프론트엔드 개발자,three.js
110416,프론트엔드 개발자 채용,에디트콜렉티브,"['TypeScript', 'React Query', 'Redux', 'styled-components', 'React', 'three.js']",2,56,5,20,서울,강남구,70,2024-07-06 19:50:44.282621,https://www.jumpit.co.kr/position/27753,프론트엔드 개발자,three.js
110468,프론트엔드 개발자 경력직 채용(3년 이상),네비웍스,"['WebGL', 'Vue.js', 'CSS 3', 'Docker', 'Eclipse', 'JavaScript', 'HTML5', 'React', 'three.js']",1,52,2,10,경기,안양시,70,2024-07-06 19:51:07.854554,https://www.jumpit.co.kr/position/27785,프론트엔드 개발자,three.js
110685,front Engineer(threejs),씨메스,"['WebGL', 'Unreal Engine', 'Unity', 'JavaScript', 'OpenGL', 'React', 'three.js']",1,23,3,5,서울,강남구,70,2024-07-06 19:51:37.725235,https://www.jumpit.co.kr/position/27812,웹 풀스택 개발자,three.js
112155,front Engineer(threejs),씨메스,"['WebGL', 'Unreal Engine', 'Unity', 'JavaScript', 'OpenGL', 'React', 'three.js']",1,23,3,5,서울,강남구,70,2024-07-06 19:51:37.725235,https://www.jumpit.co.kr/position/27812,VR/AR/3D,three.js
119955,Cloud 기반 플랫폼 개발자 모집,씨온드림,"['kubernetes', 'C++', 'C', 'Network', 'golang', 'docker']",3,269,4,15,경기,성남시,70,2024-07-06 19:51:35.583202,https://www.jumpit.co.kr/position/19956,서버/백엔드 개발자,kubernetes
142046,AI 물류 스타트업 프론트엔드 개발자,아로아랩스,"['Vue.js', 'CSS 3', 'Visual Studio Code', 'vuex', 'GitHub', 'JavaScript', 'HTML5', 'axios']",21,781,1,10,서울,마포구,70,2024-07-06 19:50:15.436586,https://www.jumpit.co.kr/position/24667,프론트엔드 개발자,vuex
142128,프론트엔드 시니어 개발자,디카르고,"['TypeScript', 'vuex', 'Redux', 'HTML5', 'JavaScript', 'Appium', 'Zustand', 'Flutter', 'AWS', 'DB', 'Jest']",2,368,5,10,서울,강남구,70,2024-07-06 19:50:37.881554,https://www.jumpit.co.kr/position/24912,프론트엔드 개발자,vuex
142140,Front-end Developer (Cloud Monitoring Solution),오케스트로,"['TypeScript', 'CSS 3', 'Vue.js', 'Git', 'vuex', 'GitHub', 'HTML5', 'ES6', 'Yarn', 'React']",3,104,2,15,서울,영등포구,70,2024-07-06 19:50:42.148621,https://www.jumpit.co.kr/position/27218,프론트엔드 개발자,vuex
142150,[O2pluss] 프론트엔드 개발자,오투플러스,"['REST API', 'Vue.js', 'AngularJS', 'Git', 'vuex', 'React']",1,39,3,10,경기,용인시,70,2024-07-06 19:50:45.348638,https://www.jumpit.co.kr/position/27047,프론트엔드 개발자,vuex
142181,디센트 프론트엔드 개발,아이오트러스트,"['Vue.js', 'Slack', 'vuex', 'Babel', 'Storybook', 'GitHub', 'Notion', 'Node.js', 'Webpack', 'Yarn']",0,42,3,9,서울,강남구,70,2024-07-06 19:50:58.210192,https://www.jumpit.co.kr/position/28212,프론트엔드 개발자,vuex
142230,[DX팀] 프론트엔드 개발자 (3년 이상),이지스엔터프라이즈,"['Jenkins', 'Java', 'Vue.js', 'Git', 'Confluence', 'vuex', 'SCSS', 'Spring Boot']",0,15,3,8,서울,금천구,70,2024-07-06 19:51:24.912384,https://www.jumpit.co.kr/position/28082,프론트엔드 개발자,vuex
142263,Front-end Developer (OpenStack Service Platform),오케스트로,"['TypeScript', 'Vue.js', 'vuex', 'OpenStack']",0,31,3,10,서울,영등포구,70,2024-07-06 19:51:51.640541,https://www.jumpit.co.kr/position/27197,프론트엔드 개발자,vuex
142264,Front-end Developer (Cloud Management Platform),오케스트로,"['TypeScript', 'vuex', 'Webpack']",1,27,7,15,서울,영등포구,70,2024-07-06 19:51:51.640541,https://www.jumpit.co.kr/position/27219,프론트엔드 개발자,vuex
142279,프론트엔드 개발자 (5년 이상),알스퀘어,"['TypeScript', 'AngularJS', 'CSS 3', 'vuex', 'JavaScript', 'Next.js', 'React']",1,12,5,10,서울,강남구,70,2024-07-06 19:52:16.210631,https://www.jumpit.co.kr/position/27813,프론트엔드 개발자,vuex
142431,Front-end Developer (OpenStack Service Platform),오케스트로,"['TypeScript', 'Vue.js', 'vuex', 'OpenStack']",0,31,3,10,서울,영등포구,70,2024-07-06 19:51:51.640541,https://www.jumpit.co.kr/position/27197,웹 풀스택 개발자,vuex
144487,AI 물류 스타트업 프론트엔드 개발자,아로아랩스,"['Vue.js', 'CSS 3', 'Visual Studio Code', 'vuex', 'GitHub', 'JavaScript', 'HTML5', 'axios']",21,781,1,10,서울,마포구,70,2024-07-06 19:50:15.436586,https://www.jumpit.co.kr/position/24667,프론트엔드 개발자,axios
144519,E커머스 솔루션 프론트엔드 개발자 채용,펫박스,"['REST API', 'Vue.js', 'CSS 3', 'HTML5', 'axios', 'React Native', 'React']",5,171,5,10,서울,마포구,70,2024-07-06 19:50:22.920437,https://www.jumpit.co.kr/position/26486,프론트엔드 개발자,axios
153797,[Java/Spring] 백엔드 개발자(신규 웹소설 플랫폼),미스터블루,"['mariadb', 'spring boot', 'spring data jpa', 'java', 'git', 'aws', 'mongodb', 'redis', 'docker', 'nosql']",14,191,3,8,서울,강서구,70,2024-07-06 19:50:16.508628,https://www.jumpit.co.kr/position/27555,서버/백엔드 개발자,spring data jpa
153819,백엔드 개발자 담당,인피니티익스체인지코리아,"['spring boot', 'spring data jpa', 'rest api', 'mysql', 'aws', 'Spring Data JPA', 'redis', 'Mybatis']",30,875,7,10,서울,강남구,70,2024-07-06 19:50:19.725825,https://www.jumpit.co.kr/position/25482,서버/백엔드 개발자,spring data jpa
157725,시스템 솔루션 개발자,클루닉스,"['c++', 'Shell', 'c', 'Rust', 'Docker', 'PHP', 'Python']",1,20,0,7,서울,영등포구,70,2024-07-06 19:52:11.949386,https://www.jumpit.co.kr/position/27845,devops/시스템 엔지니어,c++
157936,[전문연구원 가능] SoC Design Engineer,모빌린트,"['Java', 'ASIC', 'c++', 'EDA', 'c', 'FPGA', 'Verilog', 'Python']",3,101,0,20,서울,강남구,70,2024-07-06 19:51:00.351496,https://www.jumpit.co.kr/position/26557,HW/임베디드,c++
158207,머신 비전 S/W 개발자 경력 채용,한국기능공사,"['c#', 'c++', 'sw']",9,829,1,10,충북,음성군,70,2024-07-06 19:51:14.254542,https://www.jumpit.co.kr/position/15516,SW/솔루션,c++
158255,[SW]  (CT 3D Viewer / Digital Guide)  SW개발,덴티움,"['c#', 'c++', 'c', 'qt', 'SW', 'DirectX', 'OpenGL', 'opencv']",10,440,1,6,경기,수원시,70,2024-07-06 19:51:31.318497,https://www.jumpit.co.kr/position/21535,SW/솔루션,c++
158318,정형외과용 3D뷰어 SW 개발,덴티움,"['c#', 'c++', 'c', 'qt', 'SW', 'OpenGL']",4,316,2,8,경기,수원시,70,2024-07-06 19:51:49.484681,https://www.jumpit.co.kr/position/21534,SW/솔루션,c++
158337,[WBCT] CT 촬영용 SW 개발,덴티움,"['c#', 'c++', 'SW', 'Mfc']",6,303,2,8,경기,수원시,70,2024-07-06 19:51:52.714487,https://www.jumpit.co.kr/position/21636,SW/솔루션,c++
