,제목,회사명,refine_기술스택,스크랩수,조회수,최소경력,최대경력,주소(시도),주소(시군구),취업축하금,데이터수집일,URL,카테고리,기술스택
1010454,Cloud 기반 플랫폼 개발자 모집,씨온드림,"['kubernetes', 'C++', 'C', 'Network', 'golang', 'docker']",2,207,4,15,경기,성남시,70,2024-05-08 00:32:09.032541,https://www.jumpit.co.kr/position/19956,서버/백엔드 개발자,C
1010467,플랫폼개발팀_대리급,샌즈랩,"['C++', 'C', 'Linux', 'Python']",1,268,3,6,경기,과천시,70,2024-05-08 00:32:19.746395,https://www.jumpit.co.kr/position/18514,서버/백엔드 개발자,C
1010685,카카오톡 상담톡 및 챗봇 서비스 개발자,비즈톡,"['C++', 'C']",4,363,5,10,서울,강남구,70,2024-05-08 00:31:32.507924,https://www.jumpit.co.kr/position/15756,프론트엔드 개발자,C
1010798,Software Engineer - SaaS Platform,업스테이지,"['Golang', 'TypeScript', 'Java', 'C++', 'C', 'AWS', 'Python']",10,418,3,20,경기,용인시,70,2024-05-08 00:30:50.662709,https://www.jumpit.co.kr/position/20695,웹 풀스택 개발자,C
1010860,[아프리카TV] LIVE 방송 시스템 개발,숲,"['C++', 'C', 'Linux', 'Go', 'Windows']",13,1737,3,10,경기,성남시,70,2024-05-08 00:31:35.742837,https://www.jumpit.co.kr/position/17181,웹 풀스택 개발자,C
1010950,Android Automotive Frameworks 개발,모트렉스,"['Java', 'C++', 'C', 'Linux', 'Android SDK', 'Android Studio', 'Android OS']",13,989,5,10,경기,성남시,70,2024-05-08 00:31:07.810673,https://www.jumpit.co.kr/position/14919,안드로이드 개발자,C
1010961,Bluetooth/WiFi 개발,모트렉스,"['Java', 'C++', 'C', 'Linux', 'Android OS']",34,1038,5,10,경기,성남시,70,2024-05-08 00:31:38.957231,https://www.jumpit.co.kr/position/14921,안드로이드 개발자,C
1010964,Android BSP 개발자,썬더소프트코리아,"['Java', 'C++', 'C', 'Android OS', 'Python']",0,71,5,15,경기,성남시,70,2024-05-08 00:31:57.254201,https://www.jumpit.co.kr/position/24314,안드로이드 개발자,C
1010967,안드로이드/리눅스 미들웨어 개발자 구인,펀진,"['C++', 'C', 'Linux', 'Network', 'Android OS']",1,214,10,20,서울,성동구,70,2024-05-08 00:32:14.384579,https://www.jumpit.co.kr/position/20214,안드로이드 개발자,C
1010969,의료기기 FW 개발자(BSP 개발),인트로메딕,"['FW', 'C++', 'C', 'Linux']",0,47,3,10,경기,안양시,70,2024-05-08 00:32:19.746395,https://www.jumpit.co.kr/position/24378,안드로이드 개발자,C
1010999,iOS 개발자 경력직,한국전자인증,"['Java', 'C++', 'C', 'JavaScript', 'Objective-C', 'Swift', 'iOS']",6,350,3,8,서울,서초구,70,2024-05-08 00:31:13.167893,https://www.jumpit.co.kr/position/22143,IOS 개발자,C
1011045,[하나금융그룹자회사] 모바일 앱 보안솔루션 개발자,핀크,"['C++', 'C', 'Swift', 'Flutter', 'Android SDK', 'iOS', 'Kotlin']",7,180,5,10,서울,중구,70,2024-05-08 00:31:04.593279,https://www.jumpit.co.kr/position/24105,크로스플랫폼 앱개발자,C
1011074,임베디드 소프트웨어 Application개발,드림에이스,"['C++', 'C', 'Qt', 'SW', 'Flutter']",0,20,3,15,경기,안양시,70,2024-05-08 00:32:21.884427,https://www.jumpit.co.kr/position/24735,크로스플랫폼 앱개발자,C
1011083,[FC Online] Client Software Engineer,일렉트로닉아츠코리아,"['C++', 'C']",4,79,0,15,서울,강남구,70,2024-05-08 00:31:02.448640,https://www.jumpit.co.kr/position/24634,게임 클라이언트 개발자,C
1011090,[Unannounced Project] Mobile Client Software Engineer (모바일 클라이언트 개발자),일렉트로닉아츠코리아,"['C++', 'C', 'Render', 'iOS', 'Android OS', 'gRPC', 'Protobuf']",8,452,2,10,서울,강남구,70,2024-05-08 00:31:41.108250,https://www.jumpit.co.kr/position/17431,게임 클라이언트 개발자,C
1011093,[Unannounced Project] 클라이언트 개발자(Client Software Engineer),일렉트로닉아츠코리아,"['C++', 'C']",10,592,2,15,서울,강남구,70,2024-05-08 00:31:57.254201,https://www.jumpit.co.kr/position/13320,게임 클라이언트 개발자,C
1011095,클라이언트 개발자 모집,지니언스,"['Golang', 'C++', 'C', 'Linux', 'Objective-C', 'Windows', 'Mfc', 'macOS', 'Python']",9,447,3,10,경기,안양시,70,2024-05-08 00:32:02.622601,https://www.jumpit.co.kr/position/15959,게임 클라이언트 개발자,C
1011099,[Unannounced Project] Gameplay Software Engineer (게임플레이 개발자),일렉트로닉아츠코리아,"['C++', 'C']",1,214,5,15,서울,강남구,70,2024-05-08 00:32:24.020659,https://www.jumpit.co.kr/position/20161,게임 클라이언트 개발자,C
1011104,[Unannounced Project] 서버 개발자(Server Software Engineer) (7년~),일렉트로닉아츠코리아,"['TypeScript', 'REST API', 'C++', 'NoSql', 'C', 'JavaScript', 'Go', 'Node.js', 'Kubernetes', 'Python']",7,591,7,15,서울,강남구,70,2024-05-08 00:31:44.353891,https://www.jumpit.co.kr/position/13324,게임 서버 개발자,C
1011106,[경력] 게임 서버 프로그래머 모집,스타라이크,"['C#', 'Java', 'C++', 'C']",3,395,2,5,전북,전주시,70,2024-05-08 00:31:59.416002,https://www.jumpit.co.kr/position/21260,게임 서버 개발자,C
1011107,[팀장급] 게임 서버 프로그래머 모집,스타라이크,"['C#', 'Java', 'C++', 'C']",0,199,5,20,전북,전주시,70,2024-05-08 00:32:11.175824,https://www.jumpit.co.kr/position/21261,게임 서버 개발자,C
1011109,[Data&AI사업팀] Data Analytics,롯데이노베이트,"['C', 'BI', 'Toolbox', 'DeepLearning', 'MachineLearning']",5,112,7,10,서울,금천구,70,2024-05-08 00:30:35.588934,https://www.jumpit.co.kr/position/23981,DBA,C
1011113,데이터베이스 구축 및 서버관리,인텍에프에이,"['Java', 'C++', 'C', 'Python']",13,756,0,10,경기,용인시,70,2024-05-08 00:30:43.142024,https://www.jumpit.co.kr/position/18725,DBA,C
1011149,[Data&AI사업팀] Data Analytics,롯데이노베이트,"['C', 'BI', 'Toolbox', 'DeepLearning', 'MachineLearning']",5,112,7,10,서울,금천구,70,2024-05-08 00:30:35.588934,https://www.jumpit.co.kr/position/23981,빅데이터 엔지니어,C
1011184,AI Back-End / Bigdata 엔지니어,제로원에이아이,"['Golang', 'AI/인공지능', 'C', 'GCP', 'Hadoop', 'Kafka', 'BigData', 'Spark', 'AWS', 'Kubernetes']",6,578,3,10,경기,성남시,70,2024-05-08 00:31:27.161009,https://www.jumpit.co.kr/position/17364,빅데이터 엔지니어,C
1011207,빅데이터 처리 시스템 개발,파수,"['C++', 'Hive', 'C', 'Rust', 'NoSql', 'Linux', 'Pandas', 'Hadoop', 'Spark', 'NumPy']",0,14,3,10,서울,마포구,70,2024-05-08 00:32:04.753366,https://www.jumpit.co.kr/position/24673,빅데이터 엔지니어,C
1011218,Computer Vision 알고리즘 개발자,씨드로닉스,"['C++', 'C', 'SW', 'OpenCV']",18,576,0,10,서울,강남구,70,2024-05-08 00:30:15.215579,https://www.jumpit.co.kr/position/23180,인공지능/머신러닝,C
1011226,머신러닝/딥러닝 엔지니어,딥브레인에이아이,"['C++', 'PyTorch', 'C', 'FFMPEG', 'OpenCV', 'DeepLearning', 'MachineLearning', 'TensorFlow', 'Python']",20,781,3,20,서울,강남구,70,2024-05-08 00:30:22.712095,https://www.jumpit.co.kr/position/15849,인공지능/머신러닝,C
1011227,Reinforcement Learning Engineer,알지에이아이엔씨(RGA Inc.),"['C++', 'C', 'PyTorch', 'Unity', 'Linux', 'ROS', 'DeepLearning', 'Python', 'TensorFlow']",8,272,0,10,서울,서초구,70,2024-05-08 00:30:22.712095,https://www.jumpit.co.kr/position/23562,인공지능/머신러닝,C
1011230,양자컴퓨팅 연구원(신입 및 경력),노르마,"['python', 'C++', 'C', 'ai/인공지능', 'linux', 'pytorch', 'machinelearning']",19,973,0,10,서울,성동구,70,2024-05-08 00:30:24.872519,https://www.jumpit.co.kr/position/18164,인공지능/머신러닝,C
1011234,Optimization Research Engineer,알지에이아이엔씨(RGA Inc.),"['C++', 'C', 'Python']",11,959,0,10,서울,서초구,70,2024-05-08 00:30:28.076095,https://www.jumpit.co.kr/position/23565,인공지능/머신러닝,C
1011238,[전문연구요원 가능] Deep Learning Research Engineer,모빌린트,"['C++', 'PyTorch', 'C', 'DeepLearning', 'Python', 'TensorFlow']",50,2455,0,20,서울,강남구,70,2024-05-08 00:30:31.294888,https://www.jumpit.co.kr/position/15824,인공지능/머신러닝,C
1011245,3차원 머신비전 알고리즘 개발자,클레,"['CUDA', 'C++', 'C', 'PyTorch', 'OpenCV', 'OpenGL', 'Python', 'TensorFlow']",24,900,2,10,서울,성동구,70,2024-05-08 00:30:34.523141,https://www.jumpit.co.kr/position/12652,인공지능/머신러닝,C
1011246,[미리캔버스] AI 모델 연구 (ML Researcher),미리디,"['C#', 'Java', 'C++', 'AI/인공지능', 'C', 'PyTorch', 'Slack', 'Jira', 'Python', 'TensorFlow']",23,1684,3,10,서울,구로구,70,2024-05-08 00:30:34.523141,https://www.jumpit.co.kr/position/21456,인공지능/머신러닝,C
1011248,SLAM & Navigation Engineer,알지에이아이엔씨(RGA Inc.),"['C++', 'C', 'Python']",3,221,0,10,서울,서초구,70,2024-05-08 00:30:36.705313,https://www.jumpit.co.kr/position/23563,인공지능/머신러닝,C
1011249,컴퓨터 비전 딥러닝/머신러닝 개발자(ADAS/DMS/영상인식) (신입),에프에스솔루션,"['C++', 'C', 'PyTorch', 'Docker', 'OpenCV', 'DeepLearning', 'Embedded', 'MachineLearning', 'Python', 'TensorFlow']",42,1360,0,1,경기,성남시,70,2024-05-08 00:30:37.769607,https://www.jumpit.co.kr/position/19113,인공지능/머신러닝,C
1011254,AI 연구원,한화비전,"['C#', 'C++', 'Git', 'C', 'BigData', 'DeepLearning', 'MachineLearning', 'Python', 'TensorFlow']",47,1759,3,12,경기,성남시,70,2024-05-08 00:30:45.292480,https://www.jumpit.co.kr/position/20322,인공지능/머신러닝,C
1011255,[전문연구요원 가능] Deep Learning Optimization Engineer,모빌린트,"['C++', 'PyTorch', 'C', 'DeepLearning', 'Python', 'TensorFlow']",29,1552,0,20,서울,강남구,70,2024-05-08 00:30:47.445630,https://www.jumpit.co.kr/position/15823,인공지능/머신러닝,C
1011257,[베스텔라랩] 영상분석 개발자(경기/대구)(병특가능),베스텔라랩,"['C#', 'Java', 'C++', 'C', 'Linux', 'OpenCV', 'GCP', 'Spring Boot', 'AWS', 'Python']",8,299,2,10,대구,동구,70,2024-05-08 00:30:47.445630,https://www.jumpit.co.kr/position/22379,인공지능/머신러닝,C
1011258,Data Scientist,딥인사이트,"['C++', 'AI/인공지능', 'PyTorch', 'C', 'DeepLearning', 'Python']",6,341,0,10,경기,성남시,70,2024-05-08 00:30:48.504468,https://www.jumpit.co.kr/position/24163,인공지능/머신러닝,C
1011270,컴퓨터비전 엔지니어,다비오,"['Java', 'AI/인공지능', 'C++', 'PyTorch', 'C', 'OpenCV', 'DeepLearning', 'Python', 'TensorFlow']",8,324,3,15,서울,마포구,70,2024-05-08 00:30:59.225842,https://www.jumpit.co.kr/position/20949,인공지능/머신러닝,C
1011279,바이오인식 / OCR 알고리즘 개발,엑스페릭스,"['C#', 'Java', 'C++', 'C', 'DeepLearning', 'Python']",2,200,2,7,서울,송파구,70,2024-05-08 00:31:04.593279,https://www.jumpit.co.kr/position/23292,인공지능/머신러닝,C
1011285,컴퓨터 비전 기반 딥러닝 인식 Researcher 모집,앤씨앤,"['C++', 'C', 'PyTorch', 'OpenCV', 'OpenGL', 'DeepLearning', 'MachineLearning', 'Python']",0,38,0,10,경기,성남시,70,2024-05-08 00:31:09.947955,https://www.jumpit.co.kr/position/24716,인공지능/머신러닝,C
1011295,[전문연구요원 가능] Runtime 소프트웨어 엔지니어 채용,에너자이,"['C++', 'AI/인공지능', 'C', 'MachineLearning', 'Python']",11,639,0,1,서울,강남구,70,2024-05-08 00:31:19.635383,https://www.jumpit.co.kr/position/20246,인공지능/머신러닝,C
1011299,AI 개발자,딥인사이트,"['AI/인공지능', 'C++', 'PyTorch', 'C', 'SW', 'DeepLearning', 'Python']",2,228,2,7,경기,성남시,70,2024-05-08 00:31:21.781700,https://www.jumpit.co.kr/position/23127,인공지능/머신러닝,C
1011301,Path Planning 엔지니어,펀진,"['C++', 'Git', 'C', 'ROS', 'MachineLearning', 'Python', 'TensorFlow']",7,412,1,5,서울,성동구,70,2024-05-08 00:31:21.781700,https://www.jumpit.co.kr/position/16873,인공지능/머신러닝,C
1011307,AI 개발자,트루엔,"['Caffe2', 'AI/인공지능', 'C++', 'C', 'DeepLearning', 'TensorFlow']",2,25,3,15,서울,구로구,70,2024-05-08 00:31:27.161009,https://www.jumpit.co.kr/position/24785,인공지능/머신러닝,C
1011316,Planning & Control Engineer(전문연구요원 가능),뉴빌리티,"['C++', 'C', 'Linux', 'ROS', 'Embedded']",17,821,3,8,서울,성동구,70,2024-05-08 00:31:34.642806,https://www.jumpit.co.kr/position/16575,인공지능/머신러닝,C
1011318,[신입] 코덱 SW 엔지니어,블루닷,"['C++', 'C']",11,496,0,3,서울,강남구,70,2024-05-08 00:31:34.642806,https://www.jumpit.co.kr/position/18540,인공지능/머신러닝,C
1011322,[일진그룹 계열사] SW개발팀 AI파트/초음파 영상 알고리즘 개발 채용,알피니언메디칼시스템,"['C++', 'C', 'SW', 'MATLAB']",5,195,2,15,서울,강서구,70,2024-05-08 00:31:41.108250,https://www.jumpit.co.kr/position/19362,인공지능/머신러닝,C
1011326,컴퓨터 비전 딥러닝/머신러닝 개발자(ADAS/DMS/영상인식) (3년이상),에프에스솔루션,"['C++', 'C', 'PyTorch', 'Docker', 'OpenCV', 'DeepLearning', 'Embedded', 'MachineLearning', 'Python', 'TensorFlow']",6,292,3,9,경기,성남시,70,2024-05-08 00:31:42.174388,https://www.jumpit.co.kr/position/19114,인공지능/머신러닝,C
1011331,"영상처리, 컴퓨터비전/딥러닝 (2년 이상, 전문연구요원 가능)",큐픽스,"['C++', 'C', 'PyTorch', 'DeepLearning', 'Keras', 'Python', 'TensorFlow']",13,275,2,9,경기,성남시,70,2024-05-08 00:31:44.353891,https://www.jumpit.co.kr/position/22898,인공지능/머신러닝,C
1011334,(전문연구요원 가능) AI 컴파일러 엔지니어 채용,에너자이,"['C++', 'C', 'PyTorch', 'Scala', 'Haskell', 'DeepLearning', 'F#', 'TensorFlow']",18,2034,0,10,서울,강남구,70,2024-05-08 00:31:46.501904,https://www.jumpit.co.kr/position/8955,인공지능/머신러닝,C
1011337,어플리케이션 개발자,경우시스테크,"['CUDA', 'C++', 'C', 'OpenCV', 'Embedded Linux', '.NET', 'DeepLearning', 'MachineLearning']",5,340,3,15,서울,금천구,70,2024-05-08 00:31:46.501904,https://www.jumpit.co.kr/position/14845,인공지능/머신러닝,C
1011339,컴퓨터 비전 딥러닝/머신러닝 개발자(ADAS/DMS/영상인식) (팀장급),에프에스솔루션,"['C++', 'C', 'PyTorch', 'Docker', 'OpenCV', 'DeepLearning', 'Embedded', 'MachineLearning', 'Python', 'TensorFlow']",3,267,10,15,경기,성남시,70,2024-05-08 00:31:47.575140,https://www.jumpit.co.kr/position/19117,인공지능/머신러닝,C
1011344,[일진그룹 계열사] SW개발팀 UE파트/초음파 진단 장비 알고리즘 개발 채용,알피니언메디칼시스템,"['C++', 'C', 'SW', 'Visual C++', 'MATLAB']",2,307,0,10,서울,강서구,70,2024-05-08 00:31:53.980187,https://www.jumpit.co.kr/position/19364,인공지능/머신러닝,C
1011354,[판교 자동차SW 유망기업] Vision Algorithm 개발,리트빅,"['C++', 'Visual Studio Code', 'AI/인공지능', 'C', 'Linux', 'SW', 'OpenCV', 'JSP', 'DeepLearning', 'Windows', 'Python']",0,46,7,15,경기,성남시,70,2024-05-08 00:32:01.556770,https://www.jumpit.co.kr/position/24590,인공지능/머신러닝,C
1011364,AI SOC 응용 프로그램 개발자,딥인사이트,"['Caffe2', 'RTOS', 'AI/인공지능', 'C++', 'PyTorch', 'C', 'SW', 'DeepLearning', 'TensorFlow', 'Python']",0,87,2,7,경기,성남시,70,2024-05-08 00:32:10.105024,https://www.jumpit.co.kr/position/23733,인공지능/머신러닝,C
1011366,[4DREPLAY] C/C++ Application Development 개발자 채용(경력),포디리플레이코리아,"['C#', 'REST API', 'C++', 'C', 'Socket.IO', 'TCP/IP', 'WPF', 'Apache HTTP Server']",2,92,5,10,서울,강남구,70,2024-05-08 00:32:13.313673,https://www.jumpit.co.kr/position/24033,인공지능/머신러닝,C
1011371,Reinforcement Learning Engineer(전문연구요원 가능),플라잎,"['C++', 'C', 'PyTorch', 'Linux', 'MachineLearning', 'Python', 'TensorFlow']",1,16,3,5,경기,성남시,70,2024-05-08 00:32:19.746395,https://www.jumpit.co.kr/position/24723,인공지능/머신러닝,C
1011404,통신 네트워크 구축 및 시스템구축,인텍에프에이,"['Java', 'C++', 'C', 'SW', 'Network', 'Python']",7,313,0,10,경기,용인시,70,2024-05-08 00:30:46.370091,https://www.jumpit.co.kr/position/18727,devops/시스템 엔지니어,C
1011413,해운 물류 운영 ERP 시스템 리더급 개발자,아로아랩스,"['Golang', 'Vue.js', 'Java', 'C++', 'ERP', 'C', 'JavaScript', 'Vb.net', 'PHP', 'MSSQL']",0,125,5,10,서울,마포구,70,2024-05-08 00:30:53.866046,https://www.jumpit.co.kr/position/24275,devops/시스템 엔지니어,C
1011414,보안 네트워크 개발자,펜타시큐리티,"['C++', 'Shell', 'C', 'Linux', 'Network', 'TCP/IP', 'Python', 'Firewall']",3,285,3,20,서울,영등포구,70,2024-05-08 00:30:54.929994,https://www.jumpit.co.kr/position/22873,devops/시스템 엔지니어,C
1011445,컴퓨터 비전 / 로봇 개발자 모집,아고스비전,"['C++', 'C', 'linux', 'ROS', 'embedded']",5,556,0,10,서울,성북구,70,2024-05-08 00:31:18.563532,https://www.jumpit.co.kr/position/15437,devops/시스템 엔지니어,C
1011452,C/Rust 개발자,티에스엔랩,"['C', 'Rust', 'Linux', 'Network', 'Python']",6,204,0,5,경기,용인시,70,2024-05-08 00:31:20.711331,https://www.jumpit.co.kr/position/24474,devops/시스템 엔지니어,C
1011463,[Unannounced Project] DevOps Engineer (데브옵스 엔지니어),일렉트로닉아츠코리아,"['Jenkins', 'REST API', 'C++', 'C', 'Docker', 'Argo', 'Go', 'GitLab', 'gRPC', 'Kubernetes', 'Python']",5,387,5,15,서울,강남구,70,2024-05-08 00:31:26.088727,https://www.jumpit.co.kr/position/21396,devops/시스템 엔지니어,C
1011483,[신입] 코덱엔지니어(화질분석),블루닷,"['C', 'Linux', 'Python']",15,581,0,3,서울,강남구,70,2024-05-08 00:31:43.259783,https://www.jumpit.co.kr/position/18539,devops/시스템 엔지니어,C
1011491,서버 네트워크 엔지니어,에이스웍스코리아,"['C++', 'C', 'Linux', 'Network', 'TCP/IP']",1,102,0,5,서울,강남구,70,2024-05-08 00:31:48.635381,https://www.jumpit.co.kr/position/24369,devops/시스템 엔지니어,C
1011529,Linux System Engineer 전문연 가능,에이스웍스코리아,"['C++', 'Yocto', 'C', 'Linux', 'Python']",1,110,3,5,서울,강남구,70,2024-05-08 00:32:14.384579,https://www.jumpit.co.kr/position/23039,devops/시스템 엔지니어,C
1011535,양자 컴퓨터 아키텍쳐 운영(경력),노르마,"['C++', 'C']",0,29,3,10,서울,성동구,70,2024-05-08 00:32:19.746395,https://www.jumpit.co.kr/position/24325,devops/시스템 엔지니어,C
1011550,보안 네트워크 개발자,펜타시큐리티,"['C++', 'Shell', 'C', 'Linux', 'Network', 'TCP/IP', 'Python', 'Firewall']",3,285,3,20,서울,영등포구,70,2024-05-08 00:30:54.929994,https://www.jumpit.co.kr/position/22873,정보보안 담당자,C
1011552,"사내 IT담당자(MES, ERP) 상시채용",에이팩트,"['C#', 'Java', 'C++', 'ERP', 'C', 'Linux', 'Visual C++', 'JavaScript', 'MES']",7,778,0,12,충북,진천군,70,2024-05-08 00:30:59.225842,https://www.jumpit.co.kr/position/14789,정보보안 담당자,C
1011567,네트워크보안 SW개발자 모집,케이엑스넥스지,"['C', 'SW', 'VPN', 'IPS', 'Python', 'Firewall']",5,757,2,10,서울,강동구,70,2024-05-08 00:31:48.635381,https://www.jumpit.co.kr/position/4247,정보보안 담당자,C
1011582,네트워크 개발,프라이빗테크놀로지,"['FW', 'C++', 'C', 'Linux', 'VPN', 'TCP/IP', 'IPS']",0,70,3,10,서울,마포구,70,2024-05-08 00:32:13.313673,https://www.jumpit.co.kr/position/22438,정보보안 담당자,C
1011608,소프트웨어 테스트 엔지니어 채용,엠디에스인텔리전스,"['C++', 'C', 'SW']",7,270,4,10,경기,성남시,70,2024-05-08 00:31:14.242202,https://www.jumpit.co.kr/position/21830,QA 엔지니어,C
1011610,소프트웨어 QA/QC 담당자 (Secure Coding),딥인사이트,"['QA', 'AI/인공지능', 'C++', 'C', 'SW', 'DeepLearning']",5,307,0,10,경기,성남시,70,2024-05-08 00:31:17.476507,https://www.jumpit.co.kr/position/23319,QA 엔지니어,C
1011633,SLAM & Navigation Engineer,알지에이아이엔씨(RGA Inc.),"['C++', 'C', 'Python']",3,221,0,10,서울,서초구,70,2024-05-08 00:30:36.705313,https://www.jumpit.co.kr/position/23563,개발 PM,C
1011639,인공위성기업 [루미르] 백엔드 개발 채용 (기술2부),루미르,"['TypeScript', 'Java', 'C++', 'C', 'Django', 'JavaScript', 'Node.js', 'Spring', 'Python', 'SQL']",4,448,0,20,경기,용인시,70,2024-05-08 00:30:46.370091,https://www.jumpit.co.kr/position/24542,개발 PM,C
1011640,모빌리티 분야 PM(프로젝트 매니저) 모집,아이나비시스템즈,"['Java', 'REST API', 'C++', 'C', 'Linux', 'Confluence', 'iOS', 'Android OS', 'Jira']",3,154,5,15,경기,성남시,70,2024-05-08 00:30:46.370091,https://www.jumpit.co.kr/position/22019,개발 PM,C
1011648,Development PM (5년 이상),씨드로닉스,"['C++', 'AI/인공지능', 'C', 'DeepLearning', 'Python']",0,99,5,15,서울,강남구,70,2024-05-08 00:31:09.947955,https://www.jumpit.co.kr/position/23174,개발 PM,C
1011665,Engineering PM (5년 이상),씨드로닉스,"['C++', 'C', 'PCB', 'HW', 'Python']",1,96,5,15,서울,강남구,70,2024-05-08 00:31:29.318226,https://www.jumpit.co.kr/position/23178,개발 PM,C
1011672,Tech lead (모바일 보안 SaaS 개발팀),잉카엔트웍스,"['Java', 'C++', 'C', 'Linux', 'iOS', 'Android OS', 'AWS']",0,30,15,25,서울,강남구,70,2024-05-08 00:31:38.957231,https://www.jumpit.co.kr/position/24576,개발 PM,C
1011679,컴퓨터 비전 딥러닝/머신러닝 개발자(ADAS/DMS/영상인식) (팀장급),에프에스솔루션,"['C++', 'C', 'PyTorch', 'Docker', 'OpenCV', 'DeepLearning', 'Embedded', 'MachineLearning', 'Python', 'TensorFlow']",3,267,10,15,경기,성남시,70,2024-05-08 00:31:47.575140,https://www.jumpit.co.kr/position/19117,개발 PM,C
1011686,SW기술연구소 경력사원 채용,애니메디솔루션,"['C++', 'C', 'Unreal Engine', 'Unity', 'SW', 'JavaScript', 'BabylonJS', 'iOS', 'Android OS', 'three.js']",6,243,5,10,서울,송파구,70,2024-05-08 00:31:59.416002,https://www.jumpit.co.kr/position/20441,개발 PM,C
1011688,자동차 AUTOSAR 플랫폼 SW 개발,네오펙트,"['C++', 'C', 'SW']",5,260,1,10,경기,성남시,70,2024-05-08 00:32:03.690791,https://www.jumpit.co.kr/position/20369,개발 PM,C
1011704,[베스텔라랩] 개발팀장,베스텔라랩,"['C++', 'Git', 'C', 'Linux', 'SW', 'ROS', 'Spring Framework', 'AWS', 'Python', 'SQL']",2,68,5,14,경기,안양시,70,2024-05-08 00:32:20.821105,https://www.jumpit.co.kr/position/24261,개발 PM,C
1011707,개발 PM (경력 5년 이상),파더스랩,"['C++', 'C', 'Linux', 'Confluence', 'Embedded Linux', 'Embedded', 'Visual Studio', 'Jira']",0,6,5,15,서울,강남구,70,2024-05-08 00:32:25.077200,https://www.jumpit.co.kr/position/24706,개발 PM,C
1011713,하드웨어 개발 신입/경력 채용,엠투아이코퍼레이션,"['RTOS', 'C++', 'C', 'Linux', 'Pads', 'Orcad']",3,117,0,4,경기,안양시,70,2024-05-08 00:30:34.523141,https://www.jumpit.co.kr/position/23994,HW/임베디드,C
1011715,무선 Edge Device SW 개발,한화비전,"['C++', 'C', 'Embedded Linux']",0,183,2,15,경기,성남시,70,2024-05-08 00:30:35.588934,https://www.jumpit.co.kr/position/23974,HW/임베디드,C
1011718,덴탈 유닛체어 FW 개발,덴티움,"['FW', 'C++', 'C', 'HW']",4,204,0,5,경기,수원시,70,2024-05-08 00:30:42.065042,https://www.jumpit.co.kr/position/22633,HW/임베디드,C
1011720,Robot Control Engineer,알지에이아이엔씨(RGA Inc.),"['C#', 'RTOS', 'C++', 'C', 'Linux', 'SW', 'ROS', 'Embedded', 'MATLAB', 'HW']",42,1319,0,20,서울,서초구,70,2024-05-08 00:30:44.226482,https://www.jumpit.co.kr/position/17582,HW/임베디드,C
1011721,고전압전원장치 개발 채용,쎄크,"['FW', 'C', 'Analog', 'Embedded', 'PCB', 'HW']",2,101,0,6,경기,수원시,70,2024-05-08 00:30:48.504468,https://www.jumpit.co.kr/position/23907,HW/임베디드,C
1011722,SW/임베디드 정규직 채용,네오티스,"['C++', 'C', 'SW', 'Embedded', 'HW']",10,785,0,10,경기,안성시,70,2024-05-08 00:30:51.731595,https://www.jumpit.co.kr/position/13832,HW/임베디드,C
1011723,기업부설연구소 FPGA Logic F/W 개발,에스디티,"['C', 'FPGA', 'Verilog', 'HW']",19,453,0,9,서울,강남구,70,2024-05-08 00:30:51.731595,https://www.jumpit.co.kr/position/18379,HW/임베디드,C
1011728,임베디드 MCU 펌웨어 개발자,트리즈엔지니어링,"['FW', 'C', 'Embedded', 'ARM', 'MCU']",15,1253,2,10,서울,강남구,70,2024-05-08 00:30:59.225842,https://www.jumpit.co.kr/position/10631,HW/임베디드,C
1011733,SW 개발 - 경력직 채용,블루텍,"['C#', 'FW', 'C++', 'C', 'SW', 'Linux', 'Embedded Linux']",6,524,0,10,대전,유성구,70,2024-05-08 00:31:03.521153,https://www.jumpit.co.kr/position/13458,HW/임베디드,C
1011734,펌웨어 개발자,캐스트프로,"['FW', 'C', 'MCU']",4,69,1,20,경기,성남시,70,2024-05-08 00:31:05.659364,https://www.jumpit.co.kr/position/24241,HW/임베디드,C
1011737,차량용 블랙박스 개발자,엠브레인,"['C++', 'C', 'JavaScript', 'PHP', 'Embedded']",11,1193,0,10,경기,용인시,70,2024-05-08 00:31:11.028978,https://www.jumpit.co.kr/position/802,HW/임베디드,C
1011738,HW/임베디드 개발자 모집,메타이노텍,"['FW', 'C++', 'C', 'SW', 'Embedded', 'PCB', 'HW']",3,499,3,10,경기,수원시,70,2024-05-08 00:31:12.109365,https://www.jumpit.co.kr/position/14518,HW/임베디드,C
1011740,펌웨어 개발자 채용,엠투클라우드,"['FW', 'C', 'MCU']",8,631,4,10,서울,송파구,70,2024-05-08 00:31:13.167893,https://www.jumpit.co.kr/position/16693,HW/임베디드,C
1011742,[슈프리마] 커스터마이징 FW 개발자 모집,슈프리마,"['Java', 'C++', 'C', 'Git', 'Embedded Linux', 'Android OS']",1,98,10,15,경기,성남시,70,2024-05-08 00:31:18.563532,https://www.jumpit.co.kr/position/23086,HW/임베디드,C
1011743,F/W개발 신입 및 경력직원 채용,인텍에프에이,"['FW', 'C', 'Embedded']",1,41,0,10,경기,용인시,70,2024-05-08 00:31:18.563532,https://www.jumpit.co.kr/position/24616,HW/임베디드,C
