,제목,회사명,refine_기술스택,스크랩수,조회수,최소경력,최대경력,주소(시도),주소(시군구),취업축하금,데이터수집일,URL,카테고리,기술스택
1000026,서버 개발자 모집,마이베네핏,"['AWS', 'REST API', 'MySQL', 'AZURE', 'Java', 'Node.js', 'JavaScript']",5,223,6,8,서울,서초구,70,2024-04-02 22:37:27.424620,https://www.jumpit.co.kr/position/22969,서버/백엔드 개발자,Java
1000027,C# 개발자(unity) 채용,씨유박스,"['C#', 'Unity', 'WebGL', 'Java']",4,182,2,10,서울,강남구,70,2024-04-02 22:37:27.424620,https://www.jumpit.co.kr/position/23062,서버/백엔드 개발자,Java
1000028,백엔드 개발자 채용(서울),킥더허들,"['Java', 'Spring Boot', 'MariaDB', 'JavaScript', 'jQuery', 'Jenkins', 'Git', 'AWS', 'MongoDB', 'Cassandra']",5,181,6,8,서울,강남구,70,2024-04-02 22:37:27.424620,https://www.jumpit.co.kr/position/23294,서버/백엔드 개발자,Java
1000033,"백엔드, 서버 개발자(경력 5년 이상)",내몸랩,"['Spring Data JPA', 'Java', 'Spring Framework', 'React', 'JavaScript', 'AWS', 'MariaDB', 'Firebase Realtime Database', 'AWS Lambda']",121,5876,5,7,서울,강남구,70,2024-04-02 22:37:28.603984,https://www.jumpit.co.kr/position/11720,서버/백엔드 개발자,Java
1000035,[서울] 백엔드 Backend 개발자 (주임~차장),리만코리아,"['Java', 'Spring', 'Spring Boot', 'Spring Data JPA', 'Hibernate', 'AWS']",5,174,3,20,서울,강남구,70,2024-04-02 22:37:29.732201,https://www.jumpit.co.kr/position/23901,서버/백엔드 개발자,Java
1000036,[빗썸] Back End - 거래소 서비스 개발 (3년 이상),빗썸코리아,"['Java', 'Spring Boot', 'Kafka', 'Redis', 'MongoDB', 'Oracle', 'MySQL', 'Spring Data JPA', 'Gradle', 'Jenkins']",106,4853,3,7,서울,강남구,70,2024-04-02 22:37:29.732201,https://www.jumpit.co.kr/position/8969,서버/백엔드 개발자,Java
1000037,[IT헬스케어] Backend Server 개발,세나클소프트,"['Java', 'Spring Framework', 'Linux', 'AWS', 'Hadoop', 'Kafka', 'Elasticsearch']",83,2559,3,15,서울,강남구,70,2024-04-02 22:37:29.732201,https://www.jumpit.co.kr/position/357,서버/백엔드 개발자,Java
1000038,백엔드 서버 개발자 (Backend),비밀리,"['Java', 'Spring', 'Spring Boot', 'Spring Data JPA', 'MSA', 'MySQL', 'PostgreSQL', 'Docker', 'gRPC', 'Kafka', 'Redis']",49,1482,4,15,경기,성남시,70,2024-04-02 22:37:29.732201,https://www.jumpit.co.kr/position/17907,서버/백엔드 개발자,Java
1000039,[4DREPLAY] Web Back-end Development 개발자 채용 (경력),포디리플레이코리아,"['AWS', 'MySQL', 'MSSQL', 'MongoDB', 'Redis', 'PostgreSQL', 'REST API', 'Node.js', 'ExpressJS', 'Java']",10,352,2,5,서울,강남구,70,2024-04-02 22:37:29.732201,https://www.jumpit.co.kr/position/22851,서버/백엔드 개발자,Java
1000040,렌탈 솔루션 개발/운영(JAVA),웅진,"['Java', 'JSP', 'Nexacro']",11,194,8,20,서울,중구,70,2024-04-02 22:37:29.732201,https://www.jumpit.co.kr/position/23356,서버/백엔드 개발자,Java
1000042,[SK계열사] 자바 백엔드 개발자(사이트팀),파킹클라우드,"['Java', 'Spring Boot', 'NoSql', 'REST API', 'Vue.js']",42,1381,5,12,서울,금천구,70,2024-04-02 22:37:30.922520,https://www.jumpit.co.kr/position/10833,서버/백엔드 개발자,Java
1000043,[파트타임] 블록체인 지갑 및 AI 플랫폼 백엔드,체인위드,"['Java', 'AI/인공지능', 'Blockchain']",57,2438,0,10,서울,강남구,70,2024-04-02 22:37:32.047507,https://www.jumpit.co.kr/position/18085,서버/백엔드 개발자,Java
1000044,Backend Engineer,위펀,"['Java', 'Spring Boot', 'QueryDSL', 'MySQL', 'MariaDB']",43,1265,3,10,서울,강남구,70,2024-04-02 22:37:32.047507,https://www.jumpit.co.kr/position/20319,서버/백엔드 개발자,Java
1000045,E커머스 플랫폼 Back-end개발자,아이디에스앤트러스트,"['AWS', 'Java', 'Spring', 'MySQL', 'Oracle', 'Linux']",5,154,5,10,서울,강남구,70,2024-04-02 22:37:32.047507,https://www.jumpit.co.kr/position/23570,서버/백엔드 개발자,Java
1000047,Backend 개발 및 유지보수,엠디에스인텔리전스,"['NoSql', 'Spring', 'Spring Boot', 'Linux', 'Java', 'PostgreSQL', 'Git', 'Docker', 'AWS']",17,538,4,10,경기,성남시,70,2024-04-02 22:37:32.047507,https://www.jumpit.co.kr/position/21538,서버/백엔드 개발자,Java
1000048,[파주] 백엔드 개발자,날개물류,"['Java', 'Spring', 'Spring Data JPA', 'AWS', 'MSA', 'Hibernate', 'Kafka', 'MySQL', 'NoSql', 'EDA', 'QueryDSL']",32,915,1,15,경기,파주시,70,2024-04-02 22:37:32.047507,https://www.jumpit.co.kr/position/22171,서버/백엔드 개발자,Java
1000049,백엔드 개발자,오아시스비즈니스,"['Java', 'Spring Boot', 'QueryDSL', 'NoSql', 'Spring Data JPA', 'GCP']",21,464,5,7,서울,강남구,70,2024-04-02 22:37:33.169304,https://www.jumpit.co.kr/position/22339,서버/백엔드 개발자,Java
1000050,[펜타시큐리티] SpringBoot 백엔드 개발자 모집,펜타시큐리티,"['Spring Boot', 'MySQL', 'Java', 'Spring', 'JavaScript']",7,246,3,10,서울,영등포구,70,2024-04-02 22:37:33.169304,https://www.jumpit.co.kr/position/23991,서버/백엔드 개발자,Java
1000051,Backend 개발자,웨이센,"['FastAPI', 'Spring Boot', 'Python', 'Java', 'MySQL', 'Docker', 'Kubernetes', 'NoSql']",21,408,2,5,서울,강남구,70,2024-04-02 22:37:33.169304,https://www.jumpit.co.kr/position/23847,서버/백엔드 개발자,Java
1000052,[워트 개발팀] Java 백엔드 개발자 모집,워트인텔리전스,"['Java', 'Spring', 'REST API', 'Mybatis', 'AWS', 'NGINX', 'Linux', 'Spring Framework', 'SQL', 'MySQL']",56,2989,5,15,서울,서초구,70,2024-04-02 22:37:33.169304,https://www.jumpit.co.kr/position/6137,서버/백엔드 개발자,Java
1000053,[연구개발본부] 웹어플리케이션 백엔드 개발 (2년이상),이글루코퍼레이션,"['Spring Framework', 'Java', 'REST API', 'MySQL', 'MariaDB', 'Docker', 'Hibernate', 'Spring Data JPA', 'Spring Boot']",5,147,2,7,서울,송파구,70,2024-04-02 22:37:33.169304,https://www.jumpit.co.kr/position/23976,서버/백엔드 개발자,Java
1000054,"[차량솔루션1팀] 웹 개발자(초급, 중급)",슈어소프트테크,['Java'],3,252,2,15,경기,성남시,70,2024-04-02 22:37:33.169304,https://www.jumpit.co.kr/position/22889,서버/백엔드 개발자,Java
1000055,[휴머스온] 통합메세징 솔루션 개발자 채용 (3년 이상),휴머스온,"['Java', 'Spring Framework', 'Linux', 'MySQL']",0,83,3,12,서울,강남구,70,2024-04-02 22:37:34.280335,https://www.jumpit.co.kr/position/22826,서버/백엔드 개발자,Java
1000057,백엔드 개발자,골프존씨엠,"['Java', 'Spring', 'Spring Framework', 'REST API', 'MySQL', 'Linux']",16,285,3,10,서울,강남구,70,2024-04-02 22:37:34.280335,https://www.jumpit.co.kr/position/23593,서버/백엔드 개발자,Java
1000059,백엔드 개발자 모집,이에스이,"['Spring', 'Java', 'PostgreSQL', 'MySQL', 'NoSql', 'Kafka', 'RabbitMQ', 'Redis']",30,1915,3,10,경기,성남시,70,2024-04-02 22:37:34.280335,https://www.jumpit.co.kr/position/13812,서버/백엔드 개발자,Java
1000061,Server & Web Engineer,라이트뷰,"['Spring Framework', 'Angular 2', 'Vue.js', 'TypeScript', 'Java', 'MySQL', 'MongoDB', 'Redis', 'AWS', 'AngularJS']",23,626,1,10,서울,마포구,70,2024-04-02 22:37:35.461725,https://www.jumpit.co.kr/position/23479,서버/백엔드 개발자,Java
1000064,서버/백엔드 개발자 모집,오스카앤블록,"['Java', 'MySQL', 'MariaDB']",82,1285,3,10,서울,강남구,70,2024-04-02 22:37:35.461725,https://www.jumpit.co.kr/position/16289,서버/백엔드 개발자,Java
1000065,Back-End 개발자 (3년 이상),지니웍스,"['Java', 'Spring Framework', 'Git', 'Linux', 'MySQL', 'NoSql', 'AWS']",19,467,3,9,서울,강남구,70,2024-04-02 22:37:36.579874,https://www.jumpit.co.kr/position/22489,서버/백엔드 개발자,Java
1000067,SNS마케팅 솔루션 프로그램 (웹/앱 개발팀) 채용합니다.,더오름,"['Java', 'Node.js', 'PHP', 'JavaScript', 'MySQL']",44,2951,1,10,경기,부천시,70,2024-04-02 22:37:36.579874,https://www.jumpit.co.kr/position/5015,서버/백엔드 개발자,Java
1000068,백엔드 개발자,이파피루스,"['Java', 'Spring', 'JSP', 'Jenkins', 'Git', 'AWS', 'REST API', 'Spring Framework']",25,590,3,8,경기,성남시,70,2024-04-02 22:37:36.579874,https://www.jumpit.co.kr/position/21611,서버/백엔드 개발자,Java
1000069,백엔드 개발자 (7년이상),오아시스비즈니스,"['Java', 'AWS', 'Spring Boot', 'QueryDSL', 'NoSql', 'Spring Data JPA']",8,305,7,10,서울,강남구,70,2024-04-02 22:37:36.579874,https://www.jumpit.co.kr/position/22888,서버/백엔드 개발자,Java
1000073,백엔드 개발자,스마트올리브,"['Spring Boot', 'Java', 'JSP', 'Spring', 'MySQL']",41,1978,2,10,서울,강서구,70,2024-04-02 22:37:37.699576,https://www.jumpit.co.kr/position/17261,서버/백엔드 개발자,Java
1000075,서버/백엔드/유지보수 개발자 모집,한국비즈넷,"['Java', 'Oracle', 'MSSQL']",8,437,5,15,서울,구로구,70,2024-04-02 22:37:38.890951,https://www.jumpit.co.kr/position/19422,서버/백엔드 개발자,Java
1000078,Backend Engineer 경력직 모집,메이크스타,"['Java', 'Spring Boot', 'AWS', 'Spring Framework', 'MySQL', 'Redis', 'MongoDB', 'Kubernetes', 'GitHub', 'Jenkins']",44,946,3,15,서울,강남구,70,2024-04-02 22:37:40.007776,https://www.jumpit.co.kr/position/20039,서버/백엔드 개발자,Java
1000080,서버/백엔드 개발자 채용,스케치북,"['Java', 'SQL', 'AWS', 'Docker', 'Kubernetes']",9,376,5,10,서울,서초구,70,2024-04-02 22:37:40.007776,https://www.jumpit.co.kr/position/22245,서버/백엔드 개발자,Java
1000081,[eMoldino] 백엔드 개발자,이몰디노,"['Java', 'Gradle', 'Spring MVC', 'Spring Boot', 'Hibernate', 'MySQL', 'Kafka', 'Zookeeper', 'Python', 'AWS', 'Kubernetes']",17,849,8,15,서울,중구,70,2024-04-02 22:37:40.007776,https://www.jumpit.co.kr/position/19040,서버/백엔드 개발자,Java
1000083,러셀 웹개발자 채용,메가스터디교육,"['Java', 'Spring', 'Spring Boot', 'MSSQL', 'MySQL', 'Classic ASP']",5,164,4,8,서울,서초구,70,2024-04-02 22:37:40.007776,https://www.jumpit.co.kr/position/23445,서버/백엔드 개발자,Java
1000084,솔루션 개발자,엠서클,"['Spring Boot', 'Spring', 'REST API', 'Oracle', 'Java']",34,744,3,10,서울,강남구,70,2024-04-02 22:37:40.007776,https://www.jumpit.co.kr/position/20080,서버/백엔드 개발자,Java
1000086,"Software Engineer, Search",야놀자(yanolja),"['Java', 'Python', 'C++', 'Kotlin']",59,1084,2,8,서울,강남구,70,2024-04-02 22:37:41.164907,https://www.jumpit.co.kr/position/22013,서버/백엔드 개발자,Java
1000090,Back-end Developer (Kubernetes Platform),오케스트로,"['Java', 'Spring Boot', 'MariaDB', 'Kafka']",24,805,3,10,서울,영등포구,70,2024-04-02 22:37:42.308296,https://www.jumpit.co.kr/position/21670,서버/백엔드 개발자,Java
1000091,백엔드 개발 팀장 채용,알스퀘어,"['Spring', 'Kotlin', 'AWS', 'Etl', 'Java', 'MySQL', 'PostgreSQL', 'Git', 'GCP', 'MSA']",1,150,10,20,서울,강남구,70,2024-04-02 22:37:42.308296,https://www.jumpit.co.kr/position/23078,서버/백엔드 개발자,Java
1000094,백엔드 개발자(경력),모두의연구소,"['Java', 'Spring Boot', 'Redis', 'PostgreSQL', 'NoSql', 'Python']",22,325,2,8,서울,강남구,70,2024-04-02 22:37:42.308296,https://www.jumpit.co.kr/position/23905,서버/백엔드 개발자,Java
1000096,"[TRUMPIA, 외국계] Java Backend 서비스 개발자 모집",트럼피아,"['Java', 'Spring Framework', 'Spring Data JPA', 'REST API', 'Docker', 'MariaDB', 'Elasticsearch']",93,2987,3,12,서울,강남구,70,2024-04-02 22:37:42.308296,https://www.jumpit.co.kr/position/512,서버/백엔드 개발자,Java
1000099,"Senior, Back-end Engineer (Catalog Knowledge)",쿠팡(coupang),"['Java', 'Spring', 'Postman', 'AWS', 'Kubernetes', 'Cassandra', 'Dynamo', 'MySQL', 'Kotlin', 'Python']",29,861,3,9,서울,송파구,70,2024-04-02 22:37:43.444664,https://www.jumpit.co.kr/position/21772,서버/백엔드 개발자,Java
1000103,솔루션 개발 경력자 채용,투씨드,"['Java', 'Linux', 'Python', 'GitLab', 'Docker', 'Kubernetes', 'AWS']",34,3398,3,15,서울,금천구,70,2024-04-02 22:37:44.636940,https://www.jumpit.co.kr/position/13522,서버/백엔드 개발자,Java
1000104,백엔드 개발자,전능아이티,"['Kotlin', 'Scala', 'Java']",11,498,2,9,서울,서초구,70,2024-04-02 22:37:44.636940,https://www.jumpit.co.kr/position/21090,서버/백엔드 개발자,Java
1000105,JAVA기반 시스템 설계/개발(모빌리티 시스템),웅진,"['Java', 'Spring']",5,205,10,20,서울,중구,70,2024-04-02 22:37:44.636940,https://www.jumpit.co.kr/position/23431,서버/백엔드 개발자,Java
1000108,"[차량솔루션2팀] 백엔드 웹 개발자(중, 고급)",슈어소프트테크,"['Java', 'JavaScript', 'Node.js', 'Electron']",9,280,3,15,경기,성남시,70,2024-04-02 22:37:45.759107,https://www.jumpit.co.kr/position/22050,서버/백엔드 개발자,Java
1000109,개발 리드,피어테크,"['Node.js', 'Python', 'Java', 'Linux', 'Docker', 'Go', 'Scala', 'C', 'Spark', 'Blockchain']",8,1020,3,8,서울,강남구,70,2024-04-02 22:37:45.759107,https://www.jumpit.co.kr/position/7987,서버/백엔드 개발자,Java
1000113,[Levvels] Backend Engineer,레벨스인크,"['Kotlin', 'Java', 'JavaScript', 'RDB', 'NoSql', 'Redis', 'AWS', 'K8S', 'Docker']",13,457,3,12,서울,서초구,70,2024-04-02 22:37:46.883281,https://www.jumpit.co.kr/position/22763,서버/백엔드 개발자,Java
1000117,Web (back-end) 개발인력(솔루션개발실),아이페이지온,"['Spring Framework', 'jQuery', 'JSP', 'Thymeleaf', 'AngularJS', 'REST API', 'WebRTC', 'Node.js', 'Java']",19,1192,2,10,서울,강남구,70,2024-04-02 22:37:49.283657,https://www.jumpit.co.kr/position/5739,서버/백엔드 개발자,Java
1000122,백엔드(Backend) 개발자,엑스페릭스,"['REST API', 'Java', 'SQL', 'NoSql', 'AWS', 'AZURE']",11,332,6,15,서울,송파구,70,2024-04-02 22:37:50.467652,https://www.jumpit.co.kr/position/22929,서버/백엔드 개발자,Java
1000124,서버/백엔드  경력 개발자,라온로드,"['Go', 'REST API', 'Docker', 'PostgreSQL', 'MariaDB', 'TCP/IP', 'GitHub Pages', 'Python', 'GitHub', 'MySQL', 'Java']",8,333,2,10,경기,성남시,70,2024-04-02 22:37:50.467652,https://www.jumpit.co.kr/position/22545,서버/백엔드 개발자,Java
1000125,"Senior Software Engineer, Back-end - 커머스플랫폼",야놀자(yanolja),"['Java', 'gRPC', 'MSA', 'Kubernetes']",1,108,7,15,서울,강남구,70,2024-04-02 22:37:50.467652,https://www.jumpit.co.kr/position/22890,서버/백엔드 개발자,Java
1000127,"향수 브랜드 백오피스 및 서버, 자바 Spring REST API 백엔드 개발자 모집",하이데브,"['Java', 'Spring', 'Spring MVC', 'Spring Boot', 'Spring Batch', 'Hibernate', 'Docker', 'AWS']",15,1712,2,10,부산,부산진구,70,2024-04-02 22:37:51.599255,https://www.jumpit.co.kr/position/21540,서버/백엔드 개발자,Java
1000128,C# 개발자(FRS) 채용,씨유박스,"['C#', 'Java']",4,261,1,10,서울,강남구,70,2024-04-02 22:37:51.599255,https://www.jumpit.co.kr/position/23061,서버/백엔드 개발자,Java
1000130,백엔드 개발자,아인잡,"['Java', 'Python', 'Spring', 'MySQL', 'NoSql', 'AWS', 'React', 'Next.js']",7,432,5,10,서울,강남구,70,2024-04-02 22:37:51.600248,https://www.jumpit.co.kr/position/20743,서버/백엔드 개발자,Java
1000131,[빗썸] 블록체인 기술 개발,빗썸코리아,"['Blockchain', 'Java', 'Jira', 'Confluence', 'Git']",40,1136,1,10,서울,강남구,70,2024-04-02 22:37:51.600248,https://www.jumpit.co.kr/position/20225,서버/백엔드 개발자,Java
1000132,java swing 개발자,아이페이지온,"['Java', 'Spring', 'GUI']",39,2946,2,8,서울,강남구,70,2024-04-02 22:37:51.600248,https://www.jumpit.co.kr/position/8155,서버/백엔드 개발자,Java
1000134,ICT사업본부 솔루션 백엔드 개발자 경력직 모집,이젬코,"['Java', 'Spring Boot', 'ERP', 'MES']",1,98,5,7,서울,성동구,70,2024-04-02 22:37:52.722924,https://www.jumpit.co.kr/position/22401,서버/백엔드 개발자,Java
1000138,[플랫폼개발] 풀스택 / 백엔드 / 프론트엔드,그라운드컨트롤,"['React', 'JavaScript', 'TypeScript', 'Java', 'PostgreSQL', 'Next.js', 'TailwindCSS', 'Solidity']",21,1198,3,8,서울,강남구,70,2024-04-02 22:37:52.722924,https://www.jumpit.co.kr/position/16011,서버/백엔드 개발자,Java
1000139,[인공지능/데이터 분석] 개발자 채용,아타드,"['DeepLearning', 'MachineLearning', 'AWS', 'Amazon EC2', 'Oracle', 'SQL', 'MySQL', 'AI/인공지능', 'C', 'C++', 'Java']",3,134,1,3,서울,강남구,70,2024-04-02 22:37:53.907807,https://www.jumpit.co.kr/position/23842,서버/백엔드 개발자,Java
1000142,Server 파트 리더 채용,고퀄,"['Java', 'Spring Framework', 'Spring Boot', 'Kotlin', 'Git', 'Redis']",48,2606,5,10,서울,금천구,70,2024-04-02 22:37:53.907807,https://www.jumpit.co.kr/position/15736,서버/백엔드 개발자,Java
1000145,서버 개발(백엔드),스왈라비,"['Java', 'AWS', 'Amazon EC2', 'Amazon RDS', 'Amazon S3', 'GCP', 'Linux', 'Git', 'Python']",57,2027,4,8,서울,강남구,70,2024-04-02 22:37:55.032164,https://www.jumpit.co.kr/position/7018,서버/백엔드 개발자,Java
1000147,디지털 자산 운용 퀀트 개발자,피어테크,"['REST API', 'AWS', 'Linux', 'Python', 'Java', 'Spring Boot']",22,1210,3,8,서울,강남구,70,2024-04-02 22:37:55.032164,https://www.jumpit.co.kr/position/7220,서버/백엔드 개발자,Java
1000148,백엔드 개발자(커뮤니티 서비스),커넥트온,"['PHP', 'Node.js', 'Java', 'JavaScript', 'Laravel', 'MySQL', 'MariaDB', 'AWS', 'GCP']",23,826,5,15,경기,성남시,70,2024-04-02 22:37:56.209312,https://www.jumpit.co.kr/position/19311,서버/백엔드 개발자,Java
1000149,[차량솔루션1팀] Java 개발자(중급),슈어소프트테크,"['Java', 'Eclipse']",3,243,3,15,경기,성남시,70,2024-04-02 22:37:56.209312,https://www.jumpit.co.kr/position/22048,서버/백엔드 개발자,Java
1000152,Java SpringBoot 백엔드 개발자 (5년 이상 경력),아이쿠카,"['Java', 'Spring Boot', 'AWS', 'REST API', 'Python', 'PostgreSQL', 'Apache HTTP Server']",28,1070,5,15,서울,마포구,70,2024-04-02 22:37:57.339182,https://www.jumpit.co.kr/position/19651,서버/백엔드 개발자,Java
1000156,백엔드 개발자 모집(경력 10년이상),와포,"['Java', 'Linux', 'MongoDB', 'MySQL', 'PostgreSQL', 'Node.js', 'Python', 'Spring Framework', 'Git']",16,876,10,20,서울,서초구,70,2024-04-02 22:37:59.639571,https://www.jumpit.co.kr/position/8908,서버/백엔드 개발자,Java
1000157,개발 팀장 (Tech Leader),테이블엔조이,"['Java', 'Spring Boot', 'Kubernetes', 'MSA', 'AZURE', 'Docker', 'TypeScript']",3,441,5,10,서울,구로구,70,2024-04-02 22:37:59.639571,https://www.jumpit.co.kr/position/19266,서버/백엔드 개발자,Java
1000158,백앤드 JAVA 개발자,블루로고,"['Spring Boot', 'Java', 'Spring Data JPA', 'Oracle', 'MariaDB', 'MSSQL']",3,181,5,10,서울,강남구,70,2024-04-02 22:37:59.639571,https://www.jumpit.co.kr/position/23427,서버/백엔드 개발자,Java
1000159,Java 백엔드 개발자 (5년 이상),라텔앤드파트너즈,"['MSSQL', 'SQL', 'AWS', 'Java', 'Spring', 'Mybatis', 'Amazon EC2', 'Amazon S3', 'Spring Boot', 'Spring Framework']",17,633,5,10,서울,중구,70,2024-04-02 22:37:59.639571,https://www.jumpit.co.kr/position/20584,서버/백엔드 개발자,Java
1000160,[시니스트 ]블록체인 콘텐츠 서비스 백엔드 개발,시니스트,"['Node.js', 'Java', 'Go', 'Python', 'Nft', 'React']",34,1465,2,10,서울,강남구,70,2024-04-02 22:38:00.768438,https://www.jumpit.co.kr/position/8694,서버/백엔드 개발자,Java
1000161,JAVA 개발자,폴리인스퍼레이션,"['JavaScript', 'Apache Tomcat', 'Microsoft SQL Server', 'Java', 'HTML5', 'Jenkins', 'Spring', 'Vue.js', 'Spring Framework', 'REST API']",26,1896,4,12,서울,송파구,70,2024-04-02 22:38:00.768438,https://www.jumpit.co.kr/position/2716,서버/백엔드 개발자,Java
1000163,[에이젠글로벌] Backend (java) Engineer,에이젠글로벌,"['Java', 'Spring', 'Spring Boot', 'Kafka', 'RabbitMQ', 'Git', 'NoSql']",31,1255,3,5,서울,영등포구,70,2024-04-02 22:38:01.889774,https://www.jumpit.co.kr/position/8987,서버/백엔드 개발자,Java
1000165,"[Coupang Pay] Staff, Backend Engineer",쿠팡(coupang),"['Java', 'Spring Framework', 'MSA', 'Spring Data JPA']",10,825,7,15,서울,송파구,70,2024-04-02 22:38:03.067034,https://www.jumpit.co.kr/position/21775,서버/백엔드 개발자,Java
1000167,JAVA 운영 정규직 모집,유니트론아이에스,"['Java', 'JavaScript', 'Spring', 'MySQL', 'Oracle', 'MariaDB', 'Spring Boot', 'Spring Framework', 'AWS', 'Slack']",45,2276,5,20,서울,마포구,70,2024-04-02 22:38:03.067034,https://www.jumpit.co.kr/position/10378,서버/백엔드 개발자,Java
1000169,"Staff, Back-end Engineer",쿠팡(coupang),"['Git', 'AWS', 'Java', 'Spring', 'Hibernate', 'Spring Data JPA', 'NoSql']",12,868,10,20,서울,송파구,70,2024-04-02 22:38:05.361752,https://www.jumpit.co.kr/position/21776,서버/백엔드 개발자,Java
1000170,"주문 중개 백엔드(Java,Spring) 경력직 채용",비욘드아이앤씨,"['Java', 'Spring Boot', 'Gradle', 'Jenkins', 'Redis', 'MSSQL', 'Spring']",23,1752,5,20,서울,성동구,70,2024-04-02 22:38:05.361752,https://www.jumpit.co.kr/position/3914,서버/백엔드 개발자,Java
1000172,API개발팀 백엔드 개발자,헥토데이터,"['Java', 'Spring Framework', 'Spring Batch', 'JUnit', 'MySQL', 'Git', 'Jenkins', 'Linux', 'Docker']",2,91,7,10,서울,강남구,70,2024-04-02 22:38:05.361752,https://www.jumpit.co.kr/position/23861,서버/백엔드 개발자,Java
1000173,Backend Engineer (전문연구요원 가능),큐픽스,"['Ruby', 'TypeScript', 'Java', 'Python', 'Node.js', 'Rails', 'AWS']",4,205,2,10,경기,성남시,70,2024-04-02 22:38:05.361752,https://www.jumpit.co.kr/position/23250,서버/백엔드 개발자,Java
1000174,[포도알] 백엔드 개발자,시니스트,"['Spring', 'Linux', 'Docker', 'AWS', 'Git', 'Java', 'Spring Framework', 'NoSql']",26,1971,5,10,서울,강남구,70,2024-04-02 22:38:05.361752,https://www.jumpit.co.kr/position/2076,서버/백엔드 개발자,Java
1000175,백엔드 개발자(경력),아이페이지온,"['Java', 'Spring', 'JavaScript', 'jQuery', 'Linux', 'Spring Framework', 'WebRTC']",14,822,3,10,서울,강남구,70,2024-04-02 22:38:06.553310,https://www.jumpit.co.kr/position/10802,서버/백엔드 개발자,Java
1000176,서버 백엔드 개발자 Server Developer,클레온,"['Kotlin', 'Java', 'Gradle', 'Netty', 'Spring MVC', 'Spring Boot', 'Spring Data JPA', 'Kubernetes', 'Kafka', 'Prometheus', 'Grafana']",78,3046,3,10,서울,중구,70,2024-04-02 22:38:06.553310,https://www.jumpit.co.kr/position/11788,서버/백엔드 개발자,Java
1000177,보안 통합 관리 시스템 매니저 개발자 모집,코닉글로리,"['Java', 'Elasticsearch', 'Spring Boot']",0,45,4,12,서울,강남구,70,2024-04-02 22:38:06.553310,https://www.jumpit.co.kr/position/23087,서버/백엔드 개발자,Java
1000178,오프라인 결제 개발자,엑심베이,"['Java', 'JavaScript', 'Spring Framework', 'Spring Boot', 'JSP', 'Linux']",17,541,3,7,서울,구로구,70,2024-04-02 22:38:06.553310,https://www.jumpit.co.kr/position/21306,서버/백엔드 개발자,Java
1000179,[슈프리마] BioStar 2 서버 개발자,슈프리마,"['C++', 'Java', 'Spring']",2,99,5,10,경기,성남시,70,2024-04-02 22:38:06.553310,https://www.jumpit.co.kr/position/22787,서버/백엔드 개발자,Java
1000182,[H2O KOREA] 예약사업부 개발팀 백엔드 개발자 모집,에이치투오호스피탈리티,"['Java', 'Spring', 'PHP', 'Python', 'MySQL', 'JavaScript', 'Docker', 'AWS', 'Linux']",2,44,1,3,서울,강남구,70,2024-04-02 22:38:07.730905,https://www.jumpit.co.kr/position/24041,서버/백엔드 개발자,Java
1000184,서버 및 백엔드 개발자 채용,피처링,"['Python', 'Java', 'JSP', 'PHP', 'AI/인공지능', 'BigData', 'MachineLearning', 'AWS', 'GCP', 'AZURE']",28,1978,5,10,서울,강남구,70,2024-04-02 22:38:07.730905,https://www.jumpit.co.kr/position/1706,서버/백엔드 개발자,Java
1000185,개발팀장/리더,아인잡,"['Java', 'REST API', 'Spring', 'Spring Boot', 'MySQL', 'AWS', 'Amazon RDS', 'RDB', 'Git', 'Confluence']",9,505,7,15,서울,강남구,70,2024-04-02 22:38:07.730905,https://www.jumpit.co.kr/position/20741,서버/백엔드 개발자,Java
1000186,백엔드 개발자(5년 이상),패스트뷰,"['Java', 'Spring Boot', 'MySQL', 'AWS', 'Git', 'Hibernate', 'Jira', 'Node.js', 'Kotlin']",36,1117,5,10,서울,강남구,70,2024-04-02 22:38:07.730905,https://www.jumpit.co.kr/position/17611,서버/백엔드 개발자,Java
1000190,중급 벡엔드 개발자 채용,티투엘,['Java'],3,357,5,9,서울,중구,70,2024-04-02 22:38:08.846763,https://www.jumpit.co.kr/position/12139,서버/백엔드 개발자,Java
1000193,BacK-End 개발자 경력 수시 채용,지니너스,"['Java', 'JSP', 'Spring', 'Spring Boot', 'jQuery', 'MySQL', 'MariaDB', 'Python', 'React.js Boilerplate']",14,805,5,12,서울,송파구,70,2024-04-02 22:38:10.027551,https://www.jumpit.co.kr/position/20635,서버/백엔드 개발자,Java
1000194,"기술연구소 5G 시스템 개발자 모집 (C, C++)",에스넷아이씨티,"['C', 'C++', 'Python', 'Linux', 'Java', 'FPGA']",24,643,0,5,서울,송파구,70,2024-04-02 22:38:10.027551,https://www.jumpit.co.kr/position/21200,서버/백엔드 개발자,Java
1000201,백엔드 파트 리더,더파이러츠,"['Java', 'Kotlin', 'Spring Framework', 'RDB', 'NoSql', 'MSA', 'Kafka']",7,345,5,10,서울,영등포구,70,2024-04-02 22:38:11.213717,https://www.jumpit.co.kr/position/22528,서버/백엔드 개발자,Java
