,제목,회사명,refine_기술스택,스크랩수,조회수,최소경력,최대경력,주소(시도),주소(시군구),취업축하금,데이터수집일,URL,카테고리,기술스택
2756,[Platform]Java Backend Server Engineer,앤서스랩코리아,"['java', 'rest api', 'aws', 'spring framework', 'mysql']",15,654,5,13,서울,강남구,70,2024-04-02 22:37:22.851201,https://www.jumpit.co.kr/position/14989,서버/백엔드 개발자,java
2782,백엔드 개발자 채용(본사),비엠텍시스템,"['java', 'spring framework', 'spring boot', 'rest api']",103,3377,2,5,서울,송파구,70,2024-04-02 22:37:28.603984,https://www.jumpit.co.kr/position/14991,서버/백엔드 개발자,java
3115,시니어 백엔드 개발자,오엔제이,"['java', 'spring', 'amazon ec2', 'Redis', 'MySQL', 'Git']",3,266,5,10,서울,강남구,70,2024-04-02 22:39:04.491199,https://www.jumpit.co.kr/position/20678,서버/백엔드 개발자,java
3154,백엔드 및 서버 개발자(경력 1년 이상),스쿨버스,"['java', 'Node.js', 'JavaScript', 'REST API', 'AWS', 'MariaDB', 'Flutter', 'Dart', 'Java']",3,47,1,3,서울,강서구,70,2024-04-02 22:39:20.767645,https://www.jumpit.co.kr/position/24079,서버/백엔드 개발자,java
3157,백엔드 개발자 채용(보령),비엠텍시스템,"['java', 'spring framework', 'spring boot', 'rest api']",1,541,4,8,충남,보령시,70,2024-04-02 22:39:23.007233,https://www.jumpit.co.kr/position/14992,서버/백엔드 개발자,java
3177,커머스 플랫폼 - 백엔드 개발자,스퀘어스,"['JavaScript', 'Node.js', 'typescript', 'java', 'python', 'Git', 'AWS', 'Redis', 'mysql']",0,22,3,9,서울,중구,70,2024-04-02 22:39:47.118733,https://www.jumpit.co.kr/position/24101,서버/백엔드 개발자,java
3289,프론트엔드 개발자 채용,비엠텍시스템,"['java', 'javascript', 'html5', 'css 3', 'angularjs']",21,1303,2,5,서울,송파구,70,2024-04-02 22:37:44.636940,https://www.jumpit.co.kr/position/14995,프론트엔드 개발자,java
3471,개발자(JAVA/Spring),쥬비스다이어트,"['java', 'javascript', 'Spring']",13,1224,3,8,서울,강남구,70,2024-04-02 22:37:15.788591,https://www.jumpit.co.kr/position/19731,웹 풀스택 개발자,java
3497,솔루션 및 웹 개발자 모집(java/jsp),티오이십일콤즈,"['sw', 'java', 'jsp', 'rest api', 'react', 'jquery', 'javascript', 'mysql', 'oracle']",0,103,5,10,서울,구로구,70,2024-04-02 22:37:28.603984,https://www.jumpit.co.kr/position/23389,웹 풀스택 개발자,java
3510,"여행 IT 개발(JAVA, Spring)자 채용",틱스잇,"['java', 'react', 'vue.js', 'Spring', 'Spring Framework', 'Git', 'Jira', 'Linux', 'AWS']",38,4703,2,10,서울,성동구,70,2024-04-02 22:37:35.461725,https://www.jumpit.co.kr/position/9448,웹 풀스택 개발자,java
3659,커머스 플랫폼 - 백엔드 개발자,스퀘어스,"['JavaScript', 'Node.js', 'typescript', 'java', 'python', 'Git', 'AWS', 'Redis', 'mysql']",0,22,3,9,서울,중구,70,2024-04-02 22:39:47.118733,https://www.jumpit.co.kr/position/24101,웹 풀스택 개발자,java
3703,안드로이드 및 iOS 기반 디바이스 애플리케이션 개발,엑스퍼트아이엔씨,"['Flutter', 'React Native', 'Android OS', 'iOS', 'java', 'kotlin', 'swift']",4,729,5,10,서울,송파구,70,2024-04-02 22:38:26.247533,https://www.jumpit.co.kr/position/14302,안드로이드 개발자,java
3704,IVI OS(Android Framework/AOSP) Engineer,42dot,"['android os', 'c++', 'java', 'kotlin', 'linux', 'network', 'embedded']",4,722,5,15,서울,강남구,70,2024-04-02 22:38:26.247533,https://www.jumpit.co.kr/position/15567,안드로이드 개발자,java
3812,안드로이드 및 iOS 기반 디바이스 애플리케이션 개발,엑스퍼트아이엔씨,"['Flutter', 'React Native', 'Android OS', 'iOS', 'java', 'kotlin', 'swift']",4,729,5,10,서울,송파구,70,2024-04-02 22:38:26.247533,https://www.jumpit.co.kr/position/14302,크로스플랫폼 앱개발자,java
4186,파츠몰 전산팀 팀원 모집,파츠몰,"['erp', 'java', 'mssql', 'asp.net']",2,229,0,3,경기,고양시,70,2024-04-02 22:38:12.403579,https://www.jumpit.co.kr/position/23555,devops/시스템 엔지니어,java
4198,Application Architect (고급),코그넷나인,['java'],0,112,8,15,서울,서초구,70,2024-04-02 22:38:22.732588,https://www.jumpit.co.kr/position/15495,devops/시스템 엔지니어,java
4457,프로젝트 어시스턴트,라라스테이션,"['java', 'microsoft office 365']",9,749,0,10,서울,강남구,70,2024-04-02 22:38:04.184628,https://www.jumpit.co.kr/position/15173,개발 PM,java
4468,개발팀 리드,오엔제이,"['java', 'spring', 'aws', 'react', 'typescript', 'Spring Data JPA', 'MySQL', 'Redis']",10,1182,10,20,서울,강남구,70,2024-04-02 22:38:22.732588,https://www.jumpit.co.kr/position/15716,개발 PM,java
4560,IVI OS(Android Framework/AOSP) Engineer,42dot,"['android os', 'c++', 'java', 'kotlin', 'linux', 'network', 'embedded']",4,722,5,15,서울,강남구,70,2024-04-02 22:38:26.247533,https://www.jumpit.co.kr/position/15567,HW/임베디드,java
4741,솔루션 및 웹 개발자 모집(java/jsp),티오이십일콤즈,"['sw', 'java', 'jsp', 'rest api', 'react', 'jquery', 'javascript', 'mysql', 'oracle']",0,103,5,10,서울,구로구,70,2024-04-02 22:37:28.603984,https://www.jumpit.co.kr/position/23389,SW/솔루션,java
5303,파츠몰 전산팀 팀원 모집,파츠몰,"['erp', 'java', 'mssql', 'asp.net']",2,229,0,3,경기,고양시,70,2024-04-02 22:38:12.403579,https://www.jumpit.co.kr/position/23555,기술지원,java
6391,안드로이드 및 iOS 기반 디바이스 애플리케이션 개발,엑스퍼트아이엔씨,"['Flutter', 'React Native', 'Android OS', 'iOS', 'java', 'kotlin', 'swift']",4,729,5,10,서울,송파구,70,2024-04-02 22:38:26.247533,https://www.jumpit.co.kr/position/14302,안드로이드 개발자,kotlin
6392,IVI OS(Android Framework/AOSP) Engineer,42dot,"['android os', 'c++', 'java', 'kotlin', 'linux', 'network', 'embedded']",4,722,5,15,서울,강남구,70,2024-04-02 22:38:26.247533,https://www.jumpit.co.kr/position/15567,안드로이드 개발자,kotlin
6500,안드로이드 및 iOS 기반 디바이스 애플리케이션 개발,엑스퍼트아이엔씨,"['Flutter', 'React Native', 'Android OS', 'iOS', 'java', 'kotlin', 'swift']",4,729,5,10,서울,송파구,70,2024-04-02 22:38:26.247533,https://www.jumpit.co.kr/position/14302,크로스플랫폼 앱개발자,kotlin
7248,IVI OS(Android Framework/AOSP) Engineer,42dot,"['android os', 'c++', 'java', 'kotlin', 'linux', 'network', 'embedded']",4,722,5,15,서울,강남구,70,2024-04-02 22:38:26.247533,https://www.jumpit.co.kr/position/15567,HW/임베디드,kotlin
11179,시니어 백엔드 개발자,오엔제이,"['java', 'spring', 'amazon ec2', 'Redis', 'MySQL', 'Git']",3,266,5,10,서울,강남구,70,2024-04-02 22:39:04.491199,https://www.jumpit.co.kr/position/20678,서버/백엔드 개발자,spring
12532,개발팀 리드,오엔제이,"['java', 'spring', 'aws', 'react', 'typescript', 'Spring Data JPA', 'MySQL', 'Redis']",10,1182,10,20,서울,강남구,70,2024-04-02 22:38:22.732588,https://www.jumpit.co.kr/position/15716,개발 PM,spring
13894,클라우드 플랫폼 개발자(3년 이상/삼성전자 프로젝트),아이투맥스,"['Spring', 'MariaDB', 'Svelte', 'Oracle', 'git', 'AWS', 'Linux', 'Jira', 'Slack', 'Spring Boot']",1,20,3,10,경기,용인시,70,2024-04-02 22:39:16.095080,https://www.jumpit.co.kr/position/24031,서버/백엔드 개발자,git
14587,React Native 앱개발자 채용,나우코딩랩스,"['react', 'react native', 'git', 'android os', 'ios', 'javascript', 'aws', 'typescript']",6,476,3,25,서울,중구,70,2024-04-02 22:39:07.933451,https://www.jumpit.co.kr/position/15505,크로스플랫폼 앱개발자,git
14623,Unity Client 개발자 모집,마이베네핏,"['unity', 'c++', 'c#', 'git']",12,702,0,7,서울,서초구,70,2024-04-02 22:37:34.280335,https://www.jumpit.co.kr/position/22391,게임 서버 개발자,git
14801,[경력] 코덱SW엔지니어(알고리즘 개발),블루닷,"['python', 'spring framework', 'aws', 'c', 'c++', 'git', 'gitlab', 'AI/인공지능']",0,121,4,12,서울,강남구,70,2024-04-02 22:38:20.414261,https://www.jumpit.co.kr/position/18096,인공지능/머신러닝,git
14830,[경력] 코덱엔지니어(화질분석),블루닷,"['python', 'c', 'git', 'Linux']",5,128,4,12,서울,강남구,70,2024-04-02 22:38:36.629674,https://www.jumpit.co.kr/position/18095,인공지능/머신러닝,git
15581,[경력] 코덱SW엔지니어(알고리즘 개발),블루닷,"['python', 'spring framework', 'aws', 'c', 'c++', 'git', 'gitlab', 'AI/인공지능']",0,121,4,12,서울,강남구,70,2024-04-02 22:38:20.414261,https://www.jumpit.co.kr/position/18096,SW/솔루션,git
15620,[경력] 코덱엔지니어(화질분석),블루닷,"['python', 'c', 'git', 'Linux']",5,128,4,12,서울,강남구,70,2024-04-02 22:38:36.629674,https://www.jumpit.co.kr/position/18095,SW/솔루션,git
19266,[Unstable Treasuries] 백엔드 개발자,오파트너스,"['nosql', 'firebase', 'aws', 'docker', 'node.js', 'rest api']",5,404,3,7,서울,성동구,70,2024-04-02 22:39:13.721433,https://www.jumpit.co.kr/position/15469,서버/백엔드 개발자,docker
19272,Cloud 기반 플랫폼 개발자 모집,씨온드림,"['C', 'C++', 'Network', 'kubernetes', 'docker', 'golang']",2,163,4,15,경기,성남시,70,2024-04-02 22:39:17.287168,https://www.jumpit.co.kr/position/19956,서버/백엔드 개발자,docker
19555,React 프론트엔드 개발자 모집,이원커뮤니케이션,"['javascript', 'react', 'gitlab', 'docker', 'mariadb']",4,346,4,8,서울,금천구,70,2024-04-02 22:38:56.405369,https://www.jumpit.co.kr/position/15188,프론트엔드 개발자,docker
21572,[Platform]Java Backend Server Engineer,앤서스랩코리아,"['java', 'rest api', 'aws', 'spring framework', 'mysql']",15,654,5,13,서울,강남구,70,2024-04-02 22:37:22.851201,https://www.jumpit.co.kr/position/14989,서버/백엔드 개발자,aws
21645,[병역특례] 백엔드개발(Node.js) 산업기능요원 모집,넛지헬스케어,"['Node.js', 'mysql', 'amazon dynamodb', 'postgresql', 'elasticsearch', 'aws']",71,3924,0,3,서울,강남구,70,2024-04-02 22:37:38.890951,https://www.jumpit.co.kr/position/11999,서버/백엔드 개발자,aws
21768,Node.js 백엔드 개발자 채용,나우코딩랩스,"['node.js', 'typescript', 'aws', 'amazon ec2', 'mysql']",19,1024,4,20,서울,중구,70,2024-04-02 22:38:11.213717,https://www.jumpit.co.kr/position/15501,서버/백엔드 개발자,aws
21954,[Unstable Treasuries] 백엔드 개발자,오파트너스,"['nosql', 'firebase', 'aws', 'docker', 'node.js', 'rest api']",5,404,3,7,서울,성동구,70,2024-04-02 22:39:13.721433,https://www.jumpit.co.kr/position/15469,서버/백엔드 개발자,aws
21979,서버/백엔드 개발자 채용,캔랩코리아,"['typescript', 'kubernetes', 'grpc', 'aws', 'amazon dynamodb', 'aws lambda', 'elasticsearch', 'node.js', 'JSON', 'JavaScript']",0,16,2,12,서울,서초구,70,2024-04-02 22:39:34.531913,https://www.jumpit.co.kr/position/24111,서버/백엔드 개발자,aws
22189,Frontend Developer(5년차 이상),바비톡,"['aws', 'react', 'TypeScript', 'JavaScript']",6,113,5,10,서울,강남구,70,2024-04-02 22:38:22.732588,https://www.jumpit.co.kr/position/23517,프론트엔드 개발자,aws
22323,웹 풀스택 개발자 경력사원 모집,호들,"['html5', 'css 3', 'typescript', 'react', 'node.js', 'graphql', 'next.js', 'mysql', 'aws']",14,1432,3,8,서울,강남구,70,2024-04-02 22:37:34.280335,https://www.jumpit.co.kr/position/15198,웹 풀스택 개발자,aws
22330,[병역특례] 풀스택개발 산업기능요원 모집,넛지헬스케어,"['Node.js', 'REST API', 'AWS', 'Git', 'aws', 'rest api', 'python', 'javascript', 'React', 'Redux']",61,2268,0,2,서울,강남구,70,2024-04-02 22:37:36.579874,https://www.jumpit.co.kr/position/12720,웹 풀스택 개발자,aws
22651,React Native 앱개발자 채용,나우코딩랩스,"['react', 'react native', 'git', 'android os', 'ios', 'javascript', 'aws', 'typescript']",6,476,3,25,서울,중구,70,2024-04-02 22:39:07.933451,https://www.jumpit.co.kr/position/15505,크로스플랫폼 앱개발자,aws
22761,"DW 아키텍쳐, 컨설턴트,  PL급, Cloud전문가",에스피에이치,"['Dw', 'Dm', 'BigData', 'SQL', 'MachineLearning', 'DeepLearning', 'Python', 'aws', 'gcp', 'google bigquery']",12,628,3,15,서울,마포구,70,2024-04-02 22:38:34.331005,https://www.jumpit.co.kr/position/10551,빅데이터 엔지니어,aws
22865,[경력] 코덱SW엔지니어(알고리즘 개발),블루닷,"['python', 'spring framework', 'aws', 'c', 'c++', 'git', 'gitlab', 'AI/인공지능']",0,121,4,12,서울,강남구,70,2024-04-02 22:38:20.414261,https://www.jumpit.co.kr/position/18096,인공지능/머신러닝,aws
23284,개발팀 리드,오엔제이,"['java', 'spring', 'aws', 'react', 'typescript', 'Spring Data JPA', 'MySQL', 'Redis']",10,1182,10,20,서울,강남구,70,2024-04-02 22:38:22.732588,https://www.jumpit.co.kr/position/15716,개발 PM,aws
23645,[경력] 코덱SW엔지니어(알고리즘 개발),블루닷,"['python', 'spring framework', 'aws', 'c', 'c++', 'git', 'gitlab', 'AI/인공지능']",0,121,4,12,서울,강남구,70,2024-04-02 22:38:20.414261,https://www.jumpit.co.kr/position/18096,SW/솔루션,aws
24648,Cloud 기반 플랫폼 개발자 모집,씨온드림,"['C', 'C++', 'Network', 'kubernetes', 'docker', 'golang']",2,163,4,15,경기,성남시,70,2024-04-02 22:39:17.287168,https://www.jumpit.co.kr/position/19956,서버/백엔드 개발자,kubernetes
24667,서버/백엔드 개발자 채용,캔랩코리아,"['typescript', 'kubernetes', 'grpc', 'aws', 'amazon dynamodb', 'aws lambda', 'elasticsearch', 'node.js', 'JSON', 'JavaScript']",0,16,2,12,서울,서초구,70,2024-04-02 22:39:34.531913,https://www.jumpit.co.kr/position/24111,서버/백엔드 개발자,kubernetes
27392,프론트엔드 웹개발자 경력직 채용,캐럿글로벌,"['javascript', 'html5', 'css 3', 'vue.js', 'angularjs']",205,7620,1,8,서울,서초구,70,2024-04-02 22:37:14.667975,https://www.jumpit.co.kr/position/15124,프론트엔드 개발자,javascript
27442,[쉬운 지원] 프론트엔드 개발자,르네상스랩스,"['typescript', 'react', 'javascript', 'solidity']",61,1248,3,10,서울,성동구,70,2024-04-02 22:37:27.424620,https://www.jumpit.co.kr/position/15410,프론트엔드 개발자,javascript
27481,프론트엔드 개발자 채용,비엠텍시스템,"['java', 'javascript', 'html5', 'css 3', 'angularjs']",21,1303,2,5,서울,송파구,70,2024-04-02 22:37:44.636940,https://www.jumpit.co.kr/position/14995,프론트엔드 개발자,javascript
27548,[Unstable Treasuries] Web3.0 / React 프론트엔드 개발자,오파트너스,"['javascript', 'typescript', 'react', 'css 3', 'html5', 'next.js', 'webpack', 'github']",15,746,3,7,서울,성동구,70,2024-04-02 22:38:14.676481,https://www.jumpit.co.kr/position/15445,프론트엔드 개발자,javascript
27619,React 프론트엔드 개발자 모집,이원커뮤니케이션,"['javascript', 'react', 'gitlab', 'docker', 'mariadb']",4,346,4,8,서울,금천구,70,2024-04-02 22:38:56.405369,https://www.jumpit.co.kr/position/15188,프론트엔드 개발자,javascript
27663,개발자(JAVA/Spring),쥬비스다이어트,"['java', 'javascript', 'Spring']",13,1224,3,8,서울,강남구,70,2024-04-02 22:37:15.788591,https://www.jumpit.co.kr/position/19731,웹 풀스택 개발자,javascript
27689,솔루션 및 웹 개발자 모집(java/jsp),티오이십일콤즈,"['sw', 'java', 'jsp', 'rest api', 'react', 'jquery', 'javascript', 'mysql', 'oracle']",0,103,5,10,서울,구로구,70,2024-04-02 22:37:28.603984,https://www.jumpit.co.kr/position/23389,웹 풀스택 개발자,javascript
27706,[병역특례] 풀스택개발 산업기능요원 모집,넛지헬스케어,"['Node.js', 'REST API', 'AWS', 'Git', 'aws', 'rest api', 'python', 'javascript', 'React', 'Redux']",61,2268,0,2,서울,강남구,70,2024-04-02 22:37:36.579874,https://www.jumpit.co.kr/position/12720,웹 풀스택 개발자,javascript
27821,글로벌 웹 분석 관련 개발자 (웹 분석 기술 지원),콘센트릭스서비스코리아,"['html5', 'javascript', 'jsp', 'google analytics']",3,408,2,15,서울,강남구,70,2024-04-02 22:39:06.815830,https://www.jumpit.co.kr/position/15646,웹 풀스택 개발자,javascript
28027,React Native 앱개발자 채용,나우코딩랩스,"['react', 'react native', 'git', 'android os', 'ios', 'javascript', 'aws', 'typescript']",6,476,3,25,서울,중구,70,2024-04-02 22:39:07.933451,https://www.jumpit.co.kr/position/15505,크로스플랫폼 앱개발자,javascript
28933,솔루션 및 웹 개발자 모집(java/jsp),티오이십일콤즈,"['sw', 'java', 'jsp', 'rest api', 'react', 'jquery', 'javascript', 'mysql', 'oracle']",0,103,5,10,서울,구로구,70,2024-04-02 22:37:28.603984,https://www.jumpit.co.kr/position/23389,SW/솔루션,javascript
29394,퍼블리셔(WemixPlay),위메이드,"['react', 'sass', 'scss', 'html5', 'css 3', 'javascript']",19,455,4,10,경기,성남시,70,2024-04-02 22:37:25.166185,https://www.jumpit.co.kr/position/21994,웹퍼블리셔,javascript
29427,퍼블리셔(WemixPlay),위메이드,"['react', 'sass', 'scss', 'html5', 'css 3', 'javascript']",19,455,4,10,경기,성남시,70,2024-04-02 22:37:25.166185,https://www.jumpit.co.kr/position/21994,블록체인,javascript
29486,[스패로우] 웹 취약점 분석 컨설턴트,파수,"['jsp', 'javascript', 'html5', 'css 3', 'windows', 'linux']",4,285,3,10,서울,마포구,70,2024-04-02 22:38:01.889774,https://www.jumpit.co.kr/position/15191,기술지원,javascript
29528,글로벌 웹 분석 관련 개발자 (웹 분석 기술 지원),콘센트릭스서비스코리아,"['html5', 'javascript', 'jsp', 'google analytics']",3,408,2,15,서울,강남구,70,2024-04-02 22:39:06.815830,https://www.jumpit.co.kr/position/15646,기술지원,javascript
30377,솔루션 및 웹 개발자 모집(java/jsp),티오이십일콤즈,"['sw', 'java', 'jsp', 'rest api', 'react', 'jquery', 'javascript', 'mysql', 'oracle']",0,103,5,10,서울,구로구,70,2024-04-02 22:37:28.603984,https://www.jumpit.co.kr/position/23389,웹 풀스택 개발자,jquery
30415,PHP 개발자,휴먼이즈,"['php', 'html5', 'css 3', 'mysql', 'jquery']",48,1685,0,5,서울,용산구,70,2024-04-02 22:37:53.907807,https://www.jumpit.co.kr/position/15530,웹 풀스택 개발자,jquery
31621,솔루션 및 웹 개발자 모집(java/jsp),티오이십일콤즈,"['sw', 'java', 'jsp', 'rest api', 'react', 'jquery', 'javascript', 'mysql', 'oracle']",0,103,5,10,서울,구로구,70,2024-04-02 22:37:28.603984,https://www.jumpit.co.kr/position/23389,SW/솔루션,jquery
32818,[쉬운 지원] 프론트엔드 개발자,르네상스랩스,"['typescript', 'react', 'javascript', 'solidity']",61,1248,3,10,서울,성동구,70,2024-04-02 22:37:27.424620,https://www.jumpit.co.kr/position/15410,프론트엔드 개발자,react
32924,[Unstable Treasuries] Web3.0 / React 프론트엔드 개발자,오파트너스,"['javascript', 'typescript', 'react', 'css 3', 'html5', 'next.js', 'webpack', 'github']",15,746,3,7,서울,성동구,70,2024-04-02 22:38:14.676481,https://www.jumpit.co.kr/position/15445,프론트엔드 개발자,react
32941,Frontend Developer(5년차 이상),바비톡,"['aws', 'react', 'TypeScript', 'JavaScript']",6,113,5,10,서울,강남구,70,2024-04-02 22:38:22.732588,https://www.jumpit.co.kr/position/23517,프론트엔드 개발자,react
32943,React /Angular 프론트엔드 개발자 채용,나우코딩랩스,"['angular 2', 'react', 'css 3', 'html5', 'sass']",12,589,3,20,서울,중구,70,2024-04-02 22:38:22.732588,https://www.jumpit.co.kr/position/15504,프론트엔드 개발자,react
32995,React 프론트엔드 개발자 모집,이원커뮤니케이션,"['javascript', 'react', 'gitlab', 'docker', 'mariadb']",4,346,4,8,서울,금천구,70,2024-04-02 22:38:56.405369,https://www.jumpit.co.kr/position/15188,프론트엔드 개발자,react
33065,솔루션 및 웹 개발자 모집(java/jsp),티오이십일콤즈,"['sw', 'java', 'jsp', 'rest api', 'react', 'jquery', 'javascript', 'mysql', 'oracle']",0,103,5,10,서울,구로구,70,2024-04-02 22:37:28.603984,https://www.jumpit.co.kr/position/23389,웹 풀스택 개발자,react
33075,웹 풀스택 개발자 경력사원 모집,호들,"['html5', 'css 3', 'typescript', 'react', 'node.js', 'graphql', 'next.js', 'mysql', 'aws']",14,1432,3,8,서울,강남구,70,2024-04-02 22:37:34.280335,https://www.jumpit.co.kr/position/15198,웹 풀스택 개발자,react
33078,"여행 IT 개발(JAVA, Spring)자 채용",틱스잇,"['java', 'react', 'vue.js', 'Spring', 'Spring Framework', 'Git', 'Jira', 'Linux', 'AWS']",38,4703,2,10,서울,성동구,70,2024-04-02 22:37:35.461725,https://www.jumpit.co.kr/position/9448,웹 풀스택 개발자,react
33181,웹 풀스택 개발자,스마트러닝코리아,"['JavaScript', 'jQuery', 'Spring Framework', 'Spring Boot', 'Spring Security', 'MariaDB', 'react']",3,428,5,10,서울,강남구,70,2024-04-02 22:38:52.914737,https://www.jumpit.co.kr/position/14338,웹 풀스택 개발자,react
33403,React Native 앱개발자 채용,나우코딩랩스,"['react', 'react native', 'git', 'android os', 'ios', 'javascript', 'aws', 'typescript']",6,476,3,25,서울,중구,70,2024-04-02 22:39:07.933451,https://www.jumpit.co.kr/position/15505,크로스플랫폼 앱개발자,react
34036,개발팀 리드,오엔제이,"['java', 'spring', 'aws', 'react', 'typescript', 'Spring Data JPA', 'MySQL', 'Redis']",10,1182,10,20,서울,강남구,70,2024-04-02 22:38:22.732588,https://www.jumpit.co.kr/position/15716,개발 PM,react
34309,솔루션 및 웹 개발자 모집(java/jsp),티오이십일콤즈,"['sw', 'java', 'jsp', 'rest api', 'react', 'jquery', 'javascript', 'mysql', 'oracle']",0,103,5,10,서울,구로구,70,2024-04-02 22:37:28.603984,https://www.jumpit.co.kr/position/23389,SW/솔루션,react
34770,퍼블리셔(WemixPlay),위메이드,"['react', 'sass', 'scss', 'html5', 'css 3', 'javascript']",19,455,4,10,경기,성남시,70,2024-04-02 22:37:25.166185,https://www.jumpit.co.kr/position/21994,웹퍼블리셔,react
34803,퍼블리셔(WemixPlay),위메이드,"['react', 'sass', 'scss', 'html5', 'css 3', 'javascript']",19,455,4,10,경기,성남시,70,2024-04-02 22:37:25.166185,https://www.jumpit.co.kr/position/21994,블록체인,react
35456,프론트엔드 웹개발자 경력직 채용,캐럿글로벌,"['javascript', 'html5', 'css 3', 'vue.js', 'angularjs']",205,7620,1,8,서울,서초구,70,2024-04-02 22:37:14.667975,https://www.jumpit.co.kr/position/15124,프론트엔드 개발자,html5
35545,프론트엔드 개발자 채용,비엠텍시스템,"['java', 'javascript', 'html5', 'css 3', 'angularjs']",21,1303,2,5,서울,송파구,70,2024-04-02 22:37:44.636940,https://www.jumpit.co.kr/position/14995,프론트엔드 개발자,html5
35612,[Unstable Treasuries] Web3.0 / React 프론트엔드 개발자,오파트너스,"['javascript', 'typescript', 'react', 'css 3', 'html5', 'next.js', 'webpack', 'github']",15,746,3,7,서울,성동구,70,2024-04-02 22:38:14.676481,https://www.jumpit.co.kr/position/15445,프론트엔드 개발자,html5
35631,React /Angular 프론트엔드 개발자 채용,나우코딩랩스,"['angular 2', 'react', 'css 3', 'html5', 'sass']",12,589,3,20,서울,중구,70,2024-04-02 22:38:22.732588,https://www.jumpit.co.kr/position/15504,프론트엔드 개발자,html5
35763,웹 풀스택 개발자 경력사원 모집,호들,"['html5', 'css 3', 'typescript', 'react', 'node.js', 'graphql', 'next.js', 'mysql', 'aws']",14,1432,3,8,서울,강남구,70,2024-04-02 22:37:34.280335,https://www.jumpit.co.kr/position/15198,웹 풀스택 개발자,html5
