,제목,회사명,refine_기술스택,스크랩수,조회수,최소경력,최대경력,주소(시도),주소(시군구),취업축하금,데이터수집일,URL,카테고리,기술스택
310,"백엔드 개발자 Backend Developer (API 개발, 3년이상)",스윗코리아,"['mysql', 'rest api', 'python', 'fastapi']",34,757,3,15,서울,강남구,70,2024-03-03 12:44:21.319201,https://www.jumpit.co.kr/position/15116,서버/백엔드 개발자,python
819,[병역특례] 풀스택개발 산업기능요원 모집,넛지헬스케어,"['Node.js', 'REST API', 'AWS', 'Git', 'aws', 'rest api', 'python', 'javascript', 'React', 'Redux']",59,2139,0,2,서울,강남구,70,2024-03-03 12:43:31.518904,https://www.jumpit.co.kr/position/12720,웹 풀스택 개발자,python
960,웹 개발자 경력 채용,쿤텍,"['javascript', 'python', 'java', 'db']",6,398,4,10,경기,성남시,70,2024-03-03 12:45:15.517428,https://www.jumpit.co.kr/position/15625,웹 풀스택 개발자,python
1317,[병역특례 전문연구요원] AI 엔지니어,테스트웍스,"['ai/인공지능', 'python', 'tensorflow', 'keras', 'pytorch', 'machinelearning', 'opencv']",15,1034,0,10,서울,송파구,70,2024-03-03 12:43:39.622083,https://www.jumpit.co.kr/position/15076,인공지능/머신러닝,python
1338,양자컴퓨팅 연구원(신입 및 경력),노르마,"['machinelearning', 'ai/인공지능', 'linux', 'python', 'pytorch', 'C', 'C++']",17,707,0,10,서울,성동구,70,2024-03-03 12:43:58.049512,https://www.jumpit.co.kr/position/18164,인공지능/머신러닝,python
1353,[에너지IT기업 해줌] 데이터사이언티스트,해줌,"['python', 'pytorch', 'r', 'tableau', 'ai/인공지능', 'machinelearning']",26,1033,3,20,서울,송파구,70,2024-03-03 12:44:14.333714,https://www.jumpit.co.kr/position/15108,인공지능/머신러닝,python
1381,[경력] 코덱SW엔지니어(알고리즘 개발),블루닷,"['python', 'spring framework', 'aws', 'c', 'c++', 'git', 'gitlab', 'AI/인공지능']",0,117,4,12,서울,강남구,70,2024-03-03 12:44:37.518736,https://www.jumpit.co.kr/position/18096,인공지능/머신러닝,python
1389,Phyton 및 인공지능(AI) 개발자 모집,티오이십일콤즈,"['ai/인공지능', 'rest api', 'python', 'pandas', 'numpy', 'tensorflow', 'pytorch', 'machinelearning']",9,457,5,10,서울,구로구,70,2024-03-03 12:44:50.206805,https://www.jumpit.co.kr/position/15031,인공지능/머신러닝,python
1398,[경력] 코덱엔지니어(화질분석),블루닷,"['python', 'c', 'git', 'Linux']",5,120,4,12,서울,강남구,70,2024-03-03 12:44:54.758039,https://www.jumpit.co.kr/position/18095,인공지능/머신러닝,python
1678,클라우드 인프라보안 담당,스윗코리아,"['amazon eks', 'ips', 'vpn', 'python', 'shell', 'network', 'db', 'kubernetes']",2,306,5,15,서울,강남구,70,2024-03-03 12:45:13.212775,https://www.jumpit.co.kr/position/15113,정보보안 담당자,python
1849,[신입] 반도체 회로 설계 개발자 채용,블루닷,"['c', 'c++', 'verilog', 'shell', 'python']",14,839,0,1,서울,강남구,70,2024-03-03 12:43:45.411680,https://www.jumpit.co.kr/position/15154,HW/임베디드,python
1965,[경력] 반도체 회로설계 개발자,블루닷,"['c', 'c++', 'verilog', 'shell', 'python']",2,283,3,12,서울,강남구,70,2024-03-03 12:45:35.302040,https://www.jumpit.co.kr/position/15156,HW/임베디드,python
2160,[경력] 코덱SW엔지니어(알고리즘 개발),블루닷,"['python', 'spring framework', 'aws', 'c', 'c++', 'git', 'gitlab', 'AI/인공지능']",0,117,4,12,서울,강남구,70,2024-03-03 12:44:37.518736,https://www.jumpit.co.kr/position/18096,SW/솔루션,python
2215,[경력] 코덱엔지니어(화질분석),블루닷,"['python', 'c', 'git', 'Linux']",5,120,4,12,서울,강남구,70,2024-03-03 12:44:54.758039,https://www.jumpit.co.kr/position/18095,SW/솔루션,python
2319,보안 SW 개발자 신입 채용,쿤텍,"['python', 'linux', 'windows', 'network', 'sw']",24,499,0,1,경기,성남시,70,2024-03-03 12:45:21.360573,https://www.jumpit.co.kr/position/15626,SW/솔루션,python
2748,[Platform]Java Backend Server Engineer,앤서스랩코리아,"['java', 'rest api', 'aws', 'spring framework', 'mysql']",11,566,5,13,서울,강남구,70,2024-03-03 12:43:25.720973,https://www.jumpit.co.kr/position/14989,서버/백엔드 개발자,java
2795,백엔드 개발자 채용(본사),비엠텍시스템,"['java', 'spring framework', 'spring boot', 'rest api']",89,3015,2,5,서울,송파구,70,2024-03-03 12:43:33.807134,https://www.jumpit.co.kr/position/14991,서버/백엔드 개발자,java
2991,백엔드 및 서버 개발자(경력 1년 이상),스쿨버스,"['java', 'Node.js', 'JavaScript', 'REST API', 'AWS', 'MariaDB', 'Flutter', 'Dart', 'Java']",0,64,1,3,서울,강서구,70,2024-03-03 12:44:17.787510,https://www.jumpit.co.kr/position/23305,서버/백엔드 개발자,java
3146,시니어 백엔드 개발자,오엔제이,"['java', 'spring', 'amazon ec2', 'Redis', 'MySQL', 'Git']",2,227,5,10,서울,강남구,70,2024-03-03 12:45:08.592441,https://www.jumpit.co.kr/position/20678,서버/백엔드 개발자,java
3171,백엔드 개발자 채용(보령),비엠텍시스템,"['java', 'spring framework', 'spring boot', 'rest api']",1,519,4,8,충남,보령시,70,2024-03-03 12:45:20.228333,https://www.jumpit.co.kr/position/14992,서버/백엔드 개발자,java
3348,프론트엔드 개발자 채용,비엠텍시스템,"['java', 'javascript', 'html5', 'css 3', 'angularjs']",20,1209,2,5,서울,송파구,70,2024-03-03 12:43:59.179105,https://www.jumpit.co.kr/position/14995,프론트엔드 개발자,java
3488,개발자(JAVA/Spring),쥬비스다이어트,"['java', 'javascript', 'Spring']",13,1027,3,8,서울,강남구,70,2024-03-03 12:43:18.654255,https://www.jumpit.co.kr/position/19731,웹 풀스택 개발자,java
3531,"여행 IT 개발(JAVA, Spring)자 채용",틱스잇,"['java', 'react', 'vue.js', 'Spring', 'Spring Framework', 'Git', 'Jira', 'Linux', 'AWS']",36,4386,2,10,서울,성동구,70,2024-03-03 12:43:41.931712,https://www.jumpit.co.kr/position/9448,웹 풀스택 개발자,java
3594,솔루션 및 웹 개발자 모집(java/jsp),티오이십일콤즈,"['sw', 'java', 'jsp', 'rest api', 'react', 'jquery', 'javascript', 'mysql', 'oracle']",4,597,5,10,서울,구로구,70,2024-03-03 12:44:33.975128,https://www.jumpit.co.kr/position/15030,웹 풀스택 개발자,java
3653,웹 개발자 경력 채용,쿤텍,"['javascript', 'python', 'java', 'db']",6,398,4,10,경기,성남시,70,2024-03-03 12:45:15.517428,https://www.jumpit.co.kr/position/15625,웹 풀스택 개발자,java
3717,안드로이드 및 iOS 기반 디바이스 애플리케이션 개발,엑스퍼트아이엔씨,"['Flutter', 'React Native', 'Android OS', 'iOS', 'java', 'kotlin', 'swift']",3,635,5,10,서울,송파구,70,2024-03-03 12:44:17.787510,https://www.jumpit.co.kr/position/14302,안드로이드 개발자,java
3742,IVI OS(Android Framework/AOSP) Engineer,42dot,"['android os', 'c++', 'java', 'kotlin', 'linux', 'network', 'embedded']",2,639,5,15,서울,강남구,70,2024-03-03 12:45:10.904209,https://www.jumpit.co.kr/position/15567,안드로이드 개발자,java
3812,안드로이드 및 iOS 기반 디바이스 애플리케이션 개발,엑스퍼트아이엔씨,"['Flutter', 'React Native', 'Android OS', 'iOS', 'java', 'kotlin', 'swift']",3,635,5,10,서울,송파구,70,2024-03-03 12:44:17.787510,https://www.jumpit.co.kr/position/14302,크로스플랫폼 앱개발자,java
4185,Application Architect (고급),코그넷나인,['java'],0,96,8,15,서울,서초구,70,2024-03-03 12:44:07.362709,https://www.jumpit.co.kr/position/15495,devops/시스템 엔지니어,java
4473,프로젝트 어시스턴트,라라스테이션,"['java', 'microsoft office 365']",7,662,0,10,서울,강남구,70,2024-03-03 12:44:13.149399,https://www.jumpit.co.kr/position/15173,개발 PM,java
4482,개발팀 리드,오엔제이,"['java', 'spring', 'aws', 'react', 'typescript', 'Spring Data JPA', 'MySQL', 'Redis']",9,1115,10,20,서울,강남구,70,2024-03-03 12:44:32.857273,https://www.jumpit.co.kr/position/15716,개발 PM,java
4604,IVI OS(Android Framework/AOSP) Engineer,42dot,"['android os', 'c++', 'java', 'kotlin', 'linux', 'network', 'embedded']",2,639,5,15,서울,강남구,70,2024-03-03 12:45:10.904209,https://www.jumpit.co.kr/position/15567,HW/임베디드,java
4841,솔루션 및 웹 개발자 모집(java/jsp),티오이십일콤즈,"['sw', 'java', 'jsp', 'rest api', 'react', 'jquery', 'javascript', 'mysql', 'oracle']",4,597,5,10,서울,구로구,70,2024-03-03 12:44:33.975128,https://www.jumpit.co.kr/position/15030,SW/솔루션,java
6410,안드로이드 및 iOS 기반 디바이스 애플리케이션 개발,엑스퍼트아이엔씨,"['Flutter', 'React Native', 'Android OS', 'iOS', 'java', 'kotlin', 'swift']",3,635,5,10,서울,송파구,70,2024-03-03 12:44:17.787510,https://www.jumpit.co.kr/position/14302,안드로이드 개발자,kotlin
6435,IVI OS(Android Framework/AOSP) Engineer,42dot,"['android os', 'c++', 'java', 'kotlin', 'linux', 'network', 'embedded']",2,639,5,15,서울,강남구,70,2024-03-03 12:45:10.904209,https://www.jumpit.co.kr/position/15567,안드로이드 개발자,kotlin
6505,안드로이드 및 iOS 기반 디바이스 애플리케이션 개발,엑스퍼트아이엔씨,"['Flutter', 'React Native', 'Android OS', 'iOS', 'java', 'kotlin', 'swift']",3,635,5,10,서울,송파구,70,2024-03-03 12:44:17.787510,https://www.jumpit.co.kr/position/14302,크로스플랫폼 앱개발자,kotlin
7297,IVI OS(Android Framework/AOSP) Engineer,42dot,"['android os', 'c++', 'java', 'kotlin', 'linux', 'network', 'embedded']",2,639,5,15,서울,강남구,70,2024-03-03 12:45:10.904209,https://www.jumpit.co.kr/position/15567,HW/임베디드,kotlin
11225,시니어 백엔드 개발자,오엔제이,"['java', 'spring', 'amazon ec2', 'Redis', 'MySQL', 'Git']",2,227,5,10,서울,강남구,70,2024-03-03 12:45:08.592441,https://www.jumpit.co.kr/position/20678,서버/백엔드 개발자,spring
12561,개발팀 리드,오엔제이,"['java', 'spring', 'aws', 'react', 'typescript', 'Spring Data JPA', 'MySQL', 'Redis']",9,1115,10,20,서울,강남구,70,2024-03-03 12:44:32.857273,https://www.jumpit.co.kr/position/15716,개발 PM,spring
13789,클라우드 플랫폼 개발자(3년 이상/삼성전자 프로젝트),아이투맥스,"['Spring', 'MariaDB', 'Svelte', 'Oracle', 'git', 'AWS', 'Linux', 'Jira', 'Slack', 'Spring Boot']",4,356,3,10,경기,용인시,70,2024-03-03 12:44:25.913511,https://www.jumpit.co.kr/position/21472,서버/백엔드 개발자,git
14616,React Native 앱개발자 채용,나우코딩랩스,"['react', 'react native', 'git', 'android os', 'ios', 'javascript', 'aws', 'typescript']",5,442,3,25,서울,중구,70,2024-03-03 12:45:42.268061,https://www.jumpit.co.kr/position/15505,크로스플랫폼 앱개발자,git
14643,Unity Client 개발자 모집,마이베네핏,"['unity', 'c++', 'c#', 'git']",5,438,0,7,서울,서초구,70,2024-03-03 12:43:45.411680,https://www.jumpit.co.kr/position/22391,게임 서버 개발자,git
14846,[경력] 코덱SW엔지니어(알고리즘 개발),블루닷,"['python', 'spring framework', 'aws', 'c', 'c++', 'git', 'gitlab', 'AI/인공지능']",0,117,4,12,서울,강남구,70,2024-03-03 12:44:37.518736,https://www.jumpit.co.kr/position/18096,인공지능/머신러닝,git
14863,[경력] 코덱엔지니어(화질분석),블루닷,"['python', 'c', 'git', 'Linux']",5,120,4,12,서울,강남구,70,2024-03-03 12:44:54.758039,https://www.jumpit.co.kr/position/18095,인공지능/머신러닝,git
14990,클라우드 엔지니어 Cloud Engineer (3년이상),스윗코리아,"['ips', 'aws waf', 'linux', 'git', 'terraform', 'kubernetes', 'gcp', 'google cloud platform']",5,518,3,15,서울,강남구,70,2024-03-03 12:44:37.518736,https://www.jumpit.co.kr/position/15115,devops/시스템 엔지니어,git
15068,클라우드 엔지니어 (팀리더),스윗코리아,"['ips', 'aws waf', 'l2', 'l3', 'l4', 'l7', 'linux', 'git', 'gcp']",1,224,10,15,서울,강남구,70,2024-03-03 12:45:37.675254,https://www.jumpit.co.kr/position/15114,devops/시스템 엔지니어,git
15625,[경력] 코덱SW엔지니어(알고리즘 개발),블루닷,"['python', 'spring framework', 'aws', 'c', 'c++', 'git', 'gitlab', 'AI/인공지능']",0,117,4,12,서울,강남구,70,2024-03-03 12:44:37.518736,https://www.jumpit.co.kr/position/18096,SW/솔루션,git
15680,[경력] 코덱엔지니어(화질분석),블루닷,"['python', 'c', 'git', 'Linux']",5,120,4,12,서울,강남구,70,2024-03-03 12:44:54.758039,https://www.jumpit.co.kr/position/18095,SW/솔루션,git
19319,[Unstable Treasuries] 백엔드 개발자,오파트너스,"['nosql', 'firebase', 'aws', 'docker', 'node.js', 'rest api']",4,362,3,7,서울,성동구,70,2024-03-03 12:45:14.389490,https://www.jumpit.co.kr/position/15469,서버/백엔드 개발자,docker
19343,Cloud 기반 플랫폼 개발자 모집,씨온드림,"['C', 'C++', 'Network', 'kubernetes', 'docker', 'golang']",0,142,4,15,경기,성남시,70,2024-03-03 12:45:30.587252,https://www.jumpit.co.kr/position/19956,서버/백엔드 개발자,docker
19576,React 프론트엔드 개발자 모집,이원커뮤니케이션,"['javascript', 'react', 'gitlab', 'gitlab ci', 'docker', 'mariadb']",3,309,4,8,서울,금천구,70,2024-03-03 12:44:42.113977,https://www.jumpit.co.kr/position/15188,프론트엔드 개발자,docker
20311,Cloud Security Engineer (신입/경력),테이텀,"['AWS', 'GCP', 'AZURE', 'docker', 'kubernetes', 'Elasticsearch', 'MongoDB', 'Git', 'Python']",9,367,0,7,서울,강남구,70,2024-03-03 12:43:24.532354,https://www.jumpit.co.kr/position/22204,devops/시스템 엔지니어,docker
20497,Cloud Security Engineer (신입/경력),테이텀,"['AWS', 'GCP', 'AZURE', 'docker', 'kubernetes', 'Elasticsearch', 'MongoDB', 'Git', 'Python']",9,367,0,7,서울,강남구,70,2024-03-03 12:43:24.532354,https://www.jumpit.co.kr/position/22204,정보보안 담당자,docker
21599,[Platform]Java Backend Server Engineer,앤서스랩코리아,"['java', 'rest api', 'aws', 'spring framework', 'mysql']",11,566,5,13,서울,강남구,70,2024-03-03 12:43:25.720973,https://www.jumpit.co.kr/position/14989,서버/백엔드 개발자,aws
21637,[병역특례] 백엔드개발(Node.js) 산업기능요원 모집,넛지헬스케어,"['Node.js', 'mysql', 'amazon dynamodb', 'postgresql', 'elasticsearch', 'aws']",70,3675,0,3,서울,강남구,70,2024-03-03 12:43:32.633177,https://www.jumpit.co.kr/position/11999,서버/백엔드 개발자,aws
21656,백엔드 개발자 담당,인피니티익스체인지코리아,"['spring boot', 'rest api', 'aws', 'mysql', 'redis', 'spring data jpa', 'Spring Data JPA', 'Mybatis']",28,1018,3,7,서울,강남구,70,2024-03-03 12:43:34.930709,https://www.jumpit.co.kr/position/20575,서버/백엔드 개발자,aws
21714,서버/백엔드 개발자 채용,캔랩코리아,"['typescript', 'kubernetes', 'grpc', 'aws', 'amazon dynamodb', 'aws lambda', 'elasticsearch', 'node.js', 'JSON', 'JavaScript']",6,151,2,12,서울,서초구,70,2024-03-03 12:43:48.845151,https://www.jumpit.co.kr/position/22943,서버/백엔드 개발자,aws
21883,Node.js 백엔드 개발자 채용,나우코딩랩스,"['node.js', 'typescript', 'aws', 'amazon ec2', 'mysql']",20,912,4,20,서울,중구,70,2024-03-03 12:44:29.409127,https://www.jumpit.co.kr/position/15501,서버/백엔드 개발자,aws
22012,[Unstable Treasuries] 백엔드 개발자,오파트너스,"['nosql', 'firebase', 'aws', 'docker', 'node.js', 'rest api']",4,362,3,7,서울,성동구,70,2024-03-03 12:45:14.389490,https://www.jumpit.co.kr/position/15469,서버/백엔드 개발자,aws
22362,웹 풀스택 개발자 경력사원 모집,호들,"['html5', 'css 3', 'typescript', 'react', 'node.js', 'graphql', 'next.js', 'mysql', 'aws']",13,1323,3,8,서울,강남구,70,2024-03-03 12:43:31.518904,https://www.jumpit.co.kr/position/15198,웹 풀스택 개발자,aws
22363,[병역특례] 풀스택개발 산업기능요원 모집,넛지헬스케어,"['Node.js', 'REST API', 'AWS', 'Git', 'aws', 'rest api', 'python', 'javascript', 'React', 'Redux']",59,2139,0,2,서울,강남구,70,2024-03-03 12:43:31.518904,https://www.jumpit.co.kr/position/12720,웹 풀스택 개발자,aws
22695,React Native 앱개발자 채용,나우코딩랩스,"['react', 'react native', 'git', 'android os', 'ios', 'javascript', 'aws', 'typescript']",5,442,3,25,서울,중구,70,2024-03-03 12:45:42.268061,https://www.jumpit.co.kr/position/15505,크로스플랫폼 앱개발자,aws
22787,"DW 아키텍쳐, 컨설턴트,  PL급, Cloud전문가",에스피에이치,"['Dw', 'Dm', 'BigData', 'SQL', 'MachineLearning', 'DeepLearning', 'Python', 'aws', 'gcp', 'google bigquery']",10,601,3,15,서울,마포구,70,2024-03-03 12:44:20.187545,https://www.jumpit.co.kr/position/10551,빅데이터 엔지니어,aws
22816,데이터 엔지니어 (7년이상),스윗코리아,"['aws', 'gcp', 'azure', 'mysql', 'elasticsearch', 'google cloud bigtable', 'linux']",1,199,7,15,서울,강남구,70,2024-03-03 12:45:21.360573,https://www.jumpit.co.kr/position/15111,빅데이터 엔지니어,aws
22925,[경력] 코덱SW엔지니어(알고리즘 개발),블루닷,"['python', 'spring framework', 'aws', 'c', 'c++', 'git', 'gitlab', 'AI/인공지능']",0,117,4,12,서울,강남구,70,2024-03-03 12:44:37.518736,https://www.jumpit.co.kr/position/18096,인공지능/머신러닝,aws
23093,데브옵스 엔지니어,올거나이즈코리아,"['linux', 'Docker', 'Django', 'nginx', 'redis', 'GraphQL', 'aws', 'gcp', 'azure']",11,616,3,10,서울,강남구,70,2024-03-03 12:45:00.507236,https://www.jumpit.co.kr/position/15286,devops/시스템 엔지니어,aws
23333,개발팀 리드,오엔제이,"['java', 'spring', 'aws', 'react', 'typescript', 'Spring Data JPA', 'MySQL', 'Redis']",9,1115,10,20,서울,강남구,70,2024-03-03 12:44:32.857273,https://www.jumpit.co.kr/position/15716,개발 PM,aws
23704,[경력] 코덱SW엔지니어(알고리즘 개발),블루닷,"['python', 'spring framework', 'aws', 'c', 'c++', 'git', 'gitlab', 'AI/인공지능']",0,117,4,12,서울,강남구,70,2024-03-03 12:44:37.518736,https://www.jumpit.co.kr/position/18096,SW/솔루션,aws
24407,서버/백엔드 개발자 채용,캔랩코리아,"['typescript', 'kubernetes', 'grpc', 'aws', 'amazon dynamodb', 'aws lambda', 'elasticsearch', 'node.js', 'JSON', 'JavaScript']",6,151,2,12,서울,서초구,70,2024-03-03 12:43:48.845151,https://www.jumpit.co.kr/position/22943,서버/백엔드 개발자,kubernetes
24729,Cloud 기반 플랫폼 개발자 모집,씨온드림,"['C', 'C++', 'Network', 'kubernetes', 'docker', 'golang']",0,142,4,15,경기,성남시,70,2024-03-03 12:45:30.587252,https://www.jumpit.co.kr/position/19956,서버/백엔드 개발자,kubernetes
25697,Cloud Security Engineer (신입/경력),테이텀,"['AWS', 'GCP', 'AZURE', 'docker', 'kubernetes', 'Elasticsearch', 'MongoDB', 'Git', 'Python']",9,367,0,7,서울,강남구,70,2024-03-03 12:43:24.532354,https://www.jumpit.co.kr/position/22204,devops/시스템 엔지니어,kubernetes
25762,클라우드 엔지니어 Cloud Engineer (3년이상),스윗코리아,"['ips', 'aws waf', 'linux', 'git', 'terraform', 'kubernetes', 'gcp', 'google cloud platform']",5,518,3,15,서울,강남구,70,2024-03-03 12:44:37.518736,https://www.jumpit.co.kr/position/15115,devops/시스템 엔지니어,kubernetes
25883,Cloud Security Engineer (신입/경력),테이텀,"['AWS', 'GCP', 'AZURE', 'docker', 'kubernetes', 'Elasticsearch', 'MongoDB', 'Git', 'Python']",9,367,0,7,서울,강남구,70,2024-03-03 12:43:24.532354,https://www.jumpit.co.kr/position/22204,정보보안 담당자,kubernetes
25915,클라우드 인프라보안 담당,스윗코리아,"['amazon eks', 'ips', 'vpn', 'python', 'shell', 'network', 'db', 'kubernetes']",2,306,5,15,서울,강남구,70,2024-03-03 12:45:13.212775,https://www.jumpit.co.kr/position/15113,정보보안 담당자,kubernetes
27467,프론트엔드 웹개발자 경력직 채용,캐럿글로벌,"['javascript', 'html5', 'css 3', 'vue.js', 'angularjs']",184,6780,1,8,서울,서초구,70,2024-03-03 12:43:18.654255,https://www.jumpit.co.kr/position/15124,프론트엔드 개발자,javascript
27476,프론트엔드 개발자 채용,캔랩코리아,"['react', 'next.js', 'typescript', 'javascript', 'redux', 'webpack', 'angularjs', 'vue.js']",7,299,1,9,서울,서초구,70,2024-03-03 12:43:22.235313,https://www.jumpit.co.kr/position/22944,프론트엔드 개발자,javascript
27511,[쉬운 지원] 프론트엔드 개발자,르네상스랩스,"['typescript', 'react', 'javascript', 'solidity']",55,1114,3,10,서울,성동구,70,2024-03-03 12:43:31.518904,https://www.jumpit.co.kr/position/15410,프론트엔드 개발자,javascript
27585,프론트엔드 개발자 채용,비엠텍시스템,"['java', 'javascript', 'html5', 'css 3', 'angularjs']",20,1209,2,5,서울,송파구,70,2024-03-03 12:43:59.179105,https://www.jumpit.co.kr/position/14995,프론트엔드 개발자,javascript
27606,[Unstable Treasuries] Web3.0 / React 프론트엔드 개발자,오파트너스,"['javascript', 'typescript', 'react', 'css 3', 'html5', 'next.js', 'webpack', 'github']",15,685,3,7,서울,성동구,70,2024-03-03 12:44:14.333714,https://www.jumpit.co.kr/position/15445,프론트엔드 개발자,javascript
27655,React 프론트엔드 개발자 모집,이원커뮤니케이션,"['javascript', 'react', 'gitlab', 'gitlab ci', 'docker', 'mariadb']",3,309,4,8,서울,금천구,70,2024-03-03 12:44:42.113977,https://www.jumpit.co.kr/position/15188,프론트엔드 개발자,javascript
27725,개발자(JAVA/Spring),쥬비스다이어트,"['java', 'javascript', 'Spring']",13,1027,3,8,서울,강남구,70,2024-03-03 12:43:18.654255,https://www.jumpit.co.kr/position/19731,웹 풀스택 개발자,javascript
27749,[병역특례] 풀스택개발 산업기능요원 모집,넛지헬스케어,"['Node.js', 'REST API', 'AWS', 'Git', 'aws', 'rest api', 'python', 'javascript', 'React', 'Redux']",59,2139,0,2,서울,강남구,70,2024-03-03 12:43:31.518904,https://www.jumpit.co.kr/position/12720,웹 풀스택 개발자,javascript
27831,솔루션 및 웹 개발자 모집(java/jsp),티오이십일콤즈,"['sw', 'java', 'jsp', 'rest api', 'react', 'jquery', 'javascript', 'mysql', 'oracle']",4,597,5,10,서울,구로구,70,2024-03-03 12:44:33.975128,https://www.jumpit.co.kr/position/15030,웹 풀스택 개발자,javascript
27882,글로벌 웹 분석 관련 개발자 (웹 분석 기술 지원),콘센트릭스서비스코리아,"['html5', 'javascript', 'jsp', 'google analytics']",3,385,2,15,서울,강남구,70,2024-03-03 12:45:12.096561,https://www.jumpit.co.kr/position/15646,웹 풀스택 개발자,javascript
27890,웹 개발자 경력 채용,쿤텍,"['javascript', 'python', 'java', 'db']",6,398,4,10,경기,성남시,70,2024-03-03 12:45:15.517428,https://www.jumpit.co.kr/position/15625,웹 풀스택 개발자,javascript
28081,React Native 앱개발자 채용,나우코딩랩스,"['react', 'react native', 'git', 'android os', 'ios', 'javascript', 'aws', 'typescript']",5,442,3,25,서울,중구,70,2024-03-03 12:45:42.268061,https://www.jumpit.co.kr/position/15505,크로스플랫폼 앱개발자,javascript
29078,솔루션 및 웹 개발자 모집(java/jsp),티오이십일콤즈,"['sw', 'java', 'jsp', 'rest api', 'react', 'jquery', 'javascript', 'mysql', 'oracle']",4,597,5,10,서울,구로구,70,2024-03-03 12:44:33.975128,https://www.jumpit.co.kr/position/15030,SW/솔루션,javascript
29446,퍼블리셔(WemixPlay),위메이드,"['react', 'sass', 'scss', 'html5', 'css 3', 'javascript']",12,288,4,10,경기,성남시,70,2024-03-03 12:43:28.051045,https://www.jumpit.co.kr/position/21994,웹퍼블리셔,javascript
29479,퍼블리셔(WemixPlay),위메이드,"['react', 'sass', 'scss', 'html5', 'css 3', 'javascript']",12,288,4,10,경기,성남시,70,2024-03-03 12:43:28.051045,https://www.jumpit.co.kr/position/21994,블록체인,javascript
29540,[스패로우] 웹 취약점 분석 컨설턴트,파수,"['jsp', 'javascript', 'html5', 'css 3', 'windows', 'linux']",3,261,3,10,서울,마포구,70,2024-03-03 12:44:08.483575,https://www.jumpit.co.kr/position/15191,기술지원,javascript
29585,글로벌 웹 분석 관련 개발자 (웹 분석 기술 지원),콘센트릭스서비스코리아,"['html5', 'javascript', 'jsp', 'google analytics']",3,385,2,15,서울,강남구,70,2024-03-03 12:45:12.096561,https://www.jumpit.co.kr/position/15646,기술지원,javascript
30493,PHP 개발자,휴먼이즈,"['php', 'html5', 'css 3', 'mysql', 'jquery']",44,1514,0,5,서울,용산구,70,2024-03-03 12:44:05.064607,https://www.jumpit.co.kr/position/15530,웹 풀스택 개발자,jquery
30524,솔루션 및 웹 개발자 모집(java/jsp),티오이십일콤즈,"['sw', 'java', 'jsp', 'rest api', 'react', 'jquery', 'javascript', 'mysql', 'oracle']",4,597,5,10,서울,구로구,70,2024-03-03 12:44:33.975128,https://www.jumpit.co.kr/position/15030,웹 풀스택 개발자,jquery
31771,솔루션 및 웹 개발자 모집(java/jsp),티오이십일콤즈,"['sw', 'java', 'jsp', 'rest api', 'react', 'jquery', 'javascript', 'mysql', 'oracle']",4,597,5,10,서울,구로구,70,2024-03-03 12:44:33.975128,https://www.jumpit.co.kr/position/15030,SW/솔루션,jquery
32713,파이썬 백엔드 엔지니어,올거나이즈코리아,"['redis', 'nginx', 'django', 'postgresql', 'tensorflow', 'keras']",34,728,3,10,서울,강남구,70,2024-03-03 12:44:45.545241,https://www.jumpit.co.kr/position/15281,서버/백엔드 개발자,django
35555,프론트엔드 개발자 채용,캔랩코리아,"['react', 'next.js', 'typescript', 'javascript', 'redux', 'webpack', 'angularjs', 'vue.js']",7,299,1,9,서울,서초구,70,2024-03-03 12:43:22.235313,https://www.jumpit.co.kr/position/22944,프론트엔드 개발자,react
35590,[쉬운 지원] 프론트엔드 개발자,르네상스랩스,"['typescript', 'react', 'javascript', 'solidity']",55,1114,3,10,서울,성동구,70,2024-03-03 12:43:31.518904,https://www.jumpit.co.kr/position/15410,프론트엔드 개발자,react
35685,[Unstable Treasuries] Web3.0 / React 프론트엔드 개발자,오파트너스,"['javascript', 'typescript', 'react', 'css 3', 'html5', 'next.js', 'webpack', 'github']",15,685,3,7,서울,성동구,70,2024-03-03 12:44:14.333714,https://www.jumpit.co.kr/position/15445,프론트엔드 개발자,react
35717,React /Angular 프론트엔드 개발자 채용,나우코딩랩스,"['angular 2', 'react', 'css 3', 'html5', 'sass']",11,535,3,20,서울,중구,70,2024-03-03 12:44:31.669829,https://www.jumpit.co.kr/position/15504,프론트엔드 개발자,react
35734,React 프론트엔드 개발자 모집,이원커뮤니케이션,"['javascript', 'react', 'gitlab', 'gitlab ci', 'docker', 'mariadb']",3,309,4,8,서울,금천구,70,2024-03-03 12:44:42.113977,https://www.jumpit.co.kr/position/15188,프론트엔드 개발자,react
35827,웹 풀스택 개발자 경력사원 모집,호들,"['html5', 'css 3', 'typescript', 'react', 'node.js', 'graphql', 'next.js', 'mysql', 'aws']",13,1323,3,8,서울,강남구,70,2024-03-03 12:43:31.518904,https://www.jumpit.co.kr/position/15198,웹 풀스택 개발자,react
35847,"여행 IT 개발(JAVA, Spring)자 채용",틱스잇,"['java', 'react', 'vue.js', 'Spring', 'Spring Framework', 'Git', 'Jira', 'Linux', 'AWS']",36,4386,2,10,서울,성동구,70,2024-03-03 12:43:41.931712,https://www.jumpit.co.kr/position/9448,웹 풀스택 개발자,react
